Player,Season,VORP,DWS,PER,FTA,TOV,DRB,AllNBA_pred_proba,Class
Rudy Gobert,2017,2.5,3.9,20.7,5.3,1.9,7.8,0.04752868,0
Andre Drummond,2017,3.4,5.7,22.9,5.1,2.6,10.9,0.04134077,0
DeAndre Jordan,2017,2.1,3.4,20.2,4.1,1.8,10.9,0.03900697,0
Clint Capela,2017,2.8,4.1,24.5,3.5,1.4,7.6,0.030408794,0
Draymond Green,2017,2.8,3.4,16.1,2.5,2.9,6.6,0.017503759,0
Kyle Lowry,2017,4.5,3.1,19.5,3.3,2.3,4.7,0.015675534,0
Julius Randle,2017,1.4,2.6,19.9,5.2,2.6,5.8,0.014441418,0
Steven Adams,2017,2.0,3.0,20.6,3.8,1.7,4.0,0.012962434,0
Dwight Howard,2017,1.2,3.9,20.5,7.2,2.6,9.3,0.0094335675,0
James Harden,2018,9.3,3.8,30.6,11.0,5.0,5.8,0.99727565,1
Nikola Jokić,2018,7.0,4.3,26.3,4.4,3.1,8.0,0.9971886,1
LeBron James,2018,4.9,2.6,25.6,7.6,3.6,7.4,0.9957426,3
Giannis Antetokounmpo,2018,7.4,5.5,30.9,9.5,3.7,10.3,0.99540687,1
Damian Lillard,2018,6.0,2.4,23.7,6.4,2.7,3.8,0.9882699,2
Paul George,2018,6.6,4.9,23.3,7.0,2.7,6.8,0.987472,1
Kevin Durant,2018,5.1,2.9,24.2,6.5,2.9,5.9,0.97542167,2
Kawhi Leonard,2018,4.7,3.4,25.8,7.1,2.0,6.0,0.9670787,2
Russell Westbrook,2018,4.7,5.0,21.1,6.2,4.5,9.6,0.9652905,3
Rudy Gobert,2018,4.8,5.7,24.6,6.4,1.6,9.0,0.9564376,3
Stephen Curry,2018,5.1,2.5,24.4,4.2,2.8,4.7,0.9173484,1
Joel Embiid,2018,3.8,3.8,26.1,10.1,3.5,11.1,0.91237336,2
Blake Griffin,2018,4.7,2.9,21.0,7.3,3.4,6.2,0.8774757,3
Kyrie Irving,2018,5.1,2.9,24.3,3.7,2.6,3.9,0.87406105,2
Kemba Walker,2018,4.4,1.9,21.7,5.5,2.6,3.8,0.82101643,3
Mike Conley,2018,3.9,2.3,21.4,5.8,1.9,2.8,0.2099032,0
Karl-Anthony Towns,2018,5.1,3.2,26.3,5.8,3.1,9.0,0.18687512,0
Donovan Mitchell,2018,2.2,3.7,17.2,5.1,2.8,3.3,0.10923388,0
Jusuf Nurkić,2018,2.8,3.3,23.4,5.1,2.3,7.0,0.095192745,0
Ben Simmons,2018,3.8,3.6,20.0,5.4,3.5,6.6,0.09194659,0
Anthony Davis,2018,5.3,3.1,30.3,7.7,2.0,8.9,0.0906821,0
Bradley Beal,2018,3.7,1.7,20.8,5.5,2.7,3.9,0.07999112,0
Nikola Vučević,2018,5.5,4.7,25.5,2.8,2.0,9.2,0.055675596,0
DeAndre Jordan,2018,2.1,3.1,19.0,3.8,2.2,9.8,0.037665647,0
Jimmy Butler,2018,3.2,2.5,20.2,5.6,1.5,3.4,0.027608002,0
Andre Drummond,2018,2.7,5.9,23.4,5.2,2.2,10.2,0.026398806,0
Jrue Holiday,2018,3.1,1.9,19.4,4.0,3.1,3.9,0.025601333,0
Pascal Siakam,2018,2.8,3.6,18.7,3.8,1.9,5.3,0.016376788,0
Chris Paul,2018,2.8,2.2,19.7,3.5,2.6,3.9,0.012274582,0
Lou Williams,2018,2.1,1.2,21.2,6.5,2.4,2.4,0.01050103,0
LeBron James,2019,6.1,3.6,25.5,5.7,3.9,6.9,0.99636084,1
Giannis Antetokounmpo,2019,6.6,5.0,31.9,10.0,3.7,11.4,0.9947068,1
Damian Lillard,2019,5.9,0.7,26.9,7.8,2.9,3.8,0.99199945,2
James Harden,2019,7.3,3.2,29.1,11.8,4.5,5.5,0.9873912,1
Luka Dončić,2019,5.4,2.3,27.6,9.2,4.3,8.1,0.9824341,1
Anthony Davis,2019,5.4,4.4,27.4,8.5,2.5,7.0,0.9774104,1
Kawhi Leonard,2019,5.1,3.3,26.9,7.1,2.6,6.1,0.9761223,2
Rudy Gobert,2019,3.3,4.2,21.7,5.9,1.9,10.1,0.9483457,3
Nikola Jokić,2019,5.5,3.1,24.9,4.1,3.1,7.5,0.9451879,2
Ben Simmons,2019,2.8,3.1,20.4,5.2,3.5,5.8,0.9025383,3
Chris Paul,2019,3.5,3.0,21.7,4.0,2.3,4.6,0.90199405,2
Jimmy Butler,2019,3.7,2.7,23.6,9.1,2.2,4.8,0.89911914,3
Russell Westbrook,2019,1.8,2.5,21.0,6.7,4.5,6.2,0.89341146,3
Pascal Siakam,2019,2.0,3.6,17.9,5.1,2.5,6.3,0.76185274,2
Jayson Tatum,2019,3.4,3.7,20.4,4.7,2.3,6.0,0.667853,3
Bam Adebayo,2019,3.3,3.9,20.3,5.3,2.8,7.8,0.11945675,0
Domantas Sabonis,2019,2.9,3.4,20.7,4.8,2.7,9.4,0.0966164,0
Andre Drummond,2019,1.4,3.6,22.0,5.2,3.6,10.8,0.07512189,0
Joel Embiid,2019,2.5,2.7,25.8,8.5,3.1,8.9,0.04416963,0
Montrezl Harrell,2019,2.2,2.5,23.2,5.6,1.7,4.5,0.035831038,0
Kyle Lowry,2019,2.8,3.3,17.7,5.9,3.1,4.5,0.034626745,0
Khris Middleton,2019,2.9,3.3,21.1,3.7,2.2,5.5,0.023381993,0
Devin Booker,2019,2.6,1.5,20.6,7.3,3.8,3.8,0.022100022,0
De'Aaron Fox,2019,1.6,1.4,20.6,6.7,3.1,3.2,0.020688163,0
Shai Gilgeous-Alexander,2019,2.2,3.0,17.7,5.1,1.9,5.2,0.015190725,0
Donovan Mitchell,2019,2.3,2.2,18.8,4.7,2.7,3.6,0.013778792,0
Trae Young,2019,3.1,0.6,23.9,9.3,4.8,3.7,0.0135041,0
Eric Bledsoe,2019,1.6,3.0,17.6,3.5,2.4,3.9,0.010580073,0
DeMar DeRozan,2019,2.3,1.3,21.6,6.6,2.4,4.9,0.010572863,0
Spencer Dinwiddie,2019,1.9,1.6,17.8,7.0,2.7,3.0,0.010374543,0
Nikola Jokić,2020,8.8,3.4,31.3,5.5,3.1,8.0,0.99911946,1
Giannis Antetokounmpo,2020,5.6,3.3,29.2,9.5,3.4,9.4,0.9914158,1
Damian Lillard,2020,5.0,0.8,25.6,7.2,3.0,3.7,0.9867307,2
Luka Dončić,2020,5.1,2.6,25.3,7.1,4.3,7.2,0.98131865,1
Stephen Curry,2020,5.8,2.5,26.3,6.3,3.4,5.0,0.96802396,1
Joel Embiid,2020,3.8,3.2,30.3,10.7,3.1,8.4,0.9672629,2
LeBron James,2020,3.8,2.6,24.2,5.7,3.7,7.0,0.961733,2
Rudy Gobert,2020,3.8,5.2,23.5,5.3,1.7,10.1,0.95810205,3
Jimmy Butler,2020,4.3,2.7,26.5,8.0,2.1,5.1,0.94669676,3
Bradley Beal,2020,2.9,1.7,22.7,7.7,3.1,3.5,0.89692295,3
Kawhi Leonard,2020,4.2,2.4,26.0,5.7,2.0,5.4,0.8560793,1
Julius Randle,2020,3.9,4.3,19.7,6.0,3.4,9.0,0.85241383,2
Kyrie Irving,2020,3.6,1.6,24.4,4.0,2.4,3.8,0.8372297,3
Paul George,2020,2.9,2.3,20.5,4.2,3.3,5.8,0.77164817,3
Chris Paul,2020,3.6,2.7,21.4,2.6,2.2,4.1,0.7230348,2
Bam Adebayo,2020,3.7,3.2,22.7,5.5,2.6,6.7,0.30645517,0
Zion Williamson,2020,4.0,1.6,27.1,8.7,2.7,4.5,0.22658566,0
Domantas Sabonis,2020,3.3,3.0,20.6,5.3,3.4,9.5,0.105643526,0
Donovan Mitchell,2020,2.8,2.2,21.3,6.0,2.8,3.5,0.092913345,0
Trae Young,2020,3.0,1.3,23.0,8.7,4.1,3.3,0.08706383,0
Jayson Tatum,2020,3.4,2.5,21.3,5.3,2.7,6.6,0.06342657,0
Nikola Vučević,2020,4.4,3.0,22.9,2.2,1.8,9.6,0.061499123,0
DeMar DeRozan,2020,2.6,1.5,22.0,7.2,2.0,3.6,0.058932602,0
Zach LaVine,2020,3.1,1.8,21.5,5.1,3.5,4.4,0.041217666,0
Russell Westbrook,2020,3.4,3.2,19.5,6.4,4.8,9.9,0.037621796,0
Anthony Davis,2020,2.0,2.4,22.1,5.9,2.1,6.2,0.036335904,0
Devin Booker,2020,1.3,2.0,19.2,5.9,3.1,3.7,0.035588723,0
James Harden,2020,3.7,1.7,24.5,7.3,4.0,7.1,0.031333987,0
Shai Gilgeous-Alexander,2020,1.8,0.8,21.6,6.5,3.0,4.2,0.02337893,0
Karl-Anthony Towns,2020,2.8,1.6,23.1,6.2,3.2,7.9,0.019743782,0
Joel Embiid,2021,6.5,4.1,31.2,11.8,3.1,9.6,0.99900454,2
Nikola Jokić,2021,9.8,4.5,32.8,6.3,3.8,11.0,0.99631053,1
Giannis Antetokounmpo,2021,7.4,3.7,32.1,11.4,3.3,9.6,0.9962107,1
LeBron James,2021,5.1,2.3,26.2,6.0,3.5,7.1,0.99120355,3
Luka Dončić,2021,5.9,3.8,25.1,7.5,4.5,8.3,0.98801744,1
Kevin Durant,2021,4.8,2.0,25.6,7.4,3.5,6.9,0.98647004,2
Trae Young,2021,4.8,1.0,25.4,7.3,4.0,3.1,0.96451116,3
Karl-Anthony Towns,2021,4.4,3.2,24.1,6.3,3.1,7.2,0.9507968,3
Devin Booker,2021,3.6,3.3,21.3,5.3,2.4,4.4,0.9370396,1
Chris Paul,2021,4.0,3.6,20.8,3.1,2.4,4.0,0.8986895,3
Ja Morant,2021,3.9,2.1,24.4,7.3,3.4,4.4,0.86249274,2
Jayson Tatum,2021,4.8,4.6,21.8,6.2,2.9,6.9,0.8586189,1
Stephen Curry,2021,4.4,3.4,21.4,4.7,3.2,4.7,0.8402015,2
DeMar DeRozan,2021,3.1,1.8,23.1,7.8,2.4,4.4,0.83807033,2
Pascal Siakam,2021,3.6,3.2,20.3,5.6,2.7,6.6,0.52467346,3
Bam Adebayo,2021,2.7,3.5,21.8,6.1,2.6,7.6,0.25253564,0
Jimmy Butler,2021,4.0,2.9,23.6,8.0,2.1,4.1,0.14824213,0
Rudy Gobert,2021,3.6,4.3,24.7,6.7,1.8,11.0,0.10802912,0
Dejounte Murray,2021,4.4,3.4,22.3,3.6,2.6,7.1,0.104060344,0
Kristaps Porziņģis,2021,2.2,2.4,23.7,5.6,1.6,6.1,0.059648696,0
Nikola Vučević,2021,1.8,3.2,18.2,1.7,1.9,9.1,0.036198173,0
James Harden,2021,3.7,2.7,20.9,8.2,4.4,6.8,0.026263855,0
Julius Randle,2021,1.6,3.4,15.7,5.6,3.4,8.2,0.021803856,0
Jaylen Brown,2021,2.2,3.4,18.9,4.8,2.7,5.3,0.021677474,0
LaMelo Ball,2021,3.3,2.5,19.7,3.2,3.3,5.2,0.021158397,0
Shai Gilgeous-Alexander,2021,2.7,1.8,20.9,7.2,2.8,4.3,0.02043997,0
Jrue Holiday,2021,2.9,2.4,19.8,2.7,2.7,3.5,0.016649395,0
Donovan Mitchell,2021,3.6,2.5,21.6,4.7,3.0,3.4,0.016425157,0
Fred VanVleet,2021,3.5,2.8,17.3,3.4,2.6,3.8,0.014608076,0
Darius Garland,2021,2.8,2.5,19.0,3.5,3.6,2.7,0.013488069,0
Shai Gilgeous-Alexander,2022,5.6,3.0,27.2,10.9,2.8,4.0,0.9998889,1
Luka Dončić,2022,6.6,2.9,28.7,10.5,3.6,7.8,0.9990783,1
Joel Embiid,2022,6.4,3.9,31.4,11.7,3.4,8.4,0.99810493,1
Damian Lillard,2022,4.9,0.8,26.7,9.6,3.3,4.0,0.9971756,3
Jayson Tatum,2022,5.1,4.3,23.7,8.4,2.9,7.7,0.9968828,1
Jimmy Butler,2022,5.8,2.9,27.6,8.7,1.6,3.7,0.9934024,2
Nikola Jokić,2022,8.8,3.8,31.5,6.0,3.6,9.4,0.99159616,2
Stephen Curry,2022,4.7,2.0,24.1,5.0,3.2,5.4,0.95867133,2
Giannis Antetokounmpo,2022,5.4,3.7,29.0,12.3,3.9,9.6,0.938194,1
Domantas Sabonis,2022,5.4,3.0,23.5,5.5,2.9,9.1,0.92090625,3
Julius Randle,2022,3.9,3.1,20.3,6.9,2.8,8.1,0.8878841,3
Donovan Mitchell,2022,5.0,3.5,22.9,5.4,2.6,3.3,0.8795028,2
LeBron James,2022,4.0,2.4,23.9,5.9,3.2,7.1,0.8767449,3
De'Aaron Fox,2022,2.7,1.8,21.8,6.0,2.5,3.6,0.7252989,3
Jaylen Brown,2022,2.0,3.4,19.1,5.1,2.9,5.7,0.68829566,2
Devin Booker,2022,2.9,1.9,22.0,6.8,2.7,3.7,0.2998673,0
Kevin Durant,2022,3.9,2.1,25.9,7.1,3.3,6.3,0.21030675,0
Ja Morant,2022,3.8,2.6,23.3,8.1,3.4,4.9,0.13590363,0
Tyrese Haliburton,2022,4.4,1.2,23.6,3.6,2.5,3.1,0.09252488,0
Kyrie Irving,2022,3.5,2.0,22.4,4.6,2.1,4.1,0.07494824,0
Pascal Siakam,2022,3.4,2.6,20.3,6.7,2.4,6.0,0.074253805,0
Anthony Davis,2022,4.0,3.4,27.8,7.9,2.2,9.1,0.0711706,0
Kristaps Porziņģis,2022,3.4,2.7,23.1,6.4,2.1,6.6,0.059491035,0
Bam Adebayo,2022,2.3,3.8,20.1,5.4,2.5,6.7,0.050834835,0
Kawhi Leonard,2022,3.5,2.2,23.9,5.4,1.7,5.4,0.046552494,0
James Harden,2022,4.0,2.6,21.6,6.2,3.4,5.4,0.041151516,0
Zion Williamson,2022,1.9,1.2,25.2,8.6,3.4,5.0,0.032576278,0
Darius Garland,2022,2.7,3.0,18.8,4.7,2.9,2.3,0.030968739,0
Brandon Ingram,2022,1.5,1.7,19.2,6.0,3.3,5.0,0.030462315,0
Paul George,2022,2.3,2.3,19.6,5.3,3.1,5.3,0.028707802,0
Shai Gilgeous-Alexander,2023,7.1,4.2,29.3,8.7,2.2,4.7,0.9983791,1
Luka Dončić,2023,8.0,3.5,28.1,8.7,4.0,8.4,0.9978642,1
Giannis Antetokounmpo,2023,7.2,3.7,29.9,10.7,3.4,8.8,0.995382,1
Nikola Jokić,2023,10.6,5.1,31.0,5.5,3.0,9.5,0.9912209,1
LeBron James,2023,5.4,2.8,23.7,5.7,3.5,6.4,0.9805829,3
Jalen Brunson,2023,5.4,2.4,23.4,6.5,2.4,3.1,0.9475269,2
Joel Embiid,2023,4.5,2.3,34.1,11.6,3.8,8.6,0.9039483,0
Zion Williamson,2023,3.3,2.8,22.8,7.1,2.8,4.1,0.85741466,0
Devin Booker,2023,3.1,2.0,21.9,6.7,2.6,3.7,0.8121511,3
Domantas Sabonis,2023,6.2,4.0,23.2,5.1,3.3,10.1,0.79500806,3
Alperen Şengün,2023,3.5,3.1,22.0,5.6,2.6,6.4,0.6287946,0
Kevin Durant,2023,4.3,3.2,21.2,5.6,3.3,6.1,0.609476,2
Anthony Davis,2023,4.9,4.7,25.8,6.8,2.1,9.5,0.58282804,2
Anthony Edwards,2023,3.7,4.7,19.7,6.4,3.1,4.8,0.40995422,2
Donovan Mitchell,2023,3.9,2.9,22.1,5.8,2.8,4.3,0.39318058,0
Jayson Tatum,2023,4.7,4.1,22.3,6.7,2.5,7.2,0.3476946,1
Rudy Gobert,2023,2.5,5.8,19.3,5.1,1.6,9.2,0.30385375,0
Jimmy Butler,2023,3.4,2.7,22.0,7.7,1.7,3.6,0.27458084,0
Stephen Curry,2023,4.4,2.0,20.6,4.4,2.8,4.0,0.27079928,3
Kristaps Porziņģis,2023,3.0,3.0,23.2,5.3,1.6,5.5,0.26751918,0
Tyrese Maxey,2023,3.4,2.1,19.8,5.4,1.7,3.2,0.2503492,0
Jamal Murray,2023,2.9,2.1,20.7,3.1,2.1,3.4,0.18000963,0
Tyrese Haliburton,2023,5.0,1.5,23.3,3.3,2.3,3.4,0.13165289,3
De'Aaron Fox,2023,3.2,3.2,20.1,5.7,2.6,3.7,0.1038501,0
Jarrett Allen,2023,3.1,3.9,21.8,4.1,1.6,7.4,0.102293104,0
Julius Randle,2023,1.6,1.9,18.9,6.6,3.5,7.0,0.09936841,0
Kawhi Leonard,2023,4.4,2.9,23.2,4.2,1.8,4.9,0.064133815,2
Jusuf Nurkić,2023,1.6,3.8,17.4,3.4,2.3,8.1,0.058909692,0
Kyrie Irving,2023,3.6,2.0,21.9,3.6,1.8,4.2,0.053139735,0
Karl-Anthony Towns,2023,2.3,3.6,18.8,4.7,2.9,6.8,0.0463104,0
