Player,Season,VORP,DWS,PER,FTA,TOV,DRB,Rookie,RookieNBA_pred_proba,Class
Mitch Richmond,1988,1.3,1.9,17.2,6.4,3.4,3.9,1,0.9994043,1
Willie Anderson,1988,2.3,2.8,16.6,3.6,3.2,3.3,1,0.99844766,1
Charles Smith,1988,0.2,1.6,15.6,5.5,2.1,4.1,1,0.99381083,1
Hersey Hawkins,1988,1.2,1.3,14.2,3.7,2.0,2.2,1,0.9594502,1
Rik Smits,1988,0.6,1.9,15.6,3.1,1.6,3.8,1,0.9060114,1
Chris Morris,1988,0.9,2.0,15.0,3.3,2.5,2.8,1,0.23122865,0
Brian Shaw,1988,0.8,1.7,12.2,1.6,2.3,3.1,1,0.14293645,0
Grant Long,1988,0.5,2.7,13.7,5.0,2.5,3.7,1,0.14015438,0
Kevin Edwards,1988,0.1,2.2,12.6,2.4,3.1,2.2,1,0.13434868,0
Gary Grant,1988,0.0,1.6,14.1,2.3,3.6,2.2,1,0.1302992,0
Danny Manning,1988,0.2,0.7,13.4,4.0,3.6,3.9,1,0.12877843,0
Rod Strickland,1988,1.4,1.5,18.0,2.9,1.8,1.3,1,0.065508045,0
Vernon Maxwell,1988,-0.3,1.4,12.1,3.1,2.3,1.9,1,0.06199721,0
Dan Majerle,1988,0.8,1.7,11.3,2.4,0.9,2.7,1,0.053512547,0
Sylvester Gray,1988,-0.2,1.1,11.2,2.8,1.9,3.1,1,0.05217263,0
Rony Seikaly,1988,-1.9,2.2,10.8,4.5,2.6,4.4,1,0.044640128,0
Rex Chapman,1988,-0.7,0.4,12.6,2.6,1.5,1.5,1,0.0198202,0
Ricky Berry,1988,0.1,0.8,13.1,2.6,1.3,2.2,1,0.016628018,0
Tom Garrick,1988,-0.2,0.9,11.0,1.8,1.6,1.7,1,0.016130397,0
Jeff Grayer,1988,0.0,0.2,12.6,1.8,1.7,1.9,1,0.014628517,0
Derrick Chievous,1988,-0.5,1.6,11.6,3.0,1.7,1.8,1,0.0140125705,0
Scott Brooks,1988,1.1,0.6,14.0,0.8,0.8,0.9,1,0.01246571,0
Jerome Lane,1988,-0.4,0.7,12.3,2.1,0.9,2.1,1,0.011975692,0
Vinny Del Negro,1988,0.3,1.0,12.7,1.3,1.0,1.5,1,0.010900564,0
Anthony Taylor,1988,0.0,0.3,11.1,1.5,1.0,1.1,1,0.0067005144,0
Michael Anderson,1988,-0.1,0.6,10.5,2.3,2.3,1.3,1,0.0059896605,0
Eric Leckner,1988,-0.6,1.4,9.7,1.5,0.9,2.0,1,0.005027066,0
Ledell Eackles,1988,0.1,0.8,15.2,4.3,1.6,1.0,1,0.0021180513,0
Kelvin Upshaw,1988,-0.2,0.4,10.3,0.8,1.7,1.2,1,0.0019523398,0
John Shasky,1988,-0.1,0.7,12.7,2.6,0.7,2.1,1,0.0017115142,0
Tim Hardaway,1989,1.2,1.4,16.0,3.5,3.3,3.2,1,0.9985386,1
Sherman Douglas,1989,2.1,2.1,17.0,4.0,3.0,1.7,1,0.995385,1
David Robinson,1989,6.8,7.2,26.3,10.2,3.1,8.3,1,0.9933427,1
Pooh Richardson,1989,2.2,2.4,15.8,1.3,1.7,2.0,1,0.9932682,1
Vlade Divac,1989,1.1,3.2,17.5,2.6,1.3,4.2,1,0.9802664,1
J.R. Reid,1989,-1.5,2.8,10.2,3.5,2.1,6.0,1,0.9697744,2
Blue Edwards,1989,-0.1,2.4,10.7,2.5,1.9,2.2,1,0.9149365,2
Sean Elliott,1989,0.4,2.0,12.5,2.7,1.4,2.1,1,0.9077119,2
Glen Rice,1989,-0.7,1.8,11.3,1.6,1.5,3.3,1,0.8738446,2
Stacey King,1989,-0.4,1.4,13.8,3.3,1.5,2.6,1,0.8550773,2
Charles Smith,1989,2.7,3.1,19.5,7.3,2.1,4.4,1,0.28785717,0
Mookie Blaylock,1989,0.0,1.3,11.5,1.6,2.2,2.0,1,0.16732219,0
Shawn Kemp,1989,0.0,1.6,15.9,2.0,1.3,2.5,1,0.10414034,0
Kenny Battle,1989,0.4,1.0,12.2,1.4,0.5,1.4,1,0.044225913,0
Clifford Robinson,1989,-1.2,2.4,9.3,3.1,1.6,2.4,1,0.041499138,0
Dana Barros,1989,0.6,0.7,12.8,1.4,1.5,1.2,1,0.035550863,0
Šarūnas Marčiulionis,1989,0.5,0.7,15.5,5.4,1.8,1.8,1,0.032223478,0
Todd Lichti,1989,-0.1,1.3,12.3,2.2,1.2,1.3,1,0.028615607,0
Sam Mitchell,1989,-0.3,2.3,13.7,4.4,1.2,3.5,1,0.026446657,0
Chucky Brown,1989,-0.6,1.3,11.9,2.2,0.9,2.0,1,0.024406208,0
Nick Anderson,1989,0.5,0.7,14.9,3.3,1.7,2.6,1,0.024065651,0
Dražen Petrović,1989,0.7,1.0,15.5,2.1,1.2,0.8,1,0.0110104345,0
Winston Bennett,1989,-0.6,0.9,10.0,1.7,1.1,1.9,1,0.010130876,0
Pervis Ellison,1989,-0.3,0.9,10.3,2.3,1.8,3.9,1,0.004555772,0
Ed Horton,1989,-0.3,0.3,14.5,1.5,0.9,1.1,1,0.0018950684,0
Derrick Gervin,1989,0.4,0.4,22.9,4.2,0.6,1.7,1,0.0014858815,0
Randy White,1989,-1.0,0.8,7.4,1.6,0.9,1.7,1,0.0010298515,0
Alexander Volkov,1989,0.2,0.4,11.9,1.7,0.7,0.9,1,0.00096927624,0
Terry Davis,1989,-0.8,0.9,9.0,1.4,1.1,2.2,1,0.00069311017,0
Tom Hammonds,1989,-0.6,0.5,10.5,1.6,0.8,1.8,1,0.0006389551,0
Derrick Coleman,1990,1.5,3.4,17.6,6.0,2.9,6.6,1,0.99977523,1
Lionel Simmons,1990,1.2,3.6,15.4,5.5,2.9,6.4,1,0.9994867,1
Felton Spencer,1990,-0.3,2.1,13.8,3.1,1.0,4.6,1,0.99024427,2
Travis Mays,1990,0.0,1.3,12.3,5.2,2.5,1.9,1,0.97362816,2
Gary Payton,1990,1.6,2.4,13.2,1.2,2.2,1.6,1,0.95865864,2
Dennis Scott,1990,0.3,1.2,13.0,2.5,1.5,2.1,1,0.9549211,1
Mahmoud Abdul-Rauf,1990,-1.1,-0.3,12.2,1.5,1.6,1.3,1,0.94142014,2
Kendall Gill,1990,1.3,1.6,15.4,2.2,2.0,1.9,1,0.9244737,1
Dee Brown,1990,0.5,1.8,13.2,1.9,1.7,1.7,1,0.91335267,1
Willie Burton,1990,-0.7,1.6,11.5,3.9,1.9,2.0,1,0.87684244,2
Anthony Bonner,1990,0.0,0.8,12.2,2.2,1.2,3.0,1,0.122619316,0
Alec Kessler,1990,-1.7,1.2,8.4,1.7,1.4,2.8,1,0.105460435,0
Duane Causwell,1990,0.3,2.2,13.0,2.2,1.3,3.3,1,0.10480258,0
Danny Ferry,1990,-0.8,1.3,10.9,1.9,1.5,2.3,1,0.027646054,0
Rumeal Robinson,1990,-0.2,0.5,11.7,1.7,1.6,1.1,1,0.023445198,0
Tyrone Hill,1990,-0.8,1.1,10.5,2.1,1.0,3.1,1,0.021301541,0
Bimbo Coles,1990,-0.1,1.2,10.4,1.2,1.2,1.2,1,0.017386293,0
Anthony Cook,1990,-0.6,0.5,10.7,2.2,0.9,3.3,1,0.012183753,0
A.J. English,1990,-0.7,0.7,10.6,2.2,1.6,1.2,1,0.010058179,0
Dwayne Schintzius,1990,-0.3,0.8,10.1,1.0,0.8,2.2,1,0.004382366,0
Loy Vaught,1990,-0.3,1.4,12.1,1.0,0.7,3.1,1,0.003175839,0
Marcus Liberty,1990,-0.7,0.1,10.4,1.2,0.9,1.4,1,0.0023763347,0
Mario Elie,1990,0.3,0.3,12.9,2.7,0.9,1.9,1,0.0018973175,0
Terry Mills,1990,-0.1,0.9,13.6,1.2,0.8,2.7,1,0.0011890596,0
Jud Buechler,1990,0.0,0.8,10.0,0.9,0.4,1.1,1,0.0010729925,0
Jerrod Mustaf,1990,-0.6,0.8,8.3,1.4,1.0,1.9,1,0.0006156473,0
Cedric Ceballos,1990,0.0,0.7,17.8,2.6,1.1,1.2,1,0.0005189555,0
Negele Knight,1990,-0.1,0.6,12.1,1.8,1.2,0.8,1,0.00047855286,0
Henry James,1990,0.0,0.4,14.7,1.9,1.0,1.4,1,0.0003952889,0
Bo Kimble,1990,-1.0,0.8,7.7,1.9,1.2,1.2,1,0.00027909648,0
Dikembe Mutombo,1991,1.4,3.6,16.5,7.0,3.5,7.8,1,0.9996928,1
Billy Owens,1991,1.3,2.3,15.6,3.9,2.2,5.0,1,0.9991985,1
Stanley Roberts,1991,0.2,1.4,16.3,3.6,1.4,4.1,1,0.98250467,2
Steve Smith,1991,0.3,0.8,12.5,2.1,2.5,1.8,1,0.9759405,1
Larry Stewart,1991,0.3,1.8,12.9,3.1,1.5,3.5,1,0.9747182,2
Rick Fox,1991,0.2,1.9,12.2,2.3,1.5,1.8,1,0.9672483,2
Mark Macon,1991,-1.4,2.3,8.3,2.4,2.0,1.8,1,0.9565487,2
Larry Johnson,1991,2.6,2.5,18.9,5.0,2.0,7.0,1,0.93972856,1
Terrell Brandon,1991,-0.1,1.5,12.8,1.5,1.7,1.4,1,0.8822506,2
Stacey Augmon,1991,0.8,2.2,14.4,3.9,2.2,2.8,1,0.87117827,1
Victor Alexander,1991,0.0,1.4,13.9,1.9,1.1,2.9,1,0.1538871,0
Donald Hodge,1991,-0.1,0.8,13.8,2.9,1.5,3.1,1,0.13830966,0
Kenny Anderson,1991,0.1,1.1,12.8,1.5,1.5,1.4,1,0.09784825,0
Paul Graham,1991,1.0,1.7,14.7,2.2,1.2,2.0,1,0.0856734,0
Luc Longley,1991,-0.6,1.1,10.1,1.2,1.3,2.9,1,0.06513379,0
Doug Smith,1991,-0.6,1.6,11.9,1.6,1.3,3.4,1,0.060135018,0
Dale Davis,1991,0.2,1.5,13.3,2.4,0.8,3.9,1,0.035080478,0
Bison Dele,1991,0.3,1.2,17.1,3.0,1.8,3.3,1,0.031169595,0
Mike Iuzzolino,1991,0.3,0.3,13.3,2.5,1.8,1.4,1,0.0160566,0
David Benoit,1991,-0.3,1.5,12.1,1.3,0.9,2.5,1,0.009635823,0
Chris Corchiani,1991,0.0,0.6,12.1,2.0,1.5,1.2,1,0.0056356573,0
Robert Pack,1991,-0.1,1.1,10.5,1.8,1.3,0.9,1,0.0029913767,0
Greg Anthony,1991,0.0,2.0,10.6,1.9,1.2,1.3,1,0.0029524346,0
Chris Gatling,1991,0.4,0.8,18.2,2.0,0.8,2.0,1,0.0014726795,0
Eric Murdock,1991,0.2,0.7,13.6,1.2,1.0,0.7,1,0.0012753893,0
Tracy Moore,1991,-0.1,0.4,11.6,1.9,1.0,1.2,1,0.0010479225,0
Derek Strong,1991,0.0,0.0,3.2,4.0,1.0,4.0,1,0.0006100217,0
LaBradford Smith,1991,-0.5,0.7,9.6,1.2,1.3,1.1,1,0.00032015814,0
Carl Herrera,1991,-0.1,0.6,10.9,1.0,0.9,1.5,1,0.00022234702,0
Rich King,1991,-0.2,0.2,10.1,1.1,0.5,0.7,1,0.00017443302,0
Christian Laettner,1992,1.3,2.8,17.3,6.8,3.4,6.6,1,0.99988973,1
Tom Gugliotta,1992,0.8,3.2,14.6,3.5,2.8,6.9,1,0.99968135,1
Alonzo Mourning,1992,1.9,3.4,20.8,8.1,3.0,6.9,1,0.9988422,1
Richard Dumas,1992,1.2,1.9,18.6,4.5,1.9,2.6,1,0.9979691,2
Latrell Sprewell,1992,1.5,1.8,13.6,3.7,2.6,2.5,1,0.9958977,2
LaPhonso Ellis,1992,2.0,3.8,16.6,3.9,1.9,5.7,1,0.99586713,1
Walt Williams,1992,0.5,1.2,15.0,5.1,3.0,2.5,1,0.99529356,2
Clarence Weatherspoon,1992,0.1,2.2,15.0,5.0,2.1,5.0,1,0.97659665,2
Shaquille O'Neal,1992,4.3,6.0,22.9,8.9,3.8,9.6,1,0.9714723,1
Robert Horry,1992,0.8,3.2,12.1,2.5,2.0,3.5,1,0.9357522,2
Sean Rooks,1992,-0.2,0.7,14.7,5.4,2.2,4.7,1,0.1526315,0
Oliver Miller,1992,0.8,1.9,12.7,1.8,1.9,3.7,1,0.11634592,0
Anthony Peeler,1992,0.6,1.0,13.9,2.7,1.6,1.5,1,0.09544316,0
Adam Keefe,1992,-0.1,1.4,13.6,2.9,1.2,3.2,1,0.07632283,0
Anthony Avent,1992,-2.0,1.8,10.2,2.1,1.7,4.0,1,0.048534952,0
Byron Houston,1992,-0.5,1.3,10.6,2.5,1.1,2.5,1,0.0377879,0
Doug Overton,1992,-0.2,0.4,11.8,1.8,1.6,1.8,1,0.036076512,0
Jim Jackson,1992,-0.6,0.2,11.0,3.3,4.1,2.9,1,0.035710342,0
Todd Day,1992,0.2,1.1,14.5,4.2,1.7,2.1,1,0.03314887,0
Lloyd Daniels,1992,0.4,1.3,12.9,1.3,1.3,1.7,1,0.02112612,0
Thomas Jordan,1992,-0.2,0.1,6.9,4.3,3.0,3.5,1,0.015398489,0
Doug Christie,1992,0.0,0.4,12.4,2.9,2.2,1.2,1,0.013869549,0
Bryant Stith,1992,0.0,0.8,11.7,3.1,1.1,2.2,1,0.0133366,0
Walter Bond,1992,-1.2,0.4,9.0,2.3,1.5,1.9,1,0.009346177,0
Dexter Cambridge,1992,-0.5,0.0,12.1,1.9,1.2,1.5,1,0.0061258143,0
Marlon Maxey,1992,-0.2,0.4,15.8,1.6,0.9,2.3,1,0.001980496,0
Andre Spencer,1992,-0.1,0.3,12.8,2.7,1.3,2.2,1,0.001946925,0
Chris Smith,1992,0.0,0.4,11.1,1.5,0.9,0.8,1,0.0016818958,0
Sam Mack,1992,-0.1,0.4,13.7,1.5,0.6,0.8,1,0.00097375485,0
Keith Jennings,1992,0.2,0.1,18.5,2.3,0.9,1.1,1,0.00085753616,0
Dino Radja,1993,1.2,2.2,18.2,3.8,1.9,4.8,1,0.99841154,2
Vin Baker,1993,0.5,1.7,16.1,5.0,2.0,4.2,1,0.99654716,1
Chris Webber,1993,3.6,3.2,21.7,4.7,2.7,5.1,1,0.9965467,1
Anfernee Hardaway,1993,3.8,3.3,17.4,4.0,3.6,3.0,1,0.99541384,1
Jamal Mashburn,1993,-0.3,1.0,13.2,5.5,3.1,3.1,1,0.98702985,1
Toni Kukoč,1993,1.4,2.7,15.4,2.8,2.2,2.7,1,0.98466194,2
Isaiah Rider,1993,0.2,0.8,14.2,3.4,2.8,2.5,1,0.97807217,1
Nick Van Exel,1993,0.6,0.7,13.6,2.4,1.8,2.4,1,0.94872814,2
Shawn Bradley,1993,-0.5,1.6,11.6,3.4,3.0,4.2,1,0.91652083,2
Lindsey Hunter,1993,-0.1,1.0,12.0,1.7,2.2,1.7,1,0.8637259,2
George Lynch,1993,0.9,1.5,16.1,2.3,1.2,2.7,1,0.13735801,0
Sam Cassell,1993,0.4,1.8,13.1,1.6,1.4,1.7,1,0.06784752,0
Rodney Rogers,1993,0.5,2.1,12.9,2.4,1.7,1.7,1,0.06552707,0
Antonio Davis,1993,0.9,2.8,15.2,3.7,1.3,3.9,1,0.054661863,0
Chris Mills,1993,0.3,2.4,12.6,2.2,1.1,3.4,1,0.054007776,0
Bo Outlaw,1993,0.5,0.9,14.3,2.8,0.8,3.5,1,0.050535798,0
Popeye Jones,1993,-0.1,1.6,14.1,1.3,1.2,3.8,1,0.048925042,0
Calbert Cheaney,1993,-0.2,0.2,14.0,2.5,1.7,1.6,1,0.028010817,0
P.J. Brown,1993,1.0,2.8,12.2,1.9,0.9,3.9,1,0.016129829,0
Acie Earl,1993,-1.3,0.9,9.2,2.2,1.0,2.2,1,0.015591535,0
Bryon Russell,1993,0.3,1.7,11.1,1.5,0.8,1.8,1,0.0155659765,0
Chris Jent,1993,0.0,0.1,11.0,0.7,1.7,3.7,1,0.013619663,0
Scott Burrell,1993,-0.1,0.7,10.4,1.4,0.9,1.7,1,0.011519377,0
Harold Ellis,1993,0.7,0.8,17.2,3.0,0.9,1.2,1,0.005721557,0
Warren Kidd,1993,-0.5,0.6,11.3,1.3,0.6,2.3,1,0.004773842,0
Allan Houston,1993,-1.5,0.1,9.0,1.4,1.3,1.3,1,0.0025465034,0
Mitchell Butler,1993,-0.1,0.4,13.0,2.4,1.2,1.6,1,0.0024122028,0
Gheorghe Mureșan,1993,0.0,0.7,17.4,1.3,1.0,2.3,1,0.0012870327,0
Bill Edwards,1993,-0.1,0.1,-0.4,1.7,1.3,3.0,1,0.0010487435,0
James Robinson,1993,0.0,0.7,10.0,1.2,0.9,0.8,1,0.00095043116,0
Glenn Robinson,1994,0.8,2.2,16.6,6.2,3.9,4.3,1,0.99796474,1
Grant Hill,1994,2.7,1.8,19.0,7.3,2.9,4.6,1,0.99721587,1
Juwan Howard,1994,-0.1,1.5,15.0,4.5,2.6,5.6,1,0.99293375,2
Brian Grant,1994,1.0,3.4,16.5,4.5,2.0,4.9,1,0.99265254,1
Jason Kidd,1994,2.1,2.6,15.1,3.5,3.2,3.5,1,0.98892224,1
Eddie Jones,1994,2.1,2.1,16.3,2.6,1.2,2.7,1,0.9635005,1
Eric Montross,1994,-0.6,1.8,12.1,3.4,1.4,4.7,1,0.9521121,2
Jalen Rose,1994,1.1,1.5,15.1,2.9,2.0,2.0,1,0.94215435,2
Wesley Person,1994,0.9,0.8,14.2,1.3,1.0,1.7,1,0.8877967,2
Khalid Reeves,1994,1.4,1.4,16.9,2.9,2.0,2.0,1,0.12838265,0
Aaron McKie,1994,0.5,1.2,13.3,1.6,0.9,2.1,1,0.11318971,0
Sharone Wright,1994,-0.9,1.9,14.0,3.6,1.9,3.6,1,0.106518276,0
Lamond Murray,1994,-0.9,1.1,11.6,3.3,2.0,2.7,1,0.099839374,0
Donyell Marshall,1994,-0.7,1.2,12.5,3.1,1.6,3.7,1,0.07201945,0
Carlos Rogers,1994,-0.3,0.8,14.3,3.0,1.7,3.5,1,0.036821485,0
Michael Smith,1994,0.5,2.8,13.5,3.2,1.3,3.8,1,0.022048237,0
Chris Childs,1994,-0.1,0.8,11.2,1.4,1.4,1.0,1,0.02052541,0
Clifford Rozier,1994,-0.9,1.2,11.5,2.3,1.3,4.3,1,0.013472452,0
Greg Minor,1994,0.5,0.6,14.7,1.2,0.7,1.4,1,0.009186625,0
Ryan Lorthridge,1994,-0.1,0.2,12.9,2.4,1.5,1.3,1,0.005293756,0
Eric Piatkowski,1994,0.4,0.4,13.9,1.4,0.8,0.9,1,0.0022581448,0
Anthony Miller,1994,0.0,0.6,14.7,1.7,0.8,1.8,1,0.001663616,0
Reggie Slater,1994,0.0,0.3,14.5,2.2,1.0,1.4,1,0.0007282485,0
Derrick Alston,1994,-0.2,1.0,11.6,1.9,0.8,1.9,1,0.0006470648,0
Eldridge Recasner,1994,0.0,0.0,15.3,1.3,0.7,0.7,1,0.00058183155,0
Jerome Harmon,1994,0.0,0.1,10.1,0.6,0.7,1.4,1,0.00052140665,0
Dickey Simpkins,1994,-0.4,0.8,11.0,1.2,0.8,1.5,1,0.0005067272,0
Darrick Martin,1994,-0.5,0.3,10.3,1.9,1.8,1.5,1,0.00048602183,0
Matt Fish,1994,-0.2,0.3,10.6,1.4,1.1,2.0,1,0.00046257887,0
Jim McIlvaine,1994,0.0,0.6,10.0,0.7,0.3,1.2,1,0.00043443724,0
Jerry Stackhouse,1995,0.7,0.4,14.8,7.2,3.5,2.4,1,0.9978998,1
Antonio McDyess,1995,0.0,2.7,15.6,3.2,2.0,4.5,1,0.9978255,1
Kevin Garnett,1995,1.7,2.6,15.8,1.9,1.4,4.1,1,0.9971962,2
Rasheed Wallace,1995,0.3,1.8,11.8,1.8,1.6,3.2,1,0.99684274,2
Damon Stoudamire,1995,1.6,0.6,16.7,4.2,3.8,3.2,1,0.9899693,1
Bryant Reeves,1995,-1.0,2.3,13.4,3.9,2.0,5.1,1,0.98921597,2
Joe Smith,1995,0.9,2.7,17.2,4.8,1.7,5.1,1,0.98780257,1
Brent Barry,1995,2.0,1.2,15.9,1.7,1.5,1.6,1,0.95322937,2
Tyus Edney,1995,0.1,1.2,12.7,3.2,2.4,1.7,1,0.91770285,2
Arvydas Sabonis,1995,3.8,3.9,24.7,4.2,2.1,6.0,1,0.2732623,0
Michael Finley,1995,1.5,1.3,14.0,3.9,1.6,2.9,1,0.23198989,0
Kurt Thomas,1995,0.1,3.0,13.5,2.4,1.3,4.3,1,0.14030562,0
Theo Ratliff,1995,0.9,2.2,14.0,1.6,0.7,2.5,1,0.11424207,0
Sasha Danilović,1995,0.3,0.6,14.4,3.8,1.9,1.8,1,0.055562627,0
Ashraf Amaya,1995,-0.8,1.1,11.8,2.8,1.1,3.5,1,0.04758285,0
Bob Sura,1995,0.6,1.5,15.0,1.8,1.5,1.3,1,0.04737865,0
Eric Williams,1995,-0.3,0.9,13.3,4.7,1.4,2.0,1,0.034565326,0
Loren Meyer,1995,-1.3,0.8,9.4,1.4,0.9,2.8,1,0.031632166,0
Alan Henderson,1995,-0.8,1.6,12.9,2.5,1.1,2.4,1,0.015607234,0
Gary Trent,1995,-0.3,1.6,12.4,2.0,1.3,2.2,1,0.006351726,0
Cherokee Parks,1995,-0.4,0.8,10.9,1.0,0.5,2.3,1,0.0063338387,0
Don Reid,1995,0.3,1.8,12.1,1.1,0.6,1.8,1,0.0058061946,0
Howard Nathan,1995,0.0,0.0,11.3,0.8,1.6,0.0,1,0.004500501,0
Travis Best,1995,0.0,0.5,11.5,1.5,1.1,0.6,1,0.004116418,0
Voshon Lenard,1995,0.4,0.4,15.9,1.4,0.8,1.3,1,0.00384413,0
Jimmy King,1995,-0.6,0.1,9.9,1.2,1.0,1.1,1,0.0011651876,0
Lawrence Moten,1995,0.4,0.4,15.7,1.7,1.0,0.6,1,0.0008864938,0
Corliss Williamson,1995,-1.1,0.3,8.5,1.6,1.4,1.1,1,0.0007867152,0
Mark Davis,1995,-0.2,0.8,10.9,2.0,1.2,1.2,1,0.000535201,0
Anthony Goldwire,1995,-0.3,0.1,10.4,1.4,1.5,0.8,1,0.0004819554,0
Allen Iverson,1996,2.2,1.0,18.0,7.2,4.4,2.6,1,0.99884355,1
Antoine Walker,1996,-0.1,1.7,15.5,4.5,2.8,5.5,1,0.99772125,1
Stephon Marbury,1996,1.2,1.2,16.1,5.0,3.1,1.9,1,0.9976236,1
Shareef Abdur-Rahim,1996,0.2,1.2,17.4,6.5,2.8,4.2,1,0.9934801,1
Kerry Kittles,1996,2.9,1.8,16.0,2.8,1.5,2.6,1,0.9903384,2
Matt Maloney,1996,1.3,2.1,12.3,1.1,1.5,1.7,1,0.9252246,2
Marcus Camby,1996,0.9,2.3,17.8,4.2,2.1,4.2,1,0.91387886,1
Travis Knight,1996,0.1,1.8,14.1,1.4,0.7,2.7,1,0.8957847,2
Ray Allen,1996,1.2,1.5,14.6,3.0,1.8,2.8,1,0.8863122,2
Kobe Bryant,1996,0.5,1.3,14.4,2.3,1.6,1.2,1,0.8614569,2
Erick Dampier,1996,-0.4,1.9,11.8,2.3,1.2,2.8,1,0.1188051,0
Dean Garrett,1996,1.3,2.5,17.7,2.0,0.5,5.1,1,0.1158277,0
Othella Harrington,1996,-0.6,1.0,10.8,1.4,1.0,2.2,1,0.05111446,0
Lorenzen Wright,1996,-0.5,1.7,12.5,1.9,1.0,3.4,1,0.042780954,0
Samaki Walker,1996,-0.4,0.7,12.2,1.7,0.9,2.3,1,0.021330321,0
Erick Strickland,1996,-0.2,0.5,11.0,2.9,2.4,2.5,1,0.014666211,0
Derek Fisher,1996,-0.1,1.0,11.0,1.5,0.9,0.9,1,0.011447377,0
Shandon Anderson,1996,-0.4,1.2,10.4,1.5,1.1,2.0,1,0.010195581,0
Vitaly Potapenko,1996,-1.4,1.7,9.5,1.6,1.4,1.4,1,0.008065447,0
John Wallace,1996,0.1,1.4,13.0,1.6,1.1,1.5,1,0.0052646864,0
Roy Rogers,1996,-0.8,1.1,12.6,1.1,1.0,3.0,1,0.0031863085,0
Todd Fuller,1996,-0.9,0.3,10.4,1.5,0.7,1.9,1,0.0018300366,0
Jermaine O'Neal,1996,-0.2,0.7,13.7,1.7,0.6,1.9,1,0.0018276811,0
Tony Delk,1996,0.5,0.6,14.2,0.8,1.1,1.1,1,0.0007349905,0
Jamie Feick,1996,-0.6,0.5,11.1,1.6,0.8,3.2,1,0.00041090747,0
Malik Rose,1996,-0.2,0.8,13.7,1.1,0.8,1.7,1,0.00035934176,0
Martin Müürsepp,1996,0.0,0.3,14.9,1.7,0.4,0.8,1,0.00018664156,0
Randy Livingston,1996,-0.4,1.1,8.3,1.0,1.6,1.0,1,0.00017248224,0
Horacio Llamas,1996,-0.1,0.2,10.5,0.4,0.6,0.7,1,0.00017208436,0
Jeff McInnis,1996,0.1,0.0,14.8,0.8,1.0,0.3,1,0.00015060489,0
Keith Van Horn,1997,0.7,1.6,15.7,4.9,2.6,4.3,1,0.99875116,1
Tim Duncan,1997,5.3,7.2,22.6,5.9,3.4,8.6,1,0.99482924,1
Brevin Knight,1997,3.5,4.9,17.1,3.1,2.4,2.3,1,0.99394625,1
Zydrunas Ilgauskas,1997,2.1,4.9,19.7,3.7,1.8,5.4,1,0.9886164,1
Derek Anderson,1997,1.7,2.8,15.3,4.8,1.9,2.0,1,0.98256195,2
Tim Thomas,1997,0.7,1.3,14.8,3.0,1.5,2.4,1,0.9687099,2
Ron Mercer,1997,0.4,1.9,14.1,2.8,1.7,2.1,1,0.9573557,1
Maurice Taylor,1997,-0.7,0.3,16.1,3.4,1.5,2.5,1,0.9456398,2
Bobby Jackson,1997,-0.3,0.7,13.6,2.7,2.7,3.3,1,0.92993027,2
Cedric Henderson,1997,0.3,4.0,10.7,2.3,2.0,3.1,1,0.9277424,2
Tony Battie,1997,-0.7,0.8,13.3,1.6,1.5,3.3,1,0.14732806,0
Danny Fortson,1997,-1.4,0.4,14.3,4.2,2.0,3.3,1,0.12290404,0
Chauncey Billups,1997,0.5,0.9,13.6,3.3,2.2,1.6,1,0.054804176,0
Antonio Daniels,1997,-1.5,-0.4,9.9,2.3,2.2,1.6,1,0.048815206,0
Kelvin Cato,1997,0.4,2.0,13.3,1.7,0.6,2.2,1,0.045696672,0
Michael Stewart,1997,0.2,2.6,12.9,1.8,1.0,4.2,1,0.04469519,0
Jerald Honeycutt,1997,-0.1,0.5,11.8,1.5,1.3,1.7,1,0.04377765,0
Chris Anstey,1997,-0.1,0.9,13.2,1.8,1.0,2.5,1,0.039681945,0
Tracy McGrady,1997,0.8,0.7,17.4,1.7,1.0,2.6,1,0.032694027,0
Lawrence Funderburke,1997,0.4,0.7,16.2,3.1,1.2,3.0,1,0.0056675263,0
Anthony Johnson,1997,-1.4,0.8,8.6,1.4,1.6,1.6,1,0.0054640584,0
Keith Closs,1997,0.0,0.5,14.0,1.3,0.7,1.8,1,0.0048014107,0
Tony Farmer,1997,0.0,0.2,13.9,1.4,0.3,0.6,1,0.0012657287,0
Tariq Abdul-Wahad,1997,-0.7,0.6,10.1,2.1,1.1,1.2,1,0.0010815782,0
Kebu Stewart,1997,0.0,0.2,14.0,1.7,0.5,1.5,1,0.0009967692,0
Rick Brunson,1997,-0.1,0.7,9.6,1.6,1.4,1.1,1,0.00071018527,0
Rodrick Rhodes,1997,-0.9,0.6,7.7,3.1,1.7,0.7,1,0.00067926623,0
Travis Williams,1997,-0.1,0.4,13.7,1.2,0.8,1.0,1,0.0005951092,0
Chris Crawford,1997,0.1,0.3,20.4,1.7,0.5,0.5,1,0.0004670855,0
Alvin Williams,1997,-0.2,0.8,10.3,1.7,1.1,1.1,1,0.00033402088,0
Vince Carter,1998,2.1,1.4,19.6,5.4,2.2,3.8,1,0.99604213,1
Paul Pierce,1998,2.3,2.0,19.2,4.1,2.4,4.0,1,0.9927208,1
