Player,Season,WS/48,PER,PTS,TRB,AST,STL,BLK,AllNBA_pred_proba,Class
Hakeem Olajuwon,1989,0.173,24.1,24.3,14.0,2.9,2.1,4.6,0.85,2
Kevin Johnson,1989,0.2,22.8,22.5,3.6,11.4,1.3,0.2,0.85,2
Larry Bird,1989,0.154,21.9,24.3,9.5,7.5,1.4,0.8,0.82,2
James Worthy,1989,0.172,19.8,21.1,6.0,3.6,1.2,0.6,0.7,3
Joe Dumars,1989,0.162,17.2,17.8,2.8,4.9,0.8,0.0,0.67,3
Dominique Wilkins,1989,0.184,24.6,26.7,6.5,2.5,1.6,0.6,0.25,0
Mark Price,1989,0.179,21.1,19.6,3.4,9.1,1.6,0.1,0.19,0
Reggie Miller,1989,0.182,20.8,24.6,3.6,3.8,1.3,0.2,0.15,0
Dale Ellis,1989,0.15,19.0,23.5,4.3,2.0,1.1,0.1,0.15,0
Terry Cummings,1989,0.149,19.6,22.4,8.4,2.7,1.4,0.6,0.15,0
Roy Tarpley,1989,0.103,18.0,16.8,13.1,1.5,1.8,1.6,0.14,0
Ricky Pierce,1989,0.163,21.9,23.0,2.8,2.3,0.8,0.1,0.14,0
Ron Harper,1989,0.138,20.2,22.8,5.9,5.2,2.3,1.2,0.14,0
Kevin McHale,1989,0.195,21.8,20.9,8.3,2.1,0.4,1.9,0.13,0
Terry Porter,1989,0.202,20.0,17.6,3.4,9.1,1.9,0.1,0.12,0
Fat Lever,1989,0.149,19.9,18.3,9.3,6.5,2.1,0.2,0.09,0
Derek Harper,1989,0.158,19.8,18.0,3.0,7.4,2.3,0.3,0.08,0
Muggsy Bogues,1989,0.117,16.9,9.4,2.6,10.7,2.0,0.0,0.06,0
Wayman Tisdale,1989,0.114,18.1,22.3,7.5,1.4,0.7,0.7,0.03,0
Alvin Robertson,1989,0.138,18.9,14.2,6.9,5.5,2.6,0.2,0.03,0
Wes Matthews,1989,0.196,19.6,4.0,0.0,5.0,0.0,0.0,0.02,0
John Stockton,1990,0.217,23.4,17.2,2.9,14.2,2.9,0.2,1.0,3
Charles Barkley,1990,0.258,28.9,27.6,10.1,4.2,1.6,0.5,0.99,1
Michael Jordan,1990,0.321,31.6,31.5,6.0,5.5,2.7,1.0,0.99,1
Karl Malone,1990,0.225,24.8,29.0,11.8,3.3,1.1,1.0,0.96,1
David Robinson,1990,0.264,27.4,25.6,13.0,2.5,1.5,3.9,0.95,1
Chris Mullin,1990,0.176,21.4,25.7,5.4,4.0,2.1,0.8,0.92,2
Clyde Drexler,1990,0.209,22.1,21.5,6.7,6.0,1.8,0.7,0.92,2
Dominique Wilkins,1990,0.177,23.5,25.9,9.0,3.3,1.5,0.8,0.89,2
Magic Johnson,1990,0.251,25.1,19.4,7.0,12.5,1.3,0.2,0.88,1
Kevin Johnson,1990,0.22,23.7,22.2,3.5,10.1,2.1,0.1,0.88,2
Hakeem Olajuwon,1990,0.201,24.3,21.2,13.8,2.3,2.2,3.9,0.87,3
Bernard King,1990,0.07,19.1,28.4,5.0,4.6,0.9,0.3,0.84,3
Patrick Ewing,1990,0.155,23.7,26.6,11.2,3.0,1.0,3.2,0.79,2
James Worthy,1990,0.143,18.1,21.4,4.6,3.5,1.3,0.4,0.66,3
Joe Dumars,1990,0.155,18.0,20.4,2.3,5.5,1.1,0.1,0.66,3
Roy Tarpley,1990,0.165,23.6,20.4,11.0,2.4,1.2,1.8,0.26,0
Hersey Hawkins,1990,0.151,19.4,22.1,3.9,3.7,2.2,0.5,0.26,0
Reggie Miller,1990,0.202,21.2,22.6,3.4,4.0,1.3,0.2,0.23,0
Mark Price,1990,0.167,21.7,16.9,2.8,10.4,2.6,0.1,0.21,0
Michael Adams,1990,0.128,22.3,26.5,3.9,10.5,2.2,0.1,0.2,0
Terry Porter,1990,0.235,21.7,17.0,3.5,8.0,2.0,0.1,0.2,0
Tim Hardaway,1990,0.148,20.9,22.9,4.0,9.7,2.6,0.1,0.19,0
Brad Daugherty,1990,0.147,19.9,21.6,10.9,3.3,1.0,0.6,0.14,0
Kenny Smith,1990,0.161,18.3,17.7,2.1,7.1,1.4,0.1,0.13,0
Larry Bird,1990,0.14,19.7,19.4,8.5,7.2,1.8,1.0,0.1,0
Ricky Pierce,1990,0.174,21.0,20.5,2.4,2.2,0.8,0.2,0.09,0
Orlando Woolridge,1990,0.102,19.5,25.1,6.8,2.2,1.3,0.4,0.08,0
Kevin McHale,1990,0.182,21.2,18.4,7.1,1.9,0.4,2.1,0.08,0
Alvin Robertson,1990,0.142,18.6,13.6,5.7,5.5,3.0,0.2,0.07,0
Scottie Pippen,1990,0.179,20.6,17.8,7.3,6.2,2.4,1.1,0.06,0
David Robinson,1991,0.26,27.5,23.2,12.2,2.7,2.3,4.5,1.0,1
Charles Barkley,1991,0.205,24.5,23.1,11.1,4.1,1.8,0.6,0.99,2
Michael Jordan,1991,0.274,27.7,30.1,6.4,6.1,2.3,0.9,0.99,1
John Stockton,1991,0.215,22.8,15.8,3.3,13.7,3.0,0.3,0.98,2
Karl Malone,1991,0.237,25.4,28.0,11.2,3.0,1.3,0.6,0.97,1
Clyde Drexler,1991,0.223,23.6,25.0,6.6,6.7,1.8,0.9,0.96,1
Scottie Pippen,1991,0.192,21.5,21.0,7.7,7.0,1.9,1.1,0.92,2
Brad Daugherty,1991,0.213,23.0,21.5,10.4,3.6,0.9,1.1,0.87,3
Patrick Ewing,1991,0.198,22.8,24.0,11.2,1.9,1.1,3.0,0.84,2
Mark Price,1991,0.205,22.7,17.3,2.4,7.4,1.3,0.2,0.83,3
Dennis Rodman,1991,0.183,17.0,9.8,18.7,2.3,0.8,0.9,0.83,3
Tim Hardaway,1991,0.132,19.1,23.4,3.8,10.0,2.0,0.2,0.8,2
Chris Mullin,1991,0.155,19.9,25.6,5.6,3.5,2.1,0.8,0.78,1
Kevin Johnson,1991,0.165,19.9,19.7,3.7,10.7,1.5,0.3,0.77,3
Kevin Willis,1991,0.143,19.7,18.3,15.5,2.1,0.9,0.7,0.73,3
Hakeem Olajuwon,1991,0.178,23.7,21.6,12.1,2.2,1.8,4.3,0.34,0
Dominique Wilkins,1991,0.152,22.2,28.1,7.0,3.8,1.2,0.6,0.31,0
Ricky Pierce,1991,0.142,18.2,21.7,3.0,3.1,1.1,0.3,0.13,0
Reggie Miller,1991,0.169,17.6,20.7,3.9,3.8,1.3,0.3,0.12,0
Pervis Ellison,1991,0.131,19.9,20.0,11.2,2.9,0.9,2.7,0.12,0
Larry Bird,1991,0.159,21.0,20.2,9.6,6.8,0.9,0.7,0.09,0
Glen Rice,1991,0.126,17.5,22.3,5.0,2.3,1.1,0.4,0.08,0
Horace Grant,1991,0.237,20.6,14.2,10.0,2.7,1.2,1.6,0.08,0
Jeff Hornacek,1991,0.181,18.9,20.1,5.0,5.1,2.0,0.4,0.07,0
Shawn Kemp,1991,0.177,21.6,15.5,10.4,1.3,1.1,1.9,0.05,0
Micheal Williams,1991,0.156,18.4,15.0,3.6,8.2,2.9,0.3,0.05,0
Šarūnas Marčiulionis,1991,0.144,18.8,18.9,2.9,3.4,1.6,0.1,0.04,0
Terry Porter,1991,0.182,18.1,18.1,3.1,5.8,1.5,0.1,0.04,0
Danny Manning,1991,0.162,19.7,19.3,6.9,3.5,1.6,1.5,0.04,0
Kendall Gill,1991,0.077,16.5,20.5,5.1,4.2,1.9,0.6,0.03,0
Michael Jordan,1992,0.27,29.7,32.6,6.7,5.5,2.8,0.8,0.99,1
Karl Malone,1992,0.238,26.2,27.0,11.2,3.8,1.5,1.0,0.98,1
David Robinson,1992,0.197,24.2,23.4,11.7,3.7,1.5,3.2,0.98,3
Charles Barkley,1992,0.242,25.9,25.6,12.2,5.1,1.6,1.0,0.96,1
Hakeem Olajuwon,1992,0.234,27.3,26.1,13.0,3.5,1.8,4.2,0.95,1
Mark Price,1992,0.197,22.1,18.2,2.7,8.0,1.2,0.1,0.91,1
Dominique Wilkins,1992,0.191,24.3,29.9,6.8,3.2,1.0,0.4,0.89,2
John Stockton,1992,0.177,21.3,15.1,2.9,12.0,2.4,0.3,0.88,2
Dražen Petrović,1992,0.152,17.3,22.3,2.7,3.5,1.3,0.2,0.85,3
Derrick Coleman,1992,0.165,21.2,20.7,11.2,3.6,1.2,1.7,0.82,3
Tim Hardaway,1992,0.138,19.7,21.5,4.0,10.6,1.8,0.2,0.79,3
Patrick Ewing,1992,0.17,20.8,24.2,12.1,1.9,0.9,2.0,0.78,2
Larry Johnson,1992,0.139,18.9,22.1,10.5,4.3,0.6,0.3,0.77,2
Joe Dumars,1992,0.141,17.6,23.5,1.9,4.0,1.0,0.1,0.74,2
Scottie Pippen,1992,0.132,19.2,18.6,7.7,6.3,2.1,0.9,0.66,3
Brad Daugherty,1992,0.226,22.0,20.2,10.2,4.4,0.7,0.8,0.18,0
Reggie Miller,1992,0.183,19.4,21.2,3.1,3.2,1.5,0.3,0.13,0
Danny Manning,1992,0.137,19.6,22.8,6.6,2.6,1.4,1.3,0.13,0
Clyde Drexler,1992,0.171,20.7,19.9,6.3,5.7,1.9,0.8,0.11,0
Chris Mullin,1992,0.122,19.0,25.9,5.0,3.6,1.5,0.9,0.08,0
Dennis Rodman,1992,0.11,13.6,7.5,18.3,1.6,0.8,0.7,0.08,0
Shawn Kemp,1992,0.169,20.4,17.8,10.7,2.0,1.5,1.9,0.06,0
Šarūnas Marčiulionis,1992,0.17,20.4,17.4,3.2,3.5,1.7,0.1,0.06,0
Dikembe Mutombo,1992,0.139,17.2,13.8,13.0,1.8,0.5,3.5,0.05,0
Terry Porter,1992,0.147,17.0,18.2,3.9,5.2,1.2,0.1,0.03,0
Kevin Johnson,1992,0.148,18.1,16.1,2.1,7.8,1.7,0.4,0.03,0
Reggie Lewis,1992,0.127,17.4,20.8,4.3,3.7,1.5,1.0,0.02,0
John Starks,1992,0.145,16.3,17.5,2.6,5.1,1.1,0.2,0.02,0
Ron Harper,1992,0.097,16.1,18.0,5.3,4.5,2.2,0.9,0.02,0
Kevin Willis,1992,0.099,17.4,17.9,12.9,2.1,0.9,0.5,0.02,0
Hakeem Olajuwon,1993,0.21,25.3,27.3,11.9,3.6,1.6,3.7,0.99,1
John Stockton,1993,0.214,22.5,15.1,3.1,12.6,2.4,0.3,0.99,1
David Robinson,1993,0.296,30.7,29.8,10.7,4.8,1.7,3.3,0.97,2
Shaquille O'Neal,1993,0.252,28.5,29.3,13.2,2.4,0.9,2.9,0.96,3
Scottie Pippen,1993,0.194,23.2,22.0,8.7,5.6,2.9,0.8,0.89,1
Charles Barkley,1993,0.185,22.8,21.6,11.2,4.6,1.6,0.6,0.89,2
Karl Malone,1993,0.193,22.9,25.2,11.5,4.0,1.5,1.5,0.88,1
Mark Price,1993,0.201,22.7,17.3,3.0,7.8,1.4,0.1,0.87,3
Shawn Kemp,1993,0.216,22.9,18.1,10.8,2.6,1.8,2.1,0.82,2
Dominique Wilkins,1993,0.153,21.4,26.0,6.5,2.3,1.2,0.4,0.77,3
Latrell Sprewell,1993,0.108,15.9,21.0,4.9,4.7,2.2,0.9,0.71,1
Kevin Johnson,1993,0.17,20.6,20.0,2.5,9.5,1.9,0.1,0.7,2
Derrick Coleman,1993,0.171,21.4,20.2,11.3,3.4,0.9,1.8,0.68,3
Gary Payton,1993,0.155,17.8,16.5,3.3,6.0,2.3,0.2,0.63,3
Mitch Richmond,1993,0.106,17.7,23.4,3.7,4.0,1.3,0.2,0.6,2
Patrick Ewing,1993,0.211,22.9,24.5,11.2,2.3,1.1,2.7,0.33,0
Reggie Miller,1993,0.212,20.2,19.9,2.7,3.1,1.5,0.3,0.26,0
Glen Rice,1993,0.163,18.5,21.1,5.4,2.3,1.4,0.4,0.11,0
Dikembe Mutombo,1993,0.158,17.9,12.0,11.8,1.5,0.7,4.1,0.1,0
Alonzo Mourning,1993,0.151,21.7,21.5,10.2,1.4,0.5,3.1,0.09,0
Mookie Blaylock,1993,0.168,19.6,13.8,5.2,9.7,2.6,0.5,0.07,0
Horace Grant,1993,0.188,19.8,15.1,11.0,3.4,1.1,1.2,0.07,0
Dennis Rodman,1993,0.14,13.4,4.7,17.3,2.3,0.7,0.4,0.05,0
Kevin Willis,1993,0.17,19.4,19.1,12.0,1.9,1.0,0.5,0.05,0
Tom Gugliotta,1993,0.066,17.9,17.1,9.3,3.5,2.2,0.7,0.04,0
Eric Murdock,1993,0.137,20.3,15.3,3.2,6.7,2.4,0.1,0.04,0
Kenny Anderson,1993,0.114,18.2,18.8,3.9,9.6,1.9,0.2,0.04,0
Rod Strickland,1993,0.155,19.8,17.2,4.5,9.0,1.8,0.3,0.03,0
Nate McMillan,1993,0.154,15.5,6.0,3.9,5.3,3.0,0.3,0.03,0
Muggsy Bogues,1993,0.112,16.2,10.8,4.1,10.1,1.7,0.0,0.03,0
David Robinson,1994,0.273,29.1,27.6,10.8,2.9,1.7,3.2,0.99,1
John Stockton,1994,0.233,23.3,14.7,3.1,12.3,2.4,0.3,0.99,1
Charles Barkley,1994,0.214,25.2,23.0,11.1,4.1,1.6,0.7,0.99,2
Karl Malone,1994,0.212,25.1,26.7,10.6,3.5,1.6,1.0,0.98,1
Shaquille O'Neal,1994,0.23,28.6,29.3,11.4,2.7,0.9,2.4,0.97,2
Hakeem Olajuwon,1994,0.181,26.0,27.8,10.8,3.5,1.8,3.4,0.95,3
Clyde Drexler,1994,0.206,22.4,21.8,6.3,4.8,1.8,0.6,0.94,3
Scottie Pippen,1994,0.188,22.6,21.4,8.1,5.2,2.9,1.1,0.9,1
Gary Payton,1994,0.187,21.3,20.6,3.4,7.1,2.5,0.2,0.87,2
Reggie Miller,1994,0.204,20.1,19.6,2.6,3.0,1.2,0.2,0.87,3
Shawn Kemp,1994,0.19,21.7,18.7,10.9,1.8,1.2,1.5,0.85,2
Dennis Rodman,1994,0.178,16.6,7.1,16.8,2.0,0.6,0.5,0.76,3
Detlef Schrempf,1994,0.215,20.3,19.2,6.2,3.8,1.1,0.4,0.7,3
Anfernee Hardaway,1994,0.177,20.8,20.9,4.4,7.2,1.7,0.3,0.69,1
Mitch Richmond,1994,0.12,17.2,22.8,4.4,3.8,1.1,0.4,0.6,2
Michael Jordan,1994,0.167,22.1,26.9,6.9,5.3,1.8,0.8,0.34,0
Glen Rice,1994,0.159,19.7,22.3,4.6,2.3,1.4,0.2,0.24,0
Dana Barros,1994,0.183,20.9,20.6,3.3,7.5,1.8,0.0,0.22,0
Rod Strickland,1994,0.179,21.6,18.9,5.0,8.8,1.9,0.1,0.21,0
Patrick Ewing,1994,0.157,21.9,23.9,11.0,2.7,0.9,2.0,0.18,0
Vlade Divac,1994,0.162,20.5,16.0,10.4,4.1,1.4,2.2,0.12,0
Alonzo Mourning,1994,0.153,20.1,21.3,9.9,1.4,0.6,2.9,0.11,0
Clifford Robinson,1994,0.153,18.3,21.3,5.6,2.6,1.1,1.1,0.06,0
Jamal Mashburn,1994,0.102,17.3,24.1,4.1,3.7,1.0,0.1,0.06,0
Mookie Blaylock,1994,0.147,19.2,17.2,4.9,7.7,2.5,0.3,0.06,0
Cedric Ceballos,1994,0.123,19.9,21.7,8.0,1.8,1.0,0.3,0.05,0
Jim Jackson,1994,0.118,18.9,25.7,5.1,3.7,0.5,0.2,0.04,0
Derrick Coleman,1994,0.117,19.0,20.5,10.6,3.3,0.6,1.7,0.04,0
Chris Webber,1994,0.093,20.1,20.1,9.6,4.7,1.5,1.6,0.04,0
Dikembe Mutombo,1994,0.135,17.0,11.5,12.5,1.4,0.5,3.9,0.03,0
Michael Jordan,1995,0.317,29.4,30.4,6.6,4.3,2.2,0.5,1.0,1
Karl Malone,1995,0.233,26.0,25.7,9.8,4.2,1.7,0.7,0.96,1
Charles Barkley,1995,0.191,24.8,23.2,11.6,3.7,1.6,0.8,0.94,3
David Robinson,1995,0.29,29.4,25.0,12.2,3.0,1.4,3.3,0.94,1
Hakeem Olajuwon,1995,0.166,25.5,26.9,10.9,3.6,1.6,2.9,0.9,2
Shawn Kemp,1995,0.205,22.6,19.6,11.4,2.2,1.2,1.6,0.89,2
Anfernee Hardaway,1995,0.229,24.6,21.7,4.3,7.1,2.0,0.5,0.88,1
Shaquille O'Neal,1995,0.171,26.4,26.6,11.0,2.9,0.6,2.1,0.87,3
Scottie Pippen,1995,0.209,21.0,19.4,6.4,5.9,1.7,0.7,0.83,1
John Stockton,1995,0.214,21.9,14.7,2.8,11.2,1.7,0.2,0.83,2
Gary Payton,1995,0.174,19.6,19.3,4.2,7.5,2.9,0.2,0.76,2
Mitch Richmond,1995,0.151,19.2,23.1,3.3,3.1,1.5,0.2,0.72,3
Reggie Miller,1995,0.188,20.1,21.1,2.8,3.3,1.0,0.2,0.68,3
Grant Hill,1995,0.172,20.9,20.2,9.8,6.9,1.3,0.6,0.61,2
Juwan Howard,1995,0.082,17.0,22.1,8.1,4.4,0.8,0.5,0.51,3
Terrell Brandon,1995,0.237,25.2,19.3,3.3,6.5,1.8,0.4,0.32,0
Chris Webber,1995,0.165,23.6,23.7,7.6,5.0,1.8,0.6,0.3,0
Kevin Johnson,1995,0.195,22.8,18.7,3.9,9.2,1.5,0.2,0.26,0
Patrick Ewing,1995,0.116,20.9,22.5,10.6,2.1,0.9,2.4,0.25,0
Alonzo Mourning,1995,0.178,22.7,23.2,10.4,2.3,1.0,2.7,0.19,0
Cedric Ceballos,1995,0.18,22.1,21.2,6.9,1.5,1.2,0.3,0.16,0
Magic Johnson,1995,0.181,21.1,14.6,5.7,6.9,0.8,0.4,0.07,0
Rod Strickland,1995,0.136,19.1,18.7,4.4,9.6,1.4,0.2,0.05,0
Larry Johnson,1995,0.149,19.8,20.5,8.4,4.4,0.7,0.5,0.05,0
Clyde Drexler,1995,0.161,20.0,19.3,7.2,5.8,2.0,0.5,0.04,0
Glen Rice,1995,0.127,17.8,21.6,4.8,2.9,1.2,0.2,0.04,0
Jeff Hornacek,1995,0.19,19.1,15.2,2.5,4.1,1.3,0.2,0.03,0
Toni Kukoč,1995,0.231,20.4,13.1,4.0,3.5,0.8,0.3,0.03,0
Kevin Pritchard,1995,0.384,25.6,3.5,1.0,3.5,1.0,0.0,0.03,0
Clifford Robinson,1995,0.13,16.3,21.1,5.7,2.4,1.1,0.9,0.03,0
Karl Malone,1996,0.268,28.9,27.4,9.9,4.5,1.4,0.6,1.0,1
Michael Jordan,1996,0.283,27.8,29.6,5.9,4.3,1.7,0.5,0.99,1
Grant Hill,1996,0.223,25.5,21.4,9.0,7.3,1.8,0.6,0.95,1
Gary Payton,1996,0.193,21.8,21.8,4.6,7.1,2.4,0.2,0.95,2
Shaquille O'Neal,1996,0.197,27.1,26.2,12.5,3.1,0.9,2.9,0.86,3
John Stockton,1996,0.226,22.1,14.4,2.8,10.5,2.0,0.2,0.86,3
Scottie Pippen,1996,0.203,21.3,20.2,6.5,5.7,1.9,0.5,0.85,2
Tim Hardaway,1996,0.198,20.8,20.3,3.4,8.6,1.9,0.1,0.84,1
Hakeem Olajuwon,1996,0.154,22.7,23.2,9.2,3.0,1.5,2.2,0.81,1
Glen Rice,1996,0.154,19.7,26.8,4.0,2.0,0.9,0.3,0.81,2
Patrick Ewing,1996,0.163,21.3,22.4,10.7,2.0,0.9,2.4,0.76,2
Mitch Richmond,1996,0.166,21.6,25.9,3.9,4.2,1.5,0.3,0.7,2
Anthony Mason,1996,0.173,18.9,16.2,11.4,5.7,1.0,0.5,0.7,3
Vin Baker,1996,0.127,20.1,21.0,10.3,2.7,1.0,1.4,0.64,3
Anfernee Hardaway,1996,0.175,21.4,20.5,4.5,5.6,1.6,0.6,0.61,3
Kevin Johnson,1996,0.211,22.9,20.1,3.6,9.3,1.5,0.2,0.31,0
Charles Barkley,1996,0.224,23.0,19.2,13.5,4.7,1.3,0.5,0.25,0
Chris Webber,1996,0.159,21.8,20.1,10.3,4.6,1.7,1.9,0.16,0
David Robinson,1996,0.227,31.0,17.7,8.5,1.3,1.0,1.0,0.16,0
Reggie Miller,1996,0.2,20.2,21.6,3.5,3.4,0.9,0.3,0.14,0
Terrell Brandon,1996,0.181,21.5,19.5,3.9,6.3,1.8,0.4,0.11,0
Mookie Blaylock,1996,0.197,20.4,17.4,5.3,5.9,2.7,0.3,0.11,0
Alonzo Mourning,1996,0.174,21.6,19.8,9.9,1.6,0.8,2.9,0.1,0
Dikembe Mutombo,1996,0.183,19.0,13.3,11.6,1.4,0.6,3.3,0.1,0
Kendall Gill,1996,0.132,19.6,21.8,6.1,4.0,1.9,0.6,0.09,0
Chris Gatling,1996,0.145,23.9,19.0,7.9,0.6,0.8,0.7,0.06,0
Shawn Kemp,1996,0.174,20.7,18.7,10.0,1.9,1.5,1.0,0.06,0
Dennis Rodman,1996,0.148,13.9,5.7,16.1,3.1,0.6,0.3,0.06,0
Arvydas Sabonis,1996,0.205,21.8,13.4,7.9,2.1,0.9,1.2,0.05,0
Eddie Jones,1996,0.154,17.3,17.2,4.1,3.4,2.4,0.6,0.04,0
David Robinson,1997,0.269,27.8,21.6,10.6,2.7,0.9,2.6,0.98,2
Shaquille O'Neal,1997,0.224,28.8,28.3,11.4,2.4,0.7,2.4,0.97,1
Karl Malone,1997,0.259,27.9,27.0,10.3,3.9,1.2,0.9,0.96,1
Michael Jordan,1997,0.238,25.2,28.7,5.8,3.5,1.7,0.5,0.94,1
Gary Payton,1997,0.19,21.6,19.2,4.6,8.3,2.3,0.2,0.9,1
Reggie Miller,1997,0.206,19.8,19.5,2.9,2.1,1.0,0.1,0.86,3
Scottie Pippen,1997,0.193,20.4,19.1,5.2,5.8,1.8,1.0,0.84,3
Mitch Richmond,1997,0.148,20.4,23.2,3.3,4.0,1.3,0.2,0.74,3
Tim Hardaway,1997,0.185,20.6,18.9,3.7,8.3,1.7,0.2,0.73,2
Glen Rice,1997,0.136,17.4,22.3,4.3,2.2,0.9,0.3,0.68,3
Grant Hill,1997,0.149,21.2,21.1,7.7,6.8,1.8,0.7,0.68,2
Rod Strickland,1997,0.129,19.6,17.8,5.3,10.5,1.7,0.3,0.66,2
Dikembe Mutombo,1997,0.177,19.8,13.4,11.4,1.0,0.4,3.4,0.65,3
Vin Baker,1997,0.169,20.4,19.2,8.0,1.9,1.1,1.0,0.56,2
Chris Webber,1997,0.142,20.9,21.9,9.5,3.8,1.6,1.7,0.15,0
Allen Iverson,1997,0.138,20.4,22.0,3.7,6.2,2.2,0.3,0.14,0
Patrick Ewing,1997,0.168,23.3,20.8,10.2,1.1,0.6,2.2,0.14,0
Alonzo Mourning,1997,0.185,22.4,19.2,9.6,0.9,0.7,2.2,0.09,0
Shareef Abdur-Rahim,1997,0.113,21.1,22.3,7.1,2.6,1.1,0.9,0.07,0
Eddie Jones,1997,0.166,18.0,16.9,3.8,3.1,2.0,0.7,0.07,0
Antoine Walker,1997,0.07,17.8,22.4,10.2,3.3,1.7,0.7,0.06,0
John Stockton,1997,0.206,21.8,12.0,2.6,8.5,1.4,0.2,0.05,0
Steve Smith,1997,0.171,18.8,20.1,4.2,4.0,1.0,0.4,0.04,0
Terrell Brandon,1997,0.136,20.2,16.8,3.5,7.7,2.2,0.3,0.03,0
Charles Barkley,1997,0.183,21.6,15.2,11.7,3.2,1.0,0.4,0.03,0
Clyde Drexler,1997,0.133,19.8,18.4,4.9,5.5,1.8,0.6,0.02,0
Dana Barros,1997,0.16,18.6,9.8,1.9,3.6,1.0,0.1,0.02,0
Glenn Robinson,1997,0.065,16.8,23.4,5.5,2.8,1.2,0.6,0.02,0
Michael Finley,1997,0.106,19.3,21.5,5.3,4.9,1.6,0.4,0.02,0
Kevin Garnett,1997,0.143,20.4,18.5,9.6,4.2,1.7,1.8,0.02,0
Karl Malone,1998,0.252,25.6,23.8,9.4,4.1,1.3,0.6,0.98,1
Shaquille O'Neal,1998,0.255,30.6,26.3,10.7,2.3,0.7,1.7,0.96,2
Alonzo Mourning,1998,0.216,24.6,20.1,11.0,1.6,0.7,3.9,0.94,1
Allen Iverson,1998,0.173,22.2,26.8,4.9,4.6,2.3,0.1,0.89,1
Tim Duncan,1998,0.213,23.2,21.7,11.4,2.4,0.9,2.5,0.88,1
Gary Payton,1998,0.172,23.1,21.7,4.9,8.7,2.2,0.2,0.86,2
