Player,Season,WS/48,PER,PTS,TRB,AST,STL,BLK,Rookie,ClassRookie
Ky Bowman,2019,-0.003,9.1,7.4,2.7,2.9,1.0,0.2,1,0
Eric Mika,2019,0.218,13.9,6.0,7.0,0.0,0.0,0.0,1,0
Patrick Williams,2020,0.06,10.5,9.2,4.6,1.4,0.9,0.6,1,2
LaMelo Ball,2020,0.093,17.5,15.7,5.9,6.1,1.6,0.4,1,1
Tyrese Haliburton,2020,0.096,16.2,13.0,3.0,5.3,1.3,0.5,1,1
Anthony Edwards,2020,0.017,13.9,19.3,4.7,2.9,1.1,0.5,1,1
Saddiq Bey,2020,0.082,12.6,12.2,4.5,1.4,0.7,0.2,1,1
Jae'Sean Tate,2020,0.088,13.8,11.3,5.3,2.5,1.2,0.5,1,1
Isaac Okoro,2020,0.02,7.9,9.6,3.1,1.9,0.9,0.4,1,2
Isaiah Stewart,2020,0.132,16.4,7.9,6.7,0.9,0.6,1.3,1,2
Immanuel Quickley,2020,0.125,15.8,11.4,2.1,2.0,0.5,0.2,1,2
Desmond Bane,2020,0.093,12.2,9.2,3.1,1.7,0.6,0.2,1,2
Théo Maledon,2020,-0.021,8.2,10.1,3.2,3.5,0.9,0.2,1,0
KJ Martin,2020,0.099,14.6,9.3,5.4,1.1,0.7,0.9,1,0
Cameron Oliver,2020,0.114,17.2,10.8,5.3,1.3,0.5,1.0,1,0
Freddie Gillespie,2020,0.116,13.4,5.6,4.9,0.5,0.7,1.0,1,0
Cole Anthony,2020,-0.001,12.1,12.9,4.7,4.1,0.6,0.4,1,0
Tyrese Maxey,2020,0.099,14.5,8.0,1.7,2.0,0.4,0.2,1,0
Armoni Brooks,2020,0.03,10.4,11.2,3.4,1.5,0.6,0.3,1,0
James Wiseman,2020,0.042,13.1,11.5,5.8,0.7,0.3,0.9,1,0
Payton Pritchard,2020,0.095,12.4,7.7,2.4,1.8,0.6,0.1,1,0
Devin Vassell,2020,0.069,10.6,5.5,2.8,0.9,0.7,0.3,1,0
Xavier Tillman Sr.,2020,0.127,14.7,6.6,4.3,1.3,0.7,0.6,1,0
Aleksej Pokusevski,2020,-0.084,6.1,8.2,4.7,2.2,0.4,0.9,1,0
Justin Holiday,2020,0.069,10.4,10.5,3.6,1.7,1.0,0.6,0,0
Kentavious Caldwell-Pope,2020,0.107,10.7,9.7,2.7,1.9,0.9,0.4,0,0
Chuma Okeke,2020,0.056,11.8,7.8,4.0,2.2,1.1,0.5,1,0
Killian Hayes,2020,-0.081,5.3,6.8,2.7,5.3,1.0,0.4,1,0
Gabriel Deck,2020,0.12,16.1,8.4,4.0,2.4,0.8,0.0,1,0
Jalen Harris,2020,0.079,15.2,7.4,1.4,1.3,0.6,0.0,1,0
Facundo Campazzo,2020,0.105,11.6,6.1,2.1,3.6,1.2,0.2,1,0
Deni Avdija,2020,0.046,7.6,6.3,4.9,1.2,0.6,0.3,1,0
Josh Giddey,2021,0.01,13.3,12.5,7.8,6.4,0.9,0.4,1,2
Ayo Dosunmu,2021,0.069,11.2,8.8,2.8,3.3,0.8,0.4,1,2
Scottie Barnes,2021,0.122,16.3,15.3,7.5,3.5,1.1,0.7,1,1
Evan Mobley,2021,0.107,16.1,15.0,8.3,2.5,0.8,1.7,1,1
Chris Duarte,2021,0.029,12.3,13.1,4.1,2.1,1.0,0.2,1,2
Jalen Green,2021,0.015,12.5,17.3,3.4,2.6,0.7,0.3,1,1
Bones Hyland,2021,0.088,14.4,10.1,2.7,2.8,0.6,0.3,1,2
Herbert Jones,2021,0.096,12.3,9.5,3.8,2.1,1.7,0.8,1,2
Franz Wagner,2021,0.079,14.7,15.2,4.5,2.9,0.9,0.4,1,1
Cade Cunningham,2021,-0.011,13.1,17.4,5.5,5.6,1.2,0.7,1,1
Alperen Şengün,2021,0.068,16.0,9.6,5.5,2.6,0.8,0.9,1,0
Terry Taylor,2021,0.16,19.0,9.6,5.2,1.2,0.4,0.2,1,0
Zavier Simpson,2021,-0.018,7.7,11.0,5.3,7.5,1.3,1.0,1,0
Isaiah Jackson,2021,0.126,20.5,8.3,4.1,0.3,0.7,1.4,1,0
Trendon Watford,2021,0.104,15.8,7.6,4.1,1.7,0.5,0.6,1,0
Lindy Waters III,2021,0.081,13.0,8.0,2.9,1.0,0.8,0.3,1,0
Tre Mann,2021,0.002,10.2,10.4,2.9,1.5,0.8,0.2,1,0
Jalen Suggs,2021,-0.06,8.6,11.8,3.6,4.4,1.2,0.4,1,0
Olivier Sarr,2021,0.117,14.0,7.0,4.2,0.9,0.3,0.7,1,0
Day'Ron Sharpe,2021,0.152,20.7,6.2,5.0,0.5,0.3,0.5,1,0
Braxton Key,2021,0.052,13.7,7.2,4.5,1.0,0.9,1.0,1,0
Jonathan Kuminga,2021,0.123,15.2,9.3,3.3,0.9,0.4,0.3,1,0
Austin Reaves,2021,0.097,11.5,7.3,3.2,1.8,0.5,0.3,1,0
Corey Kispert,2021,0.061,10.9,8.2,2.7,1.1,0.5,0.3,1,0
Isaiah Livers,2021,0.085,11.1,6.4,3.0,1.1,0.7,0.4,1,0
Hassani Gravett,2021,0.071,10.1,6.3,2.6,2.5,0.6,0.1,1,0
Duane Washington Jr.,2021,-0.002,10.2,9.9,1.7,1.8,0.5,0.1,1,0
Aaron Wiggins,2021,0.048,10.3,8.3,3.6,1.4,0.6,0.2,1,0
Quentin Grimes,2021,0.087,10.7,6.0,2.0,1.0,0.7,0.2,1,0
Chaundee Brown Jr.,2021,0.002,6.4,6.2,3.2,0.8,0.4,0.0,1,0
Keegan Murray,2022,0.087,12.3,12.2,4.6,1.2,0.8,0.5,1,1
Paolo Banchero,2022,0.047,14.9,20.0,6.9,3.7,0.8,0.5,1,1
Walker Kessler,2022,0.2,21.5,9.2,8.4,0.9,0.4,2.3,1,1
Jalen Duren,2022,0.129,17.3,9.1,8.9,1.1,0.7,0.9,1,2
Jalen Williams,2022,0.119,15.6,14.1,4.5,3.3,1.4,0.5,1,1
Bennedict Mathurin,2022,0.038,13.1,16.7,4.1,1.5,0.6,0.2,1,1
Jaden Ivey,2022,-0.001,12.1,16.3,3.9,5.2,0.8,0.2,1,2
Tari Eason,2022,0.07,15.2,9.3,6.0,1.1,1.2,0.6,1,2
Jeremy Sochan,2022,0.005,11.4,11.0,5.3,2.5,0.8,0.4,1,2
Shaedon Sharpe,2022,0.032,11.5,9.9,3.0,1.2,0.5,0.3,1,0
Jeenathan Williams,2022,0.12,15.5,10.6,3.0,2.0,0.6,0.4,1,0
RaiQuan Gray,2022,0.106,15.5,16.0,9.0,7.0,0.0,1.0,1,0
Andrew Nembhard,2022,0.029,10.0,9.5,2.7,4.5,0.9,0.2,1,0
Mark Williams,2022,0.163,19.8,9.0,7.1,0.4,0.7,1.0,1,0
Malaki Branham,2022,-0.004,9.5,10.2,2.7,1.9,0.5,0.1,1,0
Jabari Smith Jr.,2022,0.037,11.2,12.8,7.2,1.3,0.5,0.9,1,0
Julian Champagnie,2022,0.061,13.4,9.7,3.5,0.6,0.4,0.3,1,0
Jaden Hardy,2022,0.048,14.6,8.8,1.9,1.4,0.4,0.1,1,0
David Roddy,2022,0.043,8.8,6.7,2.8,0.8,0.4,0.3,1,0
Christian Koloko,2022,0.104,11.4,3.1,2.9,0.5,0.4,1.0,1,0
Orlando Robinson,2022,0.129,13.4,3.7,4.1,0.8,0.4,0.4,1,0
Jaylin Williams,2022,0.099,11.2,5.9,4.9,1.6,0.6,0.2,1,0
AJ Griffin,2022,0.075,12.6,8.9,2.1,1.0,0.6,0.2,1,0
Patrick Williams,2022,0.072,11.2,10.2,4.0,1.2,0.9,0.9,0,0
Ochai Agbaji,2022,0.053,9.5,7.9,2.1,1.1,0.3,0.3,1,0
Chance Comanche,2022,0.043,12.2,7.0,3.0,0.0,0.0,1.0,1,0
Max Strus,2022,0.071,10.8,11.5,3.2,2.1,0.5,0.2,0,0
Jacob Gilyard,2022,0.079,7.3,3.0,4.0,7.0,3.0,0.0,1,0
Nikola Jović,2022,0.053,10.6,5.5,2.1,0.7,0.5,0.1,1,0
Stanley Umude,2022,0.626,65.6,2.0,0.0,0.0,1.0,1.0,1,0
Victor Wembanyama,2023,0.085,23.1,21.4,10.6,3.9,1.2,3.6,1,1
Brandon Miller,2023,0.015,13.0,17.3,4.3,2.4,0.9,0.6,1,1
Cam Whitmore,2023,0.082,16.6,12.3,3.8,0.7,0.6,0.4,1,0
Ausar Thompson,2023,0.053,12.8,8.8,6.4,1.9,1.1,0.9,1,0
Chet Holmgren,2023,0.178,20.4,16.5,7.9,2.4,0.6,2.3,1,1
Jaime Jaquez Jr.,2023,0.092,12.9,11.9,3.8,2.6,1.0,0.3,1,0
GG Jackson II,2023,0.048,13.7,14.6,4.1,1.2,0.6,0.5,1,0
Amen Thompson,2023,0.149,18.2,9.5,6.6,2.6,1.3,0.6,1,2
Taylor Hendricks,2023,0.07,11.8,7.3,4.6,0.8,0.7,0.8,1,0
Brandin Podziemski,2023,0.1,13.0,9.2,5.8,3.7,0.8,0.2,1,1
Toumani Camara,2023,0.055,10.6,7.5,4.9,1.2,0.9,0.5,1,0
Mãozinha Pereira,2023,0.123,15.7,6.9,5.3,0.3,0.9,0.6,1,0
Dereck Lively II,2023,0.183,18.1,8.8,6.9,1.1,0.7,1.4,1,0
Duop Reath,2023,0.095,15.1,9.1,3.7,1.0,0.5,0.6,1,0
Scoot Henderson,2023,-0.045,9.5,14.0,3.1,5.4,0.8,0.2,1,0
Trey Jemison,2023,0.073,11.8,6.8,5.4,1.1,0.5,1.1,1,0
Trayce Jackson-Davis,2023,0.205,21.6,7.9,5.0,1.2,0.4,1.1,1,0
Tristan Vukcevic,2023,0.045,13.9,8.5,3.6,1.3,0.5,0.7,1,0
Javon Freeman-Liberty,2023,0.029,10.7,7.0,3.2,1.8,0.5,0.2,1,0
Keyonte George,2023,-0.008,10.4,13.0,2.8,4.4,0.5,0.1,1,2
Mouhamed Gueye,2023,0.127,15.0,4.0,3.7,0.7,0.8,0.7,1,0
Tosan Evbuomwan,2023,0.071,9.9,5.9,3.5,0.9,0.4,0.3,1,0
Bilal Coulibaly,2023,0.013,8.9,8.4,4.1,1.7,0.9,0.8,1,0
Kentavious Caldwell-Pope,2023,0.096,10.7,10.1,2.4,2.4,1.3,0.6,0,0
Caleb Martin,2023,0.066,10.8,10.0,4.4,2.2,0.7,0.5,0,0
Cason Wallace,2023,0.115,12.0,6.8,2.3,1.5,0.9,0.5,1,2
Jerami Grant,2023,0.071,15.4,21.0,3.5,2.8,0.8,0.6,0,0
Jaden McDaniels,2023,0.077,9.4,10.5,3.1,1.4,0.9,0.6,0,0
Vasilije Micić,2023,0.015,10.7,7.0,1.5,4.4,0.5,0.1,1,0
Grant Williams,2023,0.059,10.6,10.3,4.2,2.3,0.6,0.5,0,0
