Player,Season,VORP,DWS,PER,G,FTA,TOV,PTS,DRB,AllNBA,Class
Patty Mills,2010,0.1,0.5,13.0,64.0,0.7,1.0,5.5,0.5,0,0
Chris Duhon,2010,-0.3,0.9,5.6,51.0,0.5,1.2,2.5,0.8,0,0
T.J. Ford,2010,-0.2,0.8,9.9,41.0,1.2,1.5,5.4,1.6,0,0
Rasual Butler,2010,-0.4,0.3,6.2,47.0,0.6,0.5,4.7,1.4,0,0
Julian Wright,2010,0.4,0.4,12.1,52.0,0.8,0.8,3.6,1.4,0,0
Dominic McGuire,2010,-0.2,0.9,10.4,52.0,0.8,0.5,3.3,2.6,0,0
Shaquille O'Neal,2010,0.4,1.6,17.4,37.0,3.5,1.5,9.2,3.5,0,0
Kendrick Perkins,2010,-0.2,1.2,9.6,29.0,2.5,1.9,6.0,5.9,0,0
Marreese Speights,2010,-0.2,1.0,15.3,64.0,1.1,0.6,5.4,2.3,0,0
Chris Andersen,2010,0.9,1.2,19.0,45.0,3.0,0.6,5.6,3.2,0,0
Acie Law,2010,-0.4,0.3,9.9,51.0,1.3,0.8,4.2,1.0,0,0
Ronnie Price,2010,-0.8,0.5,5.5,59.0,0.7,0.9,3.3,0.7,0,0
Sebastian Telfair,2010,-0.3,0.2,10.5,37.0,1.6,1.7,7.2,1.0,0,0
Lou Amundson,2010,-0.4,0.5,11.5,46.0,1.9,0.5,4.3,2.3,0,0
D.J. White,2010,0.2,0.7,15.3,47.0,1.4,0.3,5.7,2.4,0,0
Jon Brockman,2010,-0.3,1.0,9.6,63.0,0.9,0.4,2.2,1.7,0,0
Damien Wilkins,2010,0.2,0.8,11.4,52.0,1.1,0.4,3.5,1.3,0,0
Josh Powell,2010,-0.9,0.5,8.0,54.0,0.8,1.0,4.1,1.6,0,0
Brian Cardinal,2010,0.5,0.7,9.7,56.0,0.3,0.3,2.6,0.9,0,0
Peja Stojaković,2010,0.6,0.6,15.2,33.0,0.8,0.5,8.5,1.8,0,0
Francisco Elson,2010,-0.2,0.5,8.9,62.0,0.5,0.5,2.2,1.3,0,0
Jared Jeffries,2010,0.0,0.5,8.0,42.0,0.7,0.5,1.8,1.3,0,0
Daequan Cook,2010,0.5,0.4,12.8,43.0,0.5,0.4,5.6,1.5,0,0
Jason Collins,2010,-0.4,0.5,5.4,49.0,0.8,0.5,2.0,1.5,0,0
Juwan Howard,2010,-0.2,0.8,8.4,57.0,0.6,0.4,2.4,1.5,0,0
Anthony Randolph,2010,0.0,0.6,16.2,40.0,2.2,1.3,7.6,2.9,0,0
Dahntay Jones,2010,0.1,0.6,13.7,45.0,2.0,0.7,6.3,1.4,0,0
Craig Smith,2010,0.1,0.4,15.4,48.0,1.4,0.7,5.4,1.5,0,0
Joey Graham,2010,-0.6,0.1,7.7,39.0,0.9,0.7,5.2,1.9,0,0
Luther Head,2010,0.2,0.2,11.7,36.0,1.4,0.9,5.6,1.2,0,0
Matt Carroll,2010,-0.1,0.5,12.2,54.0,1.0,0.4,4.4,1.0,0,0
Derrick Brown,2010,0.1,0.5,12.9,49.0,1.2,0.7,3.8,1.2,0,0
Von Wafer,2010,0.1,0.9,10.6,58.0,0.7,0.3,3.2,0.7,0,0
Cartier Martin,2010,0.2,0.3,11.7,52.0,0.8,0.3,4.0,1.0,0,0
Aaron Gray,2010,-0.3,0.8,11.0,41.0,0.8,0.8,3.1,2.7,0,0
Solomon Jones,2010,-0.3,0.6,8.5,39.0,1.6,0.9,3.6,1.7,0,0
Joey Dorsey,2010,0.1,0.5,14.2,43.0,1.5,0.9,3.1,2.6,0,0
Joel Przybilla,2010,-0.4,0.6,6.2,36.0,0.8,0.8,1.8,3.0,0,0
Rodrigue Beaubois,2010,-0.1,0.7,11.4,28.0,1.1,1.7,8.4,1.6,0,0
Ian Mahinmi,2010,0.0,0.8,13.7,56.0,1.5,0.4,3.1,1.4,0,0
Hilton Armstrong,2010,-0.2,0.6,8.8,53.0,0.6,0.5,1.7,1.7,0,0
Darnell Jackson,2010,-0.2,0.3,12.3,59.0,0.8,0.4,3.2,0.8,0,0
Luke Walton,2010,-0.4,0.5,5.1,54.0,0.2,0.6,1.7,1.1,0,0
Jermaine Taylor,2010,-0.2,0.3,12.2,34.0,0.8,1.4,6.6,1.1,0,0
Ike Diogu,2010,-0.3,0.3,13.7,36.0,1.7,0.6,5.8,2.1,0,0
Troy Murphy,2010,-0.1,0.7,8.0,35.0,0.9,0.6,3.1,2.6,0,0
Earl Clark,2010,-0.2,0.7,10.1,42.0,1.1,0.7,3.9,1.5,0,0
Anthony Carter,2010,-0.1,0.4,9.2,33.0,0.2,1.2,3.3,1.3,0,0
Dan Gadzuric,2010,-0.6,0.4,9.9,42.0,0.6,0.7,2.8,1.5,0,0
Kyrylo Fesenko,2010,-0.6,0.3,5.8,53.0,0.9,0.5,2.0,1.4,0,0
Delonte West,2010,0.4,0.8,12.3,24.0,0.6,1.3,5.6,1.3,0,0
Brian Cook,2010,0.0,0.5,11.6,40.0,0.6,0.6,4.8,1.9,0,0
Kosta Koufos,2010,-0.4,0.4,12.6,50.0,0.9,0.6,3.2,1.5,0,0
Jermaine O'Neal,2010,-0.2,0.8,9.2,24.0,1.8,1.1,5.4,2.6,0,0
Josh Howard,2010,-0.2,0.3,9.2,18.0,2.6,1.1,8.4,3.1,0,0
Jawad Williams,2010,-0.5,0.1,4.8,26.0,0.5,0.6,4.0,1.6,0,0
Brandan Wright,2010,0.1,0.4,15.9,37.0,0.8,0.4,3.8,1.6,0,0
Tony Battie,2010,-0.1,0.6,9.5,38.0,0.4,0.3,2.6,2.2,0,0
Hasheem Thabeet,2010,-0.3,0.5,4.7,47.0,0.7,0.4,1.1,1.1,0,0
David Andersen,2010,-0.1,0.3,10.9,40.0,0.6,0.6,3.4,1.6,0,0
Eduardo Nájera,2010,-0.2,0.3,5.5,31.0,0.4,0.4,2.2,1.0,0,0
Melvin Ely,2010,-0.1,0.3,8.3,30.0,0.7,0.5,2.3,1.6,0,0
Sasha Pavlović,2010,-0.1,0.5,6.0,31.0,0.3,0.4,2.5,1.0,0,0
Quinton Ross,2010,-0.4,0.1,3.7,36.0,0.4,0.2,1.6,0.6,0,0
Udonis Haslem,2010,0.0,0.6,12.7,13.0,1.5,1.1,8.0,5.9,0,0
Alexis Ajinça,2010,-0.2,0.4,12.2,34.0,0.5,0.5,4.2,1.8,0,0
Rodney Carney,2010,-0.1,0.2,10.8,27.0,1.0,0.6,4.7,1.3,0,0
D.J. Mbenga,2010,-0.1,0.6,9.7,41.0,0.4,0.5,1.4,1.2,0,0
Leon Powe,2010,-0.1,0.2,15.0,30.0,2.4,0.4,5.3,1.3,0,0
Othyus Jeffers,2010,0.0,0.3,13.3,17.0,2.7,0.8,5.5,2.5,0,0
Roger Mason,2010,-0.1,0.1,7.1,26.0,0.4,0.2,2.9,1.5,0,0
Earl Barron,2010,-0.5,0.3,6.2,21.0,1.1,0.8,3.8,2.1,0,0
Sundiata Gaines,2010,-0.1,0.2,11.3,24.0,1.5,1.1,4.6,1.0,0,0
Jason Williams,2010,0.0,0.4,8.4,27.0,0.0,0.7,2.0,1.0,0,0
Chris Quinn,2010,-0.2,0.2,7.5,41.0,0.2,0.3,2.0,0.5,0,0
Terrence Williams,2010,-0.3,0.2,6.9,21.0,1.0,1.6,5.0,2.2,0,0
Garrett Temple,2010,-0.3,0.3,4.7,24.0,0.7,1.0,2.4,0.9,0,0
Steve Novak,2010,0.4,0.2,17.8,30.0,0.3,0.1,3.5,0.8,0,0
Sean Marks,2010,-0.3,0.2,4.9,29.0,0.3,0.4,1.6,0.8,0,0
DaJuan Summers,2010,-0.4,0.0,4.4,22.0,0.9,0.6,3.4,0.5,0,0
DeSagana Diop,2010,-0.1,0.3,5.4,16.0,0.7,0.7,1.3,1.8,0,0
Jarron Collins,2010,-0.3,0.1,1.6,28.0,0.4,0.3,0.7,0.4,0,0
Malik Allen,2010,-0.2,0.2,3.3,18.0,0.1,0.2,1.3,1.1,0,0
Charlie Bell,2010,-0.1,0.0,4.7,19.0,0.2,0.3,1.7,0.6,0,0
Hamed Haddadi,2010,0.0,0.3,19.7,31.0,0.7,0.4,2.4,1.4,0,0
Mehmet Okur,2010,0.0,0.1,12.6,13.0,1.5,0.5,4.9,1.6,0,0
Jamaal Magloire,2010,0.1,0.3,12.7,18.0,1.0,0.3,1.9,2.4,0,0
Royal Ivey,2010,0.0,0.1,8.2,25.0,0.1,0.2,1.6,0.6,0,0
Michael Redd,2010,-0.1,0.1,9.7,10.0,0.4,0.4,4.4,0.8,0,0
Ime Udoka,2010,0.0,0.2,5.3,20.0,0.4,0.3,0.7,0.7,0,0
Mario West,2010,-0.1,0.1,9.1,6.0,0.8,0.3,3.7,1.5,0,0
Jason Kapono,2010,-0.2,0.1,1.6,24.0,0.1,0.1,0.7,0.3,0,0
Trey Johnson,2010,-0.1,0.0,8.3,8.0,1.3,0.6,4.3,0.6,0,0
Danny Green,2010,0.0,0.1,13.2,8.0,0.0,0.6,5.1,1.5,0,0
Yao Ming,2010,0.1,0.1,19.8,5.0,3.2,1.4,10.2,4.0,0,0
Brian Scalabrine,2010,0.0,0.2,6.5,18.0,0.0,0.3,1.1,0.4,0,0
Byron Mullens,2010,-0.2,0.1,3.5,13.0,1.1,0.6,1.9,1.4,0,0
Etan Thomas,2010,0.0,0.1,15.1,13.0,1.2,0.4,2.5,1.3,0,0
Lester Hudson,2010,0.0,0.0,6.0,11.0,0.4,0.6,1.6,0.4,0,0
Theo Ratliff,2010,0.0,0.1,4.4,10.0,0.2,0.3,0.2,0.7,0,0
Darius Songaila,2010,-0.1,0.1,1.2,10.0,0.4,0.4,1.6,0.8,0,0
Kyle Weaver,2010,0.0,0.0,11.3,5.0,1.6,1.4,5.6,1.6,0,0
Joe Smith,2010,-0.1,0.1,-0.1,16.0,0.1,0.3,0.5,1.1,0,0
Renaldo Balkman,2010,0.0,0.1,9.3,8.0,0.5,0.1,2.0,0.6,0,0
Jerry Stackhouse,2010,-0.1,0.1,6.0,7.0,1.0,0.3,1.7,0.9,0,0
DeMarre Carroll,2010,0.0,0.0,8.7,12.0,0.2,0.0,0.8,0.5,0,0
Fabricio Oberto,2010,-0.1,0.0,0.8,5.0,0.4,0.6,1.4,0.8,0,0
Pops Mensah-Bonsu,2010,-0.1,0.0,-0.1,7.0,0.0,0.3,0.3,1.1,0,0
Antonio Daniels,2010,0.0,0.0,6.7,4.0,0.5,0.3,1.5,1.3,0,0
Antoine Wright,2010,-0.1,0.0,-4.8,7.0,0.0,0.1,0.3,0.1,0,0
Maurice Ager,2010,0.0,0.0,10.1,4.0,0.0,1.0,3.8,0.5,0,0
Morris Peterson,2010,0.0,0.0,1.7,4.0,0.0,0.0,1.0,0.8,0,0
Marcus Banks,2010,0.0,0.0,6.8,3.0,2.7,0.7,2.0,0.3,0,0
Mike Harris,2010,0.0,0.0,17.9,4.0,1.0,0.3,2.0,0.8,0,0
Bobby Simmons,2010,0.0,0.0,-5.5,2.0,0.0,0.0,0.0,0.0,0,0
Ronald Dupree,2010,0.0,0.0,0.5,3.0,0.0,0.0,0.7,1.0,0,0
John Lucas III,2010,0.0,0.0,-0.1,2.0,1.0,0.0,1.0,0.0,0,0
Brian Skinner,2010,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0
Orien Greene,2010,0.0,0.0,33.0,3.0,0.7,0.0,1.0,0.0,0,0
Kevin Durant,2011,5.8,3.7,26.2,66.0,7.6,3.8,28.0,7.4,1,1
Pau Gasol,2011,3.3,3.1,20.4,65.0,4.0,2.2,17.4,7.6,0,0
Rudy Gay,2011,2.4,3.3,17.8,65.0,4.0,2.5,19.0,4.4,0,0
Blake Griffin,2011,3.4,2.6,23.4,66.0,7.1,2.3,20.7,7.6,1,2
John Wall,2011,1.6,1.9,17.7,66.0,6.1,3.9,16.3,3.8,0,0
Marc Gasol,2011,3.1,4.0,18.4,65.0,4.9,1.9,14.6,7.1,0,0
Brandon Jennings,2011,2.8,1.8,18.4,66.0,3.6,2.2,19.1,2.7,0,0
Russell Westbrook,2011,3.0,2.4,22.9,66.0,6.3,3.6,23.6,3.1,1,2
Josh Smith,2011,3.3,4.9,21.1,66.0,4.9,2.5,18.8,7.5,0,0
LeBron James,2011,7.6,4.5,30.7,62.0,8.1,3.4,27.1,6.4,1,1
Kobe Bryant,2011,2.9,2.0,21.9,58.0,7.8,3.5,27.9,4.3,1,1
Wesley Matthews,2011,1.3,1.4,14.1,66.0,2.6,1.1,13.7,2.5,0,0
Andre Iguodala,2011,3.3,4.2,17.6,62.0,3.2,1.9,12.4,5.2,0,0
DeMar DeRozan,2011,-0.4,1.4,12.8,63.0,5.3,2.0,16.7,2.7,0,0
Jrue Holiday,2011,1.3,3.3,14.7,65.0,1.8,2.1,13.5,2.4,0,0
Jeff Teague,2011,1.8,3.0,15.8,66.0,2.8,2.0,12.6,2.1,0,0
Chris Paul,2011,6.1,2.3,27.0,60.0,5.0,2.1,19.8,2.9,1,1
Mike Conley,2011,2.4,2.8,16.8,62.0,2.5,2.0,12.7,2.2,0,0
Tyreke Evans,2011,0.8,0.6,16.4,63.0,4.1,2.7,16.5,3.6,0,0
Kris Humphries,2011,0.6,1.7,17.9,62.0,4.5,1.9,13.8,7.2,0,0
Antawn Jamison,2011,0.9,1.0,16.1,65.0,4.2,1.4,17.2,4.4,0,0
Kevin Love,2011,3.9,2.3,25.4,55.0,8.4,2.3,26.0,9.2,1,2
Luol Deng,2011,2.0,3.6,14.1,54.0,3.1,1.8,15.3,5.1,0,0
Joe Johnson,2011,2.2,2.1,18.4,60.0,3.1,1.9,18.8,2.8,0,0
Ty Lawson,2011,2.8,1.2,19.4,61.0,3.5,2.4,16.4,2.8,0,0
David Lee,2011,0.9,1.2,19.7,57.0,4.9,2.6,20.1,6.6,0,0
Monta Ellis,2011,0.9,0.9,17.5,58.0,4.7,3.1,20.4,3.1,0,0
Marcin Gortat,2011,2.3,2.7,21.2,66.0,3.8,1.4,15.4,7.2,0,0
Andrew Bynum,2011,2.6,3.3,22.9,60.0,5.6,2.5,18.7,8.6,1,2
Paul Millsap,2011,3.1,2.9,21.8,64.0,4.0,1.8,16.6,6.0,0,0
Tayshaun Prince,2011,0.3,0.9,12.8,63.0,1.8,1.2,12.7,3.3,0,0
Arron Afflalo,2011,1.1,0.6,14.7,62.0,4.0,1.4,15.2,2.5,0,0
Greg Monroe,2011,2.6,2.7,22.0,66.0,4.1,2.4,15.4,6.0,0,0
Dirk Nowitzki,2011,3.0,2.6,21.7,62.0,5.7,1.9,21.6,6.0,1,3
Gerald Wallace,2011,1.6,1.8,15.9,58.0,3.9,1.9,13.8,5.2,0,0
Al Jefferson,2011,3.0,2.5,22.8,61.0,2.9,1.0,19.2,7.4,0,0
Paul Pierce,2011,3.2,3.7,19.6,61.0,5.6,2.8,19.4,4.6,0,0
Dwight Howard,2011,3.3,4.4,24.2,54.0,10.6,3.2,20.6,10.8,1,1
Luis Scola,2011,0.0,1.6,15.4,66.0,3.0,2.3,15.5,4.6,0,0
Danny Granger,2011,2.5,2.2,18.6,62.0,4.7,1.8,18.7,3.7,0,0
Tyson Chandler,2011,2.2,3.6,18.7,62.0,5.1,1.6,11.3,6.5,1,3
Jared Dudley,2011,1.7,1.1,15.4,65.0,2.5,1.1,12.7,3.2,0,0
Gordon Hayward,2011,1.8,1.0,15.5,66.0,3.5,1.7,11.8,2.6,0,0
Chris Bosh,2011,1.4,3.3,18.9,57.0,4.9,2.1,18.0,6.3,0,0
Jason Terry,2011,1.7,1.8,15.7,63.0,1.8,2.0,15.1,2.1,0,0
Deron Williams,2011,2.2,0.4,20.3,55.0,5.5,4.0,21.0,2.9,0,0
LaMarcus Aldridge,2011,2.5,1.6,22.7,55.0,5.0,2.0,21.7,5.3,0,0
Marco Belinelli,2011,0.4,1.0,11.9,66.0,2.0,1.0,11.8,2.3,0,0
Ryan Anderson,2011,3.0,1.9,21.2,61.0,2.8,0.9,16.1,4.0,0,0
Steve Nash,2011,2.7,0.6,20.3,62.0,2.3,3.7,12.5,2.6,0,0
Paul George,2011,2.7,3.2,16.5,66.0,2.8,1.8,12.1,4.8,0,0
Rajon Rondo,2011,2.1,3.4,17.5,53.0,3.4,3.6,11.9,3.7,1,3
DeMarcus Cousins,2011,0.6,2.2,21.7,64.0,5.8,2.7,18.1,6.8,0,0
Carlos Boozer,2011,2.3,4.3,19.7,66.0,2.1,1.7,15.0,6.8,0,0
James Harden,2011,3.1,1.8,21.1,62.0,6.0,2.2,16.8,3.6,0,0
Joakim Noah,2011,2.8,4.2,19.6,64.0,3.2,1.4,10.2,6.0,0,0
Roy Hibbert,2011,1.7,3.0,19.3,65.0,3.7,2.0,12.8,5.5,0,0
David West,2011,1.8,2.5,17.8,66.0,2.7,1.4,12.8,4.8,0,0
Tony Parker,2011,2.3,1.6,22.0,60.0,4.7,2.6,18.3,2.5,1,2
Shawn Marion,2011,1.2,2.7,15.0,63.0,1.5,1.6,10.6,5.1,0,0
Raymond Felton,2011,0.2,1.0,13.4,60.0,2.1,2.8,11.4,2.0,0,0
Landry Fields,2011,1.0,2.6,12.0,66.0,2.1,1.5,8.8,3.3,0,0
Darren Collison,2011,0.9,1.5,13.6,60.0,2.6,1.9,10.4,2.6,0,0
Carmelo Anthony,2011,2.7,2.6,21.1,55.0,6.7,2.6,22.6,4.7,1,3
Caron Butler,2011,0.0,1.1,11.7,63.0,1.7,1.2,12.0,3.0,0,0
Brandon Bass,2011,0.5,3.2,14.1,59.0,2.8,1.1,12.5,4.6,0,0
Kevin Garnett,2011,2.9,4.3,20.4,60.0,3.2,1.8,15.8,7.1,0,0
Gerald Henderson,2011,-0.3,0.2,14.0,55.0,3.7,1.8,15.1,2.9,0,0
Alonzo Gee,2011,0.3,1.2,13.2,63.0,3.4,1.8,10.6,3.5,0,0
Mario Chalmers,2011,1.1,2.8,12.9,64.0,1.6,2.2,9.8,2.4,0,0
Andre Miller,2011,0.7,1.0,14.8,66.0,2.6,2.7,9.7,2.5,0,0
José Calderón,2011,1.7,1.2,16.7,53.0,1.3,2.0,10.5,2.7,0,0
DeAndre Jordan,2011,0.9,2.4,16.4,66.0,2.1,1.1,7.4,5.2,0,0
Serge Ibaka,2011,1.9,3.2,19.0,66.0,1.8,1.2,9.1,4.6,0,0
Nicolas Batum,2011,2.0,1.4,17.3,59.0,2.7,1.5,13.9,3.2,0,0
Marcus Thornton,2011,1.4,0.1,17.4,51.0,3.2,1.6,18.7,2.0,0,0
O.J. Mayo,2011,1.3,2.2,14.7,66.0,2.6,1.9,12.6,2.7,0,0
JJ Redick,2011,1.3,1.0,15.1,65.0,2.4,1.0,11.6,2.0,0,0
Al Harrington,2011,0.7,1.6,15.3,64.0,2.8,1.8,14.2,5.0,0,0
Courtney Lee,2011,0.9,1.4,12.6,58.0,1.5,1.1,11.4,2.3,0,0
Thaddeus Young,2011,1.8,2.9,18.9,63.0,2.3,0.9,12.8,3.0,0,0
Jordan Crawford,2011,0.1,0.7,14.5,64.0,3.2,2.2,14.7,1.9,0,0
Goran Dragić,2011,1.7,1.5,18.0,66.0,2.9,2.4,11.7,1.7,0,0
Luke Ridnour,2011,0.7,0.9,13.6,53.0,2.2,1.8,12.1,2.3,0,0
Richard Jefferson,2011,0.6,1.2,11.1,63.0,1.3,0.8,9.2,3.1,0,0
Kendrick Perkins,2011,0.0,2.1,8.7,65.0,1.7,1.8,5.1,4.7,0,0
Devin Harris,2011,1.2,0.8,16.0,63.0,3.3,1.9,11.3,1.6,0,0
Elton Brand,2011,1.6,3.6,18.0,60.0,1.9,1.1,11.0,4.7,0,0
Nick Young,2011,-0.2,0.6,12.9,62.0,2.7,1.3,14.2,1.6,0,0
Metta World Peace,2011,0.6,1.7,11.0,64.0,1.8,1.1,7.7,2.3,0,0
Brandon Rush,2011,1.6,0.6,15.2,65.0,1.3,1.0,9.8,3.4,0,0
Evan Turner,2011,0.3,3.0,12.6,65.0,1.7,1.6,9.4,5.4,0,0
Ramon Sessions,2011,0.7,0.8,16.7,64.0,3.9,2.2,11.3,2.8,0,0
Greivis Vásquez,2011,0.4,1.3,14.2,66.0,1.8,2.2,8.9,2.3,0,0
Jameer Nelson,2011,0.8,1.2,14.6,57.0,1.5,2.4,11.9,2.7,0,0
Randy Foye,2011,0.9,0.8,13.5,65.0,1.3,1.1,11.0,1.7,0,0
Lou Williams,2011,2.5,2.2,20.2,64.0,4.6,1.1,14.9,2.0,0,0
Channing Frye,2011,1.2,1.9,14.9,64.0,1.3,1.0,10.5,4.8,0,0
Jason Thompson,2011,0.5,0.8,16.4,64.0,2.8,1.1,9.1,4.3,0,0
Ersan İlyasova,2011,1.6,2.0,20.5,60.0,3.1,1.3,13.0,5.6,0,0
Hedo Türkoğlu,2011,0.5,1.5,11.7,53.0,1.8,2.7,10.9,3.3,0,0
Dorell Wright,2011,1.2,0.8,15.0,61.0,1.6,0.8,10.3,3.6,0,0
Jodie Meeks,2011,0.5,2.0,11.5,66.0,1.3,0.4,8.4,2.2,0,0
Rodney Stuckey,2011,1.1,0.7,17.6,55.0,5.8,1.9,14.8,1.9,0,0
Zaza Pachulia,2011,0.5,2.8,14.0,58.0,2.7,1.4,7.8,5.2,0,0
Anthony Morrow,2011,0.0,0.0,13.1,62.0,1.7,1.1,12.0,1.5,0,0
Ronnie Brewer,2011,1.1,2.9,12.3,66.0,1.5,0.9,6.9,2.4,0,0
Tim Duncan,2011,2.2,2.9,22.5,58.0,4.3,1.7,15.4,7.1,0,0
Dwyane Wade,2011,4.0,2.9,26.3,49.0,6.1,2.6,22.1,3.3,1,3
Jamal Crawford,2011,0.7,0.7,15.7,60.0,3.4,1.9,14.0,1.7,0,0
Jason Richardson,2011,1.1,1.6,13.3,54.0,1.3,1.1,11.6,2.9,0,0
Udonis Haslem,2011,-0.2,2.8,10.9,64.0,1.6,0.9,6.0,5.5,0,0
Ray Allen,2011,1.6,2.2,14.8,46.0,2.3,1.5,14.2,2.8,0,0
James Johnson,2011,1.3,2.5,14.5,62.0,1.9,1.6,9.1,3.5,0,0
Amir Johnson,2011,0.6,2.0,14.4,64.0,1.3,1.5,7.1,4.0,0,0
Amar'e Stoudemire,2011,0.7,2.3,17.7,47.0,5.2,2.4,17.5,5.6,0,0
Vince Carter,2011,0.8,1.8,13.6,61.0,1.9,1.4,10.1,2.8,0,0
Carlos Delfino,2011,0.8,1.6,11.7,54.0,0.9,1.2,9.0,3.5,0,0
JaVale McGee,2011,0.8,2.2,19.9,61.0,2.7,1.4,11.3,5.1,0,0
Ed Davis,2011,0.7,2.3,14.2,66.0,1.6,1.0,6.3,4.6,0,0
Jarrett Jack,2011,1.4,0.9,17.9,45.0,3.3,2.4,15.6,3.4,0,0
Tony Allen,2011,1.4,2.5,15.7,58.0,3.0,1.6,9.8,2.3,0,0
Danny Green,2011,1.9,2.0,15.5,66.0,1.5,1.0,9.1,2.6,0,0
Kyle Lowry,2011,2.3,1.6,18.8,47.0,4.2,2.8,14.3,3.7,0,0
Derek Fisher,2011,-0.5,1.1,8.0,63.0,1.1,1.2,5.6,1.7,0,0
Marvin Williams,2011,1.2,2.1,15.8,57.0,2.6,0.7,10.2,3.8,0,0
Shane Battier,2011,1.1,2.1,9.7,65.0,0.6,0.6,4.8,1.5,0,0
Patrick Patterson,2011,-0.3,1.1,11.5,64.0,0.9,0.8,7.7,2.7,0,0
Al-Farouq Aminu,2011,-0.1,1.8,10.6,66.0,1.7,1.4,6.0,3.2,0,0
Mo Williams,2011,0.8,0.7,15.0,52.0,1.5,1.7,13.2,1.5,0,0
Wesley Johnson,2011,0.0,1.0,8.0,65.0,0.5,0.9,6.0,2.4,0,0
Kyle Korver,2011,1.6,2.1,13.6,65.0,1.0,0.8,8.1,2.0,0,0
Drew Gooden,2011,1.1,1.5,18.8,56.0,3.7,1.9,13.7,4.2,0,0
Jonas Jerebko,2011,0.2,1.3,14.2,64.0,1.9,1.0,8.7,3.3,0,0
Jason Maxiell,2011,-0.5,1.3,11.7,65.0,1.6,1.1,6.5,3.2,0,0
Byron Mullens,2011,-1.0,0.6,13.0,65.0,1.7,1.1,9.3,3.6,0,0
Samuel Dalembert,2011,0.7,2.3,16.9,65.0,1.7,1.3,7.5,4.6,0,0
Mike Dunleavy,2011,1.3,0.9,16.6,55.0,2.6,1.1,12.3,3.2,0,0
Derrick Brown,2011,0.2,0.3,14.7,65.0,2.2,0.8,8.1,2.2,0,0
Tyler Hansbrough,2011,0.1,1.7,14.7,66.0,4.2,1.0,9.3,2.7,0,0
Matt Barnes,2011,1.3,1.8,15.5,63.0,2.0,1.2,7.8,3.9,0,0
Glen Davis,2011,-0.4,1.7,13.2,61.0,2.7,1.2,9.3,3.7,0,0
Boris Diaw,2011,0.1,0.8,11.2,57.0,0.6,2.0,6.4,3.7,0,0
D.J. Augustin,2011,-0.2,-0.2,14.1,48.0,2.5,2.3,11.1,1.8,0,0
Shannon Brown,2011,0.3,0.8,13.6,59.0,1.7,1.1,11.0,2.0,0,0
Ben Gordon,2011,0.1,0.7,13.5,52.0,2.6,2.2,12.5,2.1,0,0
Leandro Barbosa,2011,0.3,1.2,14.0,64.0,1.9,1.5,11.1,1.5,0,0
Jason Kidd,2011,1.2,2.1,13.1,48.0,0.6,1.9,6.2,3.8,0,0
Grant Hill,2011,0.4,0.9,12.3,49.0,2.2,1.3,10.2,2.9,0,0
Derrick Favors,2011,0.3,1.6,17.1,65.0,3.0,1.6,8.8,4.1,0,0
Derrick Rose,2011,2.9,2.0,23.0,39.0,6.1,3.1,21.8,2.7,0,0
Chris Kaman,2011,0.2,1.9,15.3,47.0,2.3,2.7,13.1,5.9,0,0
Avery Bradley,2011,0.1,1.9,11.3,64.0,1.2,1.2,7.6,1.3,0,0
DeJuan Blair,2011,0.6,1.8,17.6,64.0,1.9,1.4,9.5,3.1,0,0
Marcus Camby,2011,1.4,2.5,16.2,59.0,1.1,1.0,4.9,6.3,0,0
Danilo Gallinari,2011,1.3,1.0,16.5,43.0,4.9,1.6,14.6,4.0,0,0
Trevor Ariza,2011,1.1,1.7,14.2,41.0,2.5,1.9,10.8,4.2,0,0
Joel Anthony,2011,0.5,2.2,10.3,64.0,1.1,0.7,3.4,2.3,0,0
Marreese Speights,2011,-0.4,1.7,14.1,60.0,1.8,1.2,8.8,4.0,0,0
Omri Casspi,2011,-0.1,0.6,11.2,65.0,1.7,1.0,7.1,2.5,0,0
Matt Bonner,2011,1.5,1.2,13.2,65.0,0.3,0.2,6.6,2.8,0,0
Nick Collison,2011,0.7,1.2,12.1,63.0,1.0,1.0,4.5,2.5,0,0
Chase Budinger,2011,1.0,1.0,14.9,58.0,1.2,0.9,9.6,3.1,0,0
Ekpe Udoh,2011,0.2,1.2,12.5,61.0,1.9,0.9,5.6,2.5,0,0
Corey Brewer,2011,0.6,1.1,13.7,59.0,2.2,0.9,8.9,1.8,0,0
Taj Gibson,2011,0.9,2.6,16.9,63.0,2.1,1.0,7.7,3.1,0,0
Anthony Parker,2011,0.1,0.4,10.9,51.0,1.1,1.0,7.2,2.5,0,0
Shelden Williams,2011,-0.4,1.0,11.9,58.0,1.8,1.1,4.6,3.6,0,0
George Hill,2011,1.4,1.3,15.7,50.0,2.3,1.0,9.6,2.4,0,0
Nikola Peković,2011,1.0,0.9,21.4,47.0,4.0,1.9,13.9,3.5,0,0
Kevin Martin,2011,1.0,0.6,16.5,40.0,4.5,1.8,17.1,2.3,0,0
Trevor Booker,2011,0.4,1.4,15.4,50.0,1.9,1.2,8.4,4.1,0,0
John Salmons,2011,-0.5,0.1,9.0,46.0,1.0,1.0,7.5,2.5,0,0
J.J. Hickson,2011,-0.1,0.8,14.9,54.0,2.5,1.3,8.4,3.7,0,0
