Player,Season,TS%,WS/48,VORP,PTS,TRB,AST,STL,BLK,AllNBA
Robert Swift,2008,0.551,0.104,0.0,3.3,3.4,0.3,0.2,0.7,0
Nazr Mohammed,2008,0.438,0.004,-0.4,2.7,2.0,0.2,0.1,0.4,0
Paul Davis,2008,0.474,0.037,-0.2,4.0,2.5,0.4,0.4,0.1,0
Eduardo Nájera,2008,0.472,0.01,-0.2,2.9,2.5,0.7,0.4,0.1,0
Corey Brewer,2008,0.473,0.052,0.0,6.2,3.3,1.7,1.0,0.2,0
Etan Thomas,2008,0.525,0.018,-0.2,3.1,2.5,0.2,0.1,0.7,0
Sean Singletary,2008,0.478,0.006,-0.2,2.4,0.9,0.8,0.3,0.0,0
Sean May,2008,0.435,-0.045,-0.4,3.9,2.9,0.4,0.2,0.2,0
Quincy Douby,2008,0.486,0.008,-0.1,4.3,1.2,0.9,0.2,0.2,0
Darius Miles,2008,0.533,0.077,0.2,3.5,1.7,0.5,0.3,0.6,0
Jacque Vaughn,2008,0.392,0.02,-0.3,2.2,0.7,1.8,0.2,0.0,0
Pops Mensah-Bonsu,2008,0.447,0.058,-0.3,5.0,5.1,0.3,0.4,0.2,0
Alando Tucker,2008,0.509,0.039,-0.2,4.6,1.0,0.4,0.2,0.0,0
Josh McRoberts,2008,0.451,0.073,0.0,2.4,2.2,0.5,0.4,0.5,0
Tarence Kinsey,2008,0.595,0.105,-0.1,2.0,0.8,0.2,0.2,0.0,0
Oleksiy Pecherov,2008,0.51,0.08,-0.2,3.6,2.4,0.1,0.2,0.1,0
Anthony Roberson,2008,0.487,0.041,0.0,4.1,0.8,0.7,0.3,0.0,0
Mario West,2008,0.456,0.08,0.1,0.8,1.1,0.4,0.3,0.1,0
Cartier Martin,2008,0.489,0.07,-0.1,2.6,1.0,0.4,0.2,0.1,0
Lindsey Hunter,2008,0.433,-0.003,0.0,2.6,0.4,1.3,0.7,0.0,0
Kris Humphries,2008,0.513,0.125,0.0,3.9,2.4,0.3,0.3,0.2,0
Dee Brown,2008,0.449,-0.018,-0.2,2.4,1.5,1.9,0.5,0.0,0
Morris Almond,2008,0.498,0.01,-0.3,3.7,1.4,0.3,0.2,0.2,0
Patrick O'Bryant,2008,0.544,0.056,-0.2,2.6,1.7,0.3,0.2,0.5,0
Jake Voskuhl,2008,0.342,-0.064,-0.5,0.9,1.6,0.2,0.1,0.1,0
Shaun Livingston,2008,0.551,0.074,0.0,5.9,2.3,1.7,0.6,0.2,0
Ryan Bowen,2008,0.585,0.125,0.1,2.2,1.1,0.4,0.7,0.2,0
Maceo Baston,2008,0.579,0.105,-0.1,2.5,1.9,0.3,0.2,0.4,0
Henry Walker,2008,0.646,0.117,-0.1,3.0,1.0,0.4,0.2,0.1,0
Ike Diogu,2008,0.611,0.158,0.1,4.1,1.9,0.1,0.1,0.1,0
Anthony Tolliver,2008,0.375,0.01,-0.1,2.7,2.2,0.9,0.3,0.1,0
Mark Blount,2008,0.472,-0.024,-0.2,4.0,2.1,0.2,0.1,0.4,0
Marcus Banks,2008,0.431,-0.008,-0.1,2.5,0.8,1.3,0.5,0.1,0
Jarron Collins,2008,0.502,0.047,-0.2,1.5,1.4,0.3,0.1,0.0,0
Kareem Rush,2008,0.452,-0.003,-0.1,2.2,0.6,0.6,0.2,0.0,0
Alex Acker,2008,0.448,-0.011,-0.1,2.9,1.0,0.5,0.2,0.2,0
Donyell Marshall,2008,0.621,0.201,0.4,3.8,1.6,0.6,0.2,0.2,0
Stromile Swift,2008,0.46,-0.033,-0.4,3.3,2.4,0.2,0.2,0.4,0
Alexis Ajinça,2008,0.43,-0.018,-0.3,2.3,1.0,0.1,0.2,0.2,0
D.J. Mbenga,2008,0.504,0.091,0.1,2.7,1.3,0.4,0.4,1.0,0
Brendan Haywood,2008,0.49,0.041,0.0,9.7,7.3,1.3,0.7,2.5,0
DeMarcus Nelson,2008,0.44,-0.071,-0.2,4.1,1.8,1.0,0.7,0.2,0
Brian Cook,2008,0.47,-0.001,-0.2,2.5,1.1,0.2,0.1,0.1,0
Shawne Williams,2008,0.345,-0.012,-0.2,2.8,3.1,0.1,0.1,0.6,0
Jerry Stackhouse,2008,0.333,-0.11,-0.2,4.2,1.7,1.2,0.4,0.1,0
Kyrylo Fesenko,2008,0.542,0.095,-0.1,2.3,1.8,0.2,0.3,0.7,0
Malik Hairston,2008,0.48,0.045,0.0,3.3,1.9,0.9,0.4,0.5,0
D.J. White,2008,0.556,0.157,0.1,8.9,4.6,0.9,0.4,0.7,0
Lorenzen Wright,2008,0.377,-0.022,-0.1,1.4,1.5,0.2,0.2,0.3,0
Hamed Haddadi,2008,0.543,0.142,0.1,2.5,2.5,0.4,0.1,0.6,0
Mark Madsen,2008,0.19,-0.061,-0.2,0.3,0.9,0.2,0.1,0.1,0
Jermareo Davidson,2008,0.494,0.036,-0.1,3.0,2.4,0.1,0.1,0.2,0
Damon Jones,2008,0.485,-0.007,-0.1,1.8,0.3,0.4,0.2,0.0,0
Chris Mihm,2008,0.418,0.026,-0.1,2.0,1.9,0.6,0.1,0.3,0
Austin Croshere,2008,0.452,0.052,0.0,2.9,2.4,0.6,0.1,0.1,0
Thomas Gardner,2008,0.318,-0.12,-0.2,1.5,0.4,0.1,0.3,0.1,0
Maurice Ager,2008,0.365,-0.133,-0.2,1.7,0.5,0.2,0.1,0.1,0
Dikembe Mutombo,2008,0.472,0.088,0.0,1.8,3.7,0.0,0.0,1.2,0
Jeremy Richardson,2008,0.358,-0.107,-0.2,3.1,1.2,0.3,0.0,0.0,0
Othello Hunter,2008,0.495,0.092,0.0,1.4,1.5,0.1,0.1,0.3,0
Randolph Morris,2008,0.48,-0.013,-0.2,0.8,0.9,0.1,0.1,0.0,0
Dontell Jefferson,2008,0.559,0.089,0.0,4.8,2.0,1.5,0.7,0.2,0
Cedric Simmons,2008,0.453,0.022,0.0,1.6,0.9,0.1,0.1,0.2,0
Cheikh Samb,2008,0.214,-0.144,-0.2,0.8,1.3,0.1,0.2,0.6,0
Dorell Wright,2008,0.398,-0.086,-0.1,3.0,3.3,0.3,0.3,0.0,0
Gilbert Arenas,2008,0.433,0.115,0.0,13.0,4.5,10.0,0.0,0.5,0
Kenny Thomas,2008,0.375,0.056,0.0,0.8,1.9,0.1,0.8,0.1,0
Adonal Foyle,2008,0.623,0.212,0.1,1.7,2.6,0.1,0.0,0.8,0
Calvin Booth,2008,0.592,0.106,0.0,2.0,1.4,0.0,0.1,0.3,0
Sonny Weems,2008,0.333,-0.255,-0.2,1.6,0.3,0.3,0.1,0.0,0
Linton Johnson,2008,0.409,-0.004,-0.1,0.9,0.8,0.2,0.1,0.0,0
Marcus Williams,2008,0.305,-0.127,-0.1,2.0,0.0,0.0,0.0,0.0,0
Desmon Farmer,2008,0.437,-0.071,-0.1,4.3,2.0,0.7,0.0,0.0,0
Hassan Adams,2008,0.352,-0.144,-0.1,0.9,0.6,0.1,0.1,0.1,0
Dwayne Jones,2008,0.622,0.051,0.0,2.0,2.0,0.0,0.0,0.2,0
Eddie Gill,2008,0.778,0.155,0.0,2.3,0.7,1.8,0.5,0.2,0
Andre Brown,2008,0.254,-0.122,-0.1,1.0,3.0,0.3,0.3,0.0,0
Shavlik Randolph,2008,0.61,0.041,0.0,1.8,1.8,0.0,0.0,0.1,0
Michael Ruffin,2008,0.381,0.08,0.0,0.5,1.0,0.0,0.3,0.1,0
Mouhamed Sene,2008,0.746,0.274,0.1,3.3,2.3,0.0,0.2,0.5,0
Sun Yue,2008,0.273,-0.226,-0.1,0.6,0.0,0.2,0.1,0.1,0
Joe Crawford,2008,0.414,0.037,0.0,4.5,2.0,0.5,0.5,0.0,0
Jawad Williams,2008,0.5,0.045,0.0,1.2,0.2,0.0,0.1,0.0,0
Walter Sharpe,2008,0.337,-0.131,0.0,1.0,0.4,0.0,0.0,0.3,0
Nathan Jawai,2008,0.25,-0.233,-0.1,0.3,0.3,0.0,0.0,0.0,0
Blake Ahearn,2008,0.581,0.149,0.0,2.7,0.3,0.7,0.3,0.0,0
Speedy Claxton,2008,0.317,-0.083,0.0,2.5,0.0,1.5,0.0,0.0,0
Trey Johnson,2008,0.296,-0.205,-0.1,1.0,0.3,0.0,0.0,0.0,0
Demetris Nichols,2008,0.354,-0.108,0.0,1.8,0.5,0.3,0.0,0.3,0
Courtney Sims,2008,0.5,-0.013,0.0,3.0,2.0,0.0,0.0,0.0,0
Eddy Curry,2008,0.753,-0.064,0.0,1.7,1.3,0.0,0.0,0.0,0
James White,2008,0.7,-0.066,0.0,1.8,0.0,0.3,0.3,0.3,0
Jerome James,2008,0.375,-0.162,0.0,3.0,1.5,0.0,0.5,0.5,0
J.R. Giddens,2008,0.667,0.201,0.0,0.7,0.5,0.0,0.2,0.0,0
Joey Dorsey,2008,0.5,0.156,0.0,0.7,0.3,0.3,0.0,0.0,0
Martell Webster,2008,0.0,-0.204,0.0,0.0,0.0,0.0,0.0,0.0,0
Steven Hill,2008,1.0,0.873,0.0,2.0,3.0,0.0,0.0,0.0,0
Kevin Durant,2009,0.607,0.238,7.5,30.1,7.6,2.8,1.4,1.0,1
Andre Iguodala,2009,0.535,0.101,3.5,17.1,6.5,5.8,1.7,0.7,0
Rudy Gay,2009,0.535,0.096,2.0,19.6,5.9,1.9,1.5,0.8,0
Stephen Jackson,2009,0.518,0.077,1.9,20.6,5.0,3.7,1.6,0.5,0
Gerald Wallace,2009,0.586,0.177,3.7,18.2,10.0,2.1,1.5,1.1,0
O.J. Mayo,2009,0.551,0.087,1.6,17.5,3.8,3.0,1.2,0.2,0
Zach Randolph,2009,0.546,0.153,2.5,20.8,11.7,1.8,1.0,0.4,0
Jeff Green,2009,0.53,0.105,1.7,15.1,6.0,1.6,1.3,0.9,0
Dirk Nowitzki,2009,0.578,0.194,4.7,25.0,7.7,2.7,0.9,1.0,2
Brook Lopez,2009,0.57,0.125,2.5,18.8,8.6,2.3,0.7,1.7,0
David Lee,2009,0.584,0.163,3.5,20.2,11.7,3.6,1.0,0.5,0
LeBron James,2009,0.604,0.299,10.3,29.7,7.3,8.6,1.6,1.0,1
Rajon Rondo,2009,0.54,0.156,4.2,13.7,4.4,9.8,2.3,0.1,0
David West,2009,0.56,0.122,2.1,19.0,7.5,3.0,0.9,0.7,0
LaMarcus Aldridge,2009,0.535,0.145,2.3,17.9,8.0,2.1,0.9,0.6,0
Aaron Brooks,2009,0.549,0.091,1.9,19.6,2.6,5.3,0.8,0.2,0
Boris Diaw,2009,0.552,0.103,2.0,11.3,5.2,4.0,0.7,0.7,0
Stephen Curry,2009,0.568,0.077,2.0,17.5,4.5,5.9,1.9,0.2,0
Joe Johnson,2009,0.538,0.14,3.4,21.3,4.6,4.9,1.1,0.1,3
Jason Kidd,2009,0.577,0.148,4.5,10.3,5.6,9.1,1.8,0.4,0
Josh Smith,2009,0.536,0.155,5.1,15.7,8.7,4.2,1.6,2.1,0
Derrick Rose,2009,0.532,0.1,2.7,20.8,3.8,6.0,0.7,0.3,0
Al Horford,2009,0.594,0.183,3.1,14.2,9.9,2.3,0.7,1.1,0
Dwight Howard,2009,0.63,0.223,4.6,18.3,13.2,1.8,0.9,2.8,1
Amar'e Stoudemire,2009,0.615,0.181,2.2,23.1,8.9,1.0,0.6,1.0,2
Kobe Bryant,2009,0.545,0.16,4.4,27.0,5.4,5.0,1.5,0.3,1
John Salmons,2009,0.553,0.121,2.5,15.4,3.3,2.8,1.2,0.3,0
Ray Allen,2009,0.601,0.135,2.3,16.3,3.2,2.6,0.8,0.3,0
Russell Westbrook,2009,0.491,0.105,2.3,16.1,4.9,8.0,1.3,0.4,0
Deron Williams,2009,0.574,0.177,4.1,18.7,4.0,10.5,1.3,0.2,2
Andrea Bargnani,2009,0.552,0.072,0.9,17.2,6.2,1.2,0.3,1.4,0
Dwyane Wade,2009,0.562,0.224,7.9,26.6,4.8,6.5,1.8,1.1,1
Caron Butler,2009,0.507,0.061,0.5,16.3,6.2,2.1,1.6,0.3,0
Nenê,2009,0.631,0.188,3.6,13.8,7.6,2.5,1.4,1.0,0
Danilo Gallinari,2009,0.575,0.098,1.7,15.1,4.9,1.7,0.9,0.7,0
Rasual Butler,2009,0.524,0.048,0.1,11.9,2.9,1.4,0.4,0.8,0
Tyreke Evans,2009,0.529,0.097,2.2,20.1,5.3,5.8,1.5,0.4,0
Carlos Boozer,2009,0.599,0.178,3.7,19.5,11.2,3.2,1.1,0.5,0
Brandon Jennings,2009,0.475,0.075,1.8,15.5,3.4,5.7,1.3,0.2,0
Luis Scola,2009,0.55,0.114,1.1,16.2,8.6,2.1,0.8,0.3,0
Steve Nash,2009,0.615,0.178,4.2,16.5,3.3,11.0,0.5,0.1,2
Luol Deng,2009,0.531,0.106,2.0,17.6,7.3,2.0,0.9,0.9,0
Monta Ellis,2009,0.517,0.023,0.4,25.5,4.0,5.3,2.2,0.4,0
Raymond Felton,2009,0.525,0.118,2.3,12.1,3.6,5.6,1.5,0.3,0
Carmelo Anthony,2009,0.548,0.145,2.9,28.2,6.6,3.2,1.3,0.4,2
Trevor Ariza,2009,0.488,0.058,1.7,14.9,5.6,3.8,1.8,0.6,0
Chris Kaman,2009,0.527,0.044,-0.3,18.5,9.3,1.6,0.5,1.2,0
Metta World Peace,2009,0.514,0.098,1.6,11.0,4.3,3.0,1.4,0.3,0
Lamar Odom,2009,0.533,0.143,2.9,10.8,9.8,3.3,0.9,0.7,0
Mike Conley,2009,0.526,0.074,0.9,12.0,2.4,5.3,1.4,0.2,0
Jason Terry,2009,0.552,0.123,2.2,16.6,1.8,3.8,1.2,0.2,0
Chris Bosh,2009,0.592,0.182,3.6,24.0,10.8,2.4,0.6,1.0,0
Baron Davis,2009,0.501,0.086,2.2,15.3,3.5,8.0,1.7,0.6,0
Richard Jefferson,2009,0.551,0.113,1.2,12.3,4.4,2.0,0.6,0.5,0
Andre Miller,2009,0.53,0.134,2.4,14.0,3.2,5.4,1.1,0.1,0
Rodney Stuckey,2009,0.479,0.052,1.0,16.6,3.8,4.8,1.4,0.2,0
Brandon Rush,2009,0.522,0.047,0.4,9.4,4.2,1.4,0.7,0.8,0
Chauncey Billups,2009,0.601,0.182,3.6,19.5,3.1,5.6,1.1,0.1,0
Jason Richardson,2009,0.574,0.128,2.3,15.7,5.1,1.8,0.8,0.4,0
Corey Brewer,2009,0.502,0.02,-0.1,13.0,3.4,2.4,1.4,0.4,0
Kirk Hinrich,2009,0.501,0.077,0.9,10.9,3.5,4.5,1.1,0.3,0
Beno Udrih,2009,0.566,0.107,1.5,12.9,2.8,4.7,1.1,0.1,0
Marc Gasol,2009,0.617,0.164,3.0,14.6,9.3,2.4,1.0,1.6,0
Carl Landry,2009,0.6,0.15,1.7,16.8,5.9,0.8,0.7,0.8,0
Marvin Williams,2009,0.54,0.112,1.0,10.1,5.1,1.1,0.8,0.6,0
Al Jefferson,2009,0.524,0.09,1.5,17.1,9.3,1.8,0.8,1.3,0
Jamal Crawford,2009,0.573,0.143,2.7,18.0,2.5,3.0,0.8,0.2,0
Tim Duncan,2009,0.56,0.215,5.0,17.9,10.1,3.2,0.6,1.5,3
Grant Hill,2009,0.561,0.109,1.6,11.3,5.5,2.4,0.7,0.4,0
Brandon Roy,2009,0.568,0.18,4.1,21.5,4.4,4.7,0.9,0.2,3
Paul Pierce,2009,0.613,0.165,3.0,18.3,4.4,3.1,1.2,0.4,0
Antawn Jamison,2009,0.529,0.115,1.3,18.7,8.4,1.3,1.1,0.3,0
Pau Gasol,2009,0.593,0.22,4.2,18.3,11.3,3.4,0.6,1.7,3
Shawn Marion,2009,0.535,0.1,0.9,12.0,6.4,1.4,0.9,0.8,0
Courtney Lee,2009,0.525,0.063,0.4,12.5,3.5,1.7,1.3,0.3,0
Emeka Okafor,2009,0.547,0.111,0.4,10.4,9.0,0.7,0.7,1.5,0
Rashard Lewis,2009,0.573,0.132,2.3,14.1,4.4,1.5,1.1,0.4,0
Mo Williams,2009,0.58,0.136,2.3,15.8,3.0,5.3,1.0,0.3,0
Jason Thompson,2009,0.518,0.081,-0.2,12.5,8.5,1.7,0.5,1.0,0
Brendan Haywood,2009,0.588,0.137,1.1,9.1,9.3,0.6,0.3,2.1,0
Thabo Sefolosha,2009,0.509,0.082,1.3,6.0,4.7,1.8,1.2,0.6,0
Troy Murphy,2009,0.585,0.159,2.9,14.6,10.2,2.1,1.0,0.5,0
Jonny Flynn,2009,0.511,0.002,-0.5,13.5,2.4,4.4,1.0,0.0,0
Michael Beasley,2009,0.505,0.095,0.7,14.8,6.4,1.3,1.0,0.6,0
Earl Watson,2009,0.517,0.055,-0.2,7.8,3.0,5.1,1.3,0.2,0
Wilson Chandler,2009,0.534,0.057,0.0,15.3,5.4,2.1,0.7,0.8,0
Marcus Camby,2009,0.501,0.142,3.1,7.5,11.8,2.5,1.3,2.0,0
Vince Carter,2009,0.541,0.154,2.3,16.6,3.9,3.1,0.7,0.2,0
Elton Brand,2009,0.518,0.073,0.1,13.1,6.1,1.4,1.1,1.1,0
Anthony Parker,2009,0.576,0.103,1.0,7.3,2.9,1.9,0.8,0.2,0
Carlos Delfino,2009,0.526,0.101,2.0,11.0,5.3,2.7,1.1,0.3,0
Danny Granger,2009,0.564,0.131,2.9,24.1,5.5,2.8,1.5,0.8,0
Paul Millsap,2009,0.573,0.151,1.4,11.6,6.8,1.6,0.8,1.2,0
George Hill,2009,0.572,0.142,1.7,12.4,2.6,2.9,0.9,0.3,0
Hedo Türkoğlu,2009,0.54,0.071,1.4,11.3,4.6,4.1,0.7,0.4,0
Andray Blatche,2009,0.519,0.073,1.5,14.1,6.3,2.1,1.0,0.9,0
Jarrett Jack,2009,0.599,0.102,1.4,11.4,2.7,5.0,0.7,0.1,0
Jonas Jerebko,2009,0.545,0.095,0.4,9.3,6.0,0.7,1.0,0.4,0
Andrew Bogut,2009,0.54,0.161,2.8,15.9,10.2,1.8,0.6,2.5,3
Eric Gordon,2009,0.571,0.069,0.6,16.9,2.6,3.0,1.1,0.2,0
Derek Fisher,2009,0.499,0.085,0.2,7.5,2.1,2.5,1.1,0.1,0
Arron Afflalo,2009,0.576,0.092,0.9,8.8,3.1,1.7,0.6,0.4,0
Devin Harris,2009,0.512,0.057,0.7,16.9,3.2,6.6,1.2,0.3,0
Ryan Gomes,2009,0.528,0.052,0.1,10.9,4.6,1.6,0.8,0.2,0
Taj Gibson,2009,0.521,0.103,0.0,9.0,7.5,0.9,0.6,1.3,0
Mike Bibby,2009,0.538,0.104,1.0,9.1,2.3,3.9,0.8,0.0,0
Al Harrington,2009,0.546,0.077,0.6,17.7,5.6,1.5,0.9,0.4,0
Channing Frye,2009,0.598,0.141,2.6,11.2,5.3,1.4,0.8,0.9,0
Udonis Haslem,2009,0.538,0.132,0.2,9.9,8.1,0.7,0.4,0.3,0
Shane Battier,2009,0.541,0.095,1.9,8.0,4.7,2.4,0.8,1.1,0
Anderson Varejão,2009,0.598,0.179,1.8,8.6,7.6,1.1,0.9,0.9,0
Steve Blake,2009,0.539,0.074,0.8,7.3,2.3,4.8,0.7,0.1,0
Kendrick Perkins,2009,0.613,0.117,0.7,10.1,7.6,1.0,0.3,1.7,0
Manu Ginóbili,2009,0.584,0.216,4.7,16.5,3.8,4.9,1.4,0.3,0
Mehmet Okur,2009,0.561,0.126,1.4,13.5,7.1,1.6,0.5,1.1,0
Thaddeus Young,2009,0.523,0.047,0.1,13.8,5.2,1.4,1.2,0.2,0
Samuel Dalembert,2009,0.573,0.118,0.6,8.1,9.6,0.8,0.5,1.8,0
Darren Collison,2009,0.546,0.067,0.6,12.4,2.5,5.7,1.0,0.1,0
Matt Barnes,2009,0.576,0.135,1.7,8.8,5.5,1.7,0.7,0.4,0
Quentin Richardson,2009,0.572,0.133,1.7,8.9,4.9,1.2,0.9,0.2,0
J.R. Smith,2009,0.515,0.062,1.1,15.4,3.1,2.4,1.3,0.3,0
Corey Maggette,2009,0.615,0.144,1.2,19.8,5.3,2.5,0.7,0.1,0
Al Thornton,2009,0.523,0.05,-0.6,10.7,3.9,1.2,0.6,0.5,0
Chris Duhon,2009,0.501,0.045,-0.3,7.4,2.7,5.6,0.9,0.0,0
Kevin Garnett,2009,0.569,0.171,2.9,14.3,7.3,2.7,1.0,0.8,0
Roy Hibbert,2009,0.537,0.098,0.6,11.7,5.7,2.0,0.4,1.6,0
Wesley Matthews,2009,0.592,0.108,0.8,9.4,2.3,1.5,0.8,0.2,0
Anthony Morrow,2009,0.597,0.084,0.8,13.0,3.8,1.5,0.9,0.2,0
Martell Webster,2009,0.543,0.105,1.0,9.4,3.3,0.8,0.5,0.5,0
Jared Dudley,2009,0.612,0.129,2.1,8.2,3.4,1.4,1.0,0.2,0
Jermaine O'Neal,2009,0.563,0.135,1.0,13.6,6.9,1.3,0.4,1.4,0
Kenyon Martin,2009,0.481,0.079,0.6,11.5,9.4,1.9,1.2,1.1,0
Andrew Bynum,2009,0.608,0.188,1.8,15.0,8.3,1.0,0.5,1.4,0
Ben Wallace,2009,0.526,0.115,1.9,5.5,8.7,1.5,1.2,1.2,0
Brad Miller,2009,0.53,0.098,0.6,8.8,4.9,1.9,0.5,0.4,0
Peja Stojaković,2009,0.533,0.067,0.5,12.6,3.7,1.5,0.8,0.1,0
Omri Casspi,2009,0.529,0.063,0.4,10.3,4.5,1.2,0.7,0.2,0
Joakim Noah,2009,0.557,0.154,1.7,10.7,11.0,2.1,0.5,1.6,0
Lou Williams,2009,0.576,0.13,1.7,14.0,2.9,4.2,1.3,0.2,0
Spencer Hawes,2009,0.507,0.054,0.4,10.0,6.1,2.2,0.4,1.2,0
Ersan İlyasova,2009,0.526,0.146,1.1,10.4,6.4,1.0,0.7,0.3,0
Dahntay Jones,2009,0.527,0.045,-0.8,10.2,3.0,2.0,0.5,0.5,0
Marcus Thornton,2009,0.55,0.103,1.4,14.5,2.9,1.6,0.8,0.2,0
Luc Mbah a Moute,2009,0.53,0.122,0.8,6.2,5.5,1.1,0.8,0.5,0
Jameer Nelson,2009,0.54,0.13,1.3,12.6,3.0,5.4,0.7,0.0,0
Charlie Villanueva,2009,0.526,0.092,0.9,11.9,4.7,0.7,0.6,0.7,0
José Calderón,2009,0.569,0.111,1.2,10.3,2.1,5.9,0.7,0.1,0
JJ Redick,2009,0.606,0.173,1.8,9.6,1.9,1.9,0.3,0.0,0
Mario Chalmers,2009,0.519,0.072,0.3,7.1,1.8,3.4,1.2,0.2,0
Mike Miller,2009,0.623,0.104,1.5,10.9,6.2,3.9,0.7,0.2,0
Jared Jeffries,2009,0.507,0.058,0.0,5.3,4.1,1.4,0.9,1.0,0
C.J. Watson,2009,0.555,0.082,0.7,10.3,2.6,2.8,1.6,0.1,0
Rasheed Wallace,2009,0.504,0.096,0.9,9.0,4.1,1.0,1.0,0.9,0
Chuck Hayes,2009,0.5,0.098,0.8,4.4,5.7,1.7,0.9,0.5,0
Jrue Holiday,2009,0.526,0.032,0.1,8.0,2.6,3.8,1.1,0.2,0
Terrence Williams,2009,0.459,-0.007,-0.4,8.4,4.5,2.9,0.6,0.1,0
Luke Ridnour,2009,0.57,0.168,1.8,10.4,1.7,4.0,0.7,0.1,0
Drew Gooden,2009,0.547,0.121,-0.1,10.9,7.7,0.7,0.6,0.8,0
Ronnie Brewer,2009,0.524,0.103,1.4,8.8,3.2,2.7,1.6,0.3,0
Nenad Krstić,2009,0.527,0.116,0.1,8.4,5.0,0.7,0.4,0.6,0
James Harden,2009,0.551,0.124,1.1,9.9,3.2,1.8,1.1,0.3,0
Ramon Sessions,2009,0.513,0.031,-0.4,8.2,2.6,3.1,0.7,0.1,0
James Posey,2009,0.525,0.067,0.1,5.2,4.3,1.5,0.5,0.2,0
Chris Douglas-Roberts,2009,0.512,0.02,-0.5,9.8,3.0,1.4,0.8,0.3,0
Ben Gordon,2009,0.534,0.059,0.2,13.8,1.9,2.7,0.8,0.1,0
Tony Parker,2009,0.542,0.101,0.6,16.0,2.4,5.7,0.5,0.1,0
Kevin Love,2009,0.549,0.138,1.5,14.0,11.0,2.3,0.7,0.4,0
Chris Paul,2009,0.584,0.204,3.5,18.7,4.2,10.7,2.1,0.2,0
Jason Williams,2009,0.555,0.127,1.3,6.0,1.5,3.6,0.6,0.0,0
Shannon Brown,2009,0.517,0.096,0.7,8.1,2.2,1.3,0.7,0.4,0
Chris Andersen,2009,0.631,0.166,1.6,5.9,6.4,0.4,0.6,1.9,0
J.J. Hickson,2009,0.58,0.123,0.3,8.5,4.9,0.5,0.4,0.5,0
Mickaël Piétrus,2009,0.555,0.103,1.2,8.7,2.9,0.7,0.7,0.4,0
Andrei Kirilenko,2009,0.588,0.171,3.0,11.9,4.6,2.7,1.4,1.2,0
Ronald Murray,2009,0.485,0.051,-0.1,9.9,2.4,1.8,0.6,0.2,0
Randy Foye,2009,0.516,0.064,0.3,10.1,1.9,3.3,0.5,0.1,0
Will Bynum,2009,0.513,0.054,-0.1,10.0,2.3,4.5,0.9,0.1,0
DeMar DeRozan,2009,0.554,0.066,-0.3,8.6,2.9,0.7,0.6,0.2,0
Tayshaun Prince,2009,0.53,0.091,1.2,13.5,5.1,3.3,0.7,0.4,0
Yi Jianlian,2009,0.481,0.037,-0.9,12.0,7.2,0.9,0.7,1.0,0
Kyle Lowry,2009,0.536,0.126,1.2,9.1,3.6,4.5,0.9,0.1,0
Kevin Martin,2009,0.561,0.123,0.6,20.6,3.6,2.4,1.0,0.1,0
Juwan Howard,2009,0.538,0.077,-0.6,6.0,4.6,0.8,0.4,0.1,0
Donté Greene,2009,0.526,0.044,0.1,8.5,3.1,0.9,0.5,0.7,0
Antonio McDyess,2009,0.492,0.094,0.4,5.8,5.9,1.1,0.6,0.4,0
Charlie Bell,2009,0.486,0.06,-0.2,6.5,1.9,1.5,0.5,0.2,0
Damien Wilkins,2009,0.515,0.056,0.3,5.6,3.1,1.7,0.8,0.3,0
Carlos Arroyo,2009,0.529,0.113,0.2,6.1,1.8,3.1,0.5,0.1,0
Keith Bogans,2009,0.542,0.081,0.3,4.4,2.2,1.2,0.6,0.2,0
Nick Collison,2009,0.616,0.146,0.3,5.9,5.1,0.5,0.5,0.6,0
Hakim Warrick,2009,0.547,0.124,0.3,9.6,4.1,0.7,0.3,0.2,0
Willie Green,2009,0.538,0.067,-0.1,8.7,1.8,2.1,0.4,0.2,0
Richard Hamilton,2009,0.505,0.043,0.0,18.1,2.7,4.4,0.7,0.1,0
Jason Maxiell,2009,0.531,0.081,-0.3,6.8,5.3,0.5,0.5,0.5,0
J.J. Barea,2009,0.526,0.069,0.3,7.6,1.9,3.3,0.4,0.1,0
Roger Mason,2009,0.49,0.062,0.3,6.3,2.1,1.7,0.4,0.2,0
Delonte West,2009,0.53,0.106,1.0,8.8,2.8,3.3,0.9,0.5,0
C.J. Miles,2009,0.515,0.061,0.0,9.9,2.7,1.7,0.9,0.3,0
Dorell Wright,2009,0.567,0.137,1.5,7.1,3.3,1.3,0.7,0.4,0
DeJuan Blair,2009,0.564,0.147,0.5,7.8,6.4,0.8,0.6,0.5,0
Chase Budinger,2009,0.545,0.1,0.9,8.9,3.0,1.2,0.5,0.1,0
Mike Dunleavy,2009,0.531,0.075,0.4,9.9,3.5,1.5,0.6,0.2,0
Andrés Nocioni,2009,0.504,0.044,-0.1,8.5,3.0,1.0,0.4,0.3,0
Jordan Farmar,2009,0.535,0.093,0.6,7.2,1.6,1.5,0.6,0.1,0
D.J. Augustin,2009,0.516,0.092,0.3,6.4,1.2,2.4,0.6,0.1,0
Amir Johnson,2009,0.639,0.15,0.5,6.2,4.8,0.6,0.5,0.8,0
Goran Dragić,2009,0.566,0.094,0.8,7.9,2.1,3.0,0.6,0.1,0
Rudy Fernández,2009,0.54,0.101,1.3,8.1,2.6,2.0,1.0,0.2,0
