Player,Season,TS%,WS/48,VORP,PTS,TRB,AST,STL,BLK,AllNBA
Tony Dawson,1994,0.474,-0.099,0.0,4.0,1.5,0.5,0.0,0.0,0
Mark Strickland,1994,0.387,-0.024,0.0,0.8,1.0,0.0,0.0,0.3,0
Darrell Armstrong,1994,0.563,0.492,0.0,3.3,0.3,1.0,0.3,0.0,0
Tate George,1994,0.515,-0.214,0.0,1.3,0.3,0.0,0.0,0.0,0
Ron Grandison,1994,0.25,0.151,0.0,1.0,2.5,1.0,0.0,0.0,0
Darnell Mee,1994,0.3,0.038,0.0,1.5,0.5,1.0,0.5,0.0,0
Keith Tower,1994,0.174,-0.304,0.0,0.3,1.0,0.0,0.0,0.0,0
Geert Hammink,1994,0.515,0.258,0.0,4.0,2.0,1.0,0.0,0.0,0
Rich King,1994,0.0,-0.499,0.0,0.0,0.0,0.0,0.0,0.0,0
Derrick Phelps,1994,0.0,-0.339,0.0,0.0,0.0,0.3,0.0,0.0,0
Lester Conner,1994,1.136,0.44,0.0,1.0,0.0,0.0,0.5,0.0,0
Tom Hovasse,1994,0.0,-0.076,0.0,0.0,0.0,0.0,0.5,0.0,0
Yinka Dare,1994,0.0,-0.736,0.0,0.0,1.0,0.0,0.0,0.0,0
Anthony Mason,1995,0.61,0.157,3.4,14.6,9.3,4.4,0.8,0.4,0
Vin Baker,1995,0.527,0.089,1.8,21.1,9.9,2.6,0.8,1.1,0
Juwan Howard,1995,0.53,0.082,1.3,22.1,8.1,4.4,0.8,0.5,3
Larry Johnson,1995,0.563,0.149,3.9,20.5,8.4,4.4,0.7,0.5,0
Grant Hill,1995,0.537,0.172,5.6,20.2,9.8,6.9,1.3,0.6,2
Glenn Robinson,1995,0.534,0.052,1.6,20.2,6.1,3.6,1.2,0.5,0
Michael Finley,1995,0.551,0.095,1.5,15.0,4.6,3.5,1.0,0.4,0
Gary Payton,1995,0.554,0.174,5.2,19.3,4.2,7.5,2.9,0.2,2
Glen Rice,1995,0.584,0.127,2.7,21.6,4.8,2.9,1.2,0.2,0
Karl Malone,1995,0.575,0.233,7.1,25.7,9.8,4.2,1.7,0.7,1
Clarence Weatherspoon,1995,0.541,0.089,1.4,16.7,9.7,2.0,1.4,1.4,0
Michael Jordan,1995,0.582,0.317,9.8,30.4,6.6,4.3,2.2,0.5,1
Avery Johnson,1995,0.534,0.141,2.9,13.1,2.5,9.6,1.5,0.3,0
Allan Houston,1995,0.576,0.112,2.3,19.7,3.7,3.0,0.7,0.2,0
Latrell Sprewell,1995,0.527,0.086,2.1,18.9,4.9,4.2,1.6,0.6,0
Chris Mills,1995,0.554,0.122,1.5,15.1,5.5,2.4,0.9,0.7,0
Dennis Scott,1995,0.589,0.138,3.3,17.5,3.8,3.0,1.1,0.4,0
Jason Kidd,1995,0.468,0.068,3.0,16.6,6.8,9.7,2.2,0.3,0
David Robinson,1995,0.589,0.29,8.3,25.0,12.2,3.0,1.4,3.3,1
Anfernee Hardaway,1995,0.605,0.229,6.9,21.7,4.3,7.1,2.0,0.5,1
Grant Long,1995,0.546,0.134,2.1,13.1,9.6,2.2,1.3,0.4,0
Clifford Robinson,1995,0.532,0.13,3.0,21.1,5.7,2.4,1.1,0.9,0
Loy Vaught,1995,0.551,0.102,0.8,16.2,10.1,1.4,1.1,0.5,0
Mitch Richmond,1995,0.591,0.151,4.1,23.1,3.3,3.1,1.5,0.2,3
P.J. Brown,1995,0.5,0.087,1.1,11.3,6.9,2.0,1.0,1.2,0
John Stockton,1995,0.642,0.214,6.4,14.7,2.8,11.2,1.7,0.2,2
Sean Elliott,1995,0.585,0.128,2.7,20.0,5.1,2.7,0.9,0.4,0
Derek Harper,1995,0.558,0.105,1.8,14.0,2.5,4.3,1.6,0.1,0
Mookie Blaylock,1995,0.529,0.149,5.4,15.7,4.1,5.9,2.6,0.2,0
Damon Stoudamire,1995,0.528,0.072,1.6,19.0,4.0,9.3,1.4,0.3,0
Steve Smith,1995,0.551,0.133,2.1,18.1,4.1,2.8,0.9,0.2,0
Armen Gilliam,1995,0.522,0.113,1.9,18.3,9.1,1.8,0.9,0.7,0
George McCloud,1995,0.543,0.098,2.4,18.9,4.8,2.7,1.4,0.5,0
Otis Thorpe,1995,0.573,0.128,1.2,14.2,8.4,1.9,0.6,0.5,0
Tom Gugliotta,1995,0.54,0.089,2.1,16.2,8.8,3.1,1.8,1.2,0
Scottie Pippen,1995,0.551,0.209,5.9,19.4,6.4,5.9,1.7,0.7,1
Hersey Hawkins,1995,0.603,0.161,3.4,15.6,3.6,2.7,1.8,0.2,0
Joe Smith,1995,0.523,0.116,0.9,15.3,8.7,1.0,1.0,1.6,0
Jim Jackson,1995,0.538,0.092,1.2,19.6,5.0,2.9,0.6,0.3,0
Bryant Stith,1995,0.519,0.089,1.0,13.6,4.9,2.9,1.4,0.2,0
Hakeem Olajuwon,1995,0.558,0.166,4.9,26.9,10.9,3.6,1.6,2.9,2
Patrick Ewing,1995,0.516,0.116,2.5,22.5,10.6,2.1,0.9,2.4,0
Blue Edwards,1995,0.498,0.032,0.1,12.7,4.2,2.6,1.4,0.6,0
Vinny Del Negro,1995,0.564,0.144,2.2,14.5,3.3,3.8,1.0,0.1,0
Nick Anderson,1995,0.562,0.131,3.4,14.7,5.4,3.6,1.6,0.6,0
Dikembe Mutombo,1995,0.562,0.134,2.8,11.0,11.8,1.5,0.5,4.5,0
Jerry Stackhouse,1995,0.525,0.021,0.7,19.2,3.7,3.9,1.1,1.1,0
Elden Campbell,1995,0.549,0.147,2.6,13.9,7.6,2.2,1.1,2.6,0
Johnny Newman,1995,0.592,0.079,0.4,10.8,2.4,1.9,1.1,0.2,0
Danny Ferry,1995,0.557,0.098,1.3,13.3,3.8,2.3,0.7,0.5,0
Alonzo Mourning,1995,0.584,0.178,4.2,23.2,10.4,2.3,1.0,2.7,0
Mark Jackson,1995,0.568,0.13,3.1,10.0,3.8,7.8,1.2,0.1,0
Robert Horry,1995,0.537,0.089,2.8,12.0,5.8,4.0,1.6,1.5,0
Charles Barkley,1995,0.585,0.191,5.1,23.2,11.6,3.7,1.6,0.8,3
Michael Cage,1995,0.561,0.148,1.2,6.0,8.9,0.6,1.1,1.0,0
Shawn Kemp,1995,0.631,0.205,3.2,19.6,11.4,2.2,1.2,1.6,2
Cedric Ceballos,1995,0.599,0.18,3.1,21.2,6.9,1.5,1.2,0.3,0
Dale Ellis,1995,0.58,0.114,1.7,14.9,3.9,1.7,0.7,0.1,0
Reggie Miller,1995,0.625,0.188,4.5,21.1,2.8,3.3,1.0,0.2,3
Dale Davis,1995,0.553,0.115,1.5,10.3,9.1,1.0,0.7,1.4,0
Bimbo Coles,1995,0.513,0.091,1.2,11.0,3.2,5.2,1.2,0.2,0
Wesley Person,1995,0.543,0.074,0.6,12.7,3.9,1.7,0.7,0.3,0
Isaiah Rider,1995,0.55,0.063,0.7,19.6,4.1,2.8,0.6,0.3,0
Jeff Hornacek,1995,0.619,0.19,4.2,15.2,2.5,4.1,1.3,0.2,0
Rick Fox,1995,0.547,0.095,2.2,14.0,5.6,4.6,1.4,0.5,0
Terrell Brandon,1995,0.573,0.237,6.2,19.3,3.3,6.5,1.8,0.4,0
Tim Hardaway,1995,0.54,0.139,3.3,15.2,2.9,8.0,1.7,0.2,0
Bobby Phills,1995,0.564,0.136,2.3,14.6,3.6,3.8,1.4,0.4,0
Rod Strickland,1995,0.519,0.136,3.2,18.7,4.4,9.6,1.4,0.2,0
Oliver Miller,1995,0.55,0.072,1.2,12.9,7.4,2.9,1.4,1.9,0
Nick Van Exel,1995,0.528,0.109,1.6,14.9,2.4,6.9,0.9,0.1,0
Christian Laettner,1995,0.563,0.12,1.6,16.4,7.3,2.7,1.0,1.0,0
John Starks,1995,0.555,0.11,1.9,12.6,2.9,3.9,1.3,0.1,0
Tyus Edney,1995,0.505,0.064,0.1,10.8,2.5,6.1,1.1,0.0,0
Alvin Robertson,1995,0.531,0.054,0.8,9.3,4.4,4.2,2.2,0.5,0
Vlade Divac,1995,0.544,0.119,2.1,12.9,8.6,3.3,1.0,1.7,0
Vernon Maxwell,1995,0.508,0.018,0.2,16.2,3.1,4.4,1.3,0.2,0
Bryant Reeves,1995,0.506,0.045,-1.0,13.3,7.4,1.4,0.6,0.7,0
Tracy Murray,1995,0.557,0.096,1.3,16.2,4.3,1.6,1.1,0.5,0
Olden Polynice,1995,0.543,0.105,0.2,12.2,9.4,0.7,0.6,0.8,0
Derrick McKey,1995,0.543,0.112,2.4,11.7,4.8,3.5,1.1,0.6,0
Chris Childs,1995,0.549,0.115,2.2,12.8,3.1,7.0,1.4,0.1,0
Brian Grant,1995,0.56,0.094,0.6,14.4,7.0,1.6,0.5,1.3,0
Harvey Grant,1995,0.487,0.081,0.6,9.3,4.8,1.5,0.8,0.6,0
Dell Curry,1995,0.568,0.104,2.3,14.5,3.2,2.1,1.3,0.3,0
Dan Majerle,1995,0.53,0.112,2.3,10.6,3.7,2.6,1.0,0.4,0
Andrew Lang,1995,0.484,0.047,-0.8,11.7,6.4,0.9,0.6,1.8,0
Matt Geiger,1995,0.573,0.088,-0.5,11.2,8.4,0.8,0.6,0.8,0
Kenny Anderson,1995,0.534,0.158,3.7,15.2,2.9,8.3,1.6,0.2,0
Sherman Douglas,1995,0.57,0.068,0.5,11.3,2.3,5.5,0.8,0.1,0
Shawn Bradley,1995,0.481,0.062,0.3,11.9,8.1,0.8,0.6,3.6,0
Dana Barros,1995,0.596,0.116,1.8,13.0,2.4,3.8,0.7,0.0,0
Calbert Cheaney,1995,0.528,0.065,0.1,15.1,3.4,2.2,1.0,0.3,0
Popeye Jones,1995,0.486,0.076,-0.4,11.3,10.8,1.9,0.8,0.4,0
Stacey Augmon,1995,0.556,0.117,1.4,12.7,3.9,1.8,1.4,0.4,0
Kevin Garnett,1995,0.522,0.092,1.7,10.4,6.3,1.8,1.1,1.6,0
Horace Grant,1995,0.551,0.169,2.5,13.4,9.2,2.7,1.0,1.2,0
Antonio McDyess,1995,0.516,0.075,0.0,13.4,7.5,1.0,0.7,1.5,0
B.J. Armstrong,1995,0.595,0.149,2.2,12.3,2.2,4.9,0.8,0.1,0
Aaron McKie,1995,0.534,0.113,1.4,10.7,3.8,2.5,1.1,0.3,0
Gheorghe Mureșan,1995,0.6,0.172,2.1,14.5,9.6,0.7,0.7,2.3,0
Detlef Schrempf,1995,0.598,0.179,2.5,17.1,5.2,4.4,0.9,0.1,0
Joe Dumars,1995,0.579,0.131,1.7,11.8,2.1,4.0,0.6,0.0,0
Eddie Jones,1995,0.583,0.15,2.9,12.8,3.3,3.5,1.8,0.6,0
Sam Perkins,1995,0.537,0.153,2.2,11.8,4.5,1.5,1.0,0.6,0
Walt Williams,1995,0.547,0.112,2.3,13.6,4.4,3.2,1.2,0.8,0
Bison Dele,1995,0.582,0.09,0.8,15.8,7.6,1.9,1.1,0.8,0
Sam Mitchell,1995,0.566,0.095,-0.1,10.8,4.3,0.9,0.6,0.3,0
Lindsey Hunter,1995,0.499,0.089,1.2,8.5,2.4,2.4,1.1,0.2,0
Kevin Willis,1995,0.496,0.05,-1.5,10.6,8.5,0.7,0.4,0.5,0
Jalen Rose,1995,0.553,0.065,0.7,10.0,3.3,6.2,0.7,0.5,0
Chuck Person,1995,0.581,0.125,1.9,10.9,5.2,1.3,0.6,0.3,0
A.C. Green,1995,0.558,0.1,0.4,7.5,6.8,0.9,0.5,0.3,0
David Wesley,1995,0.585,0.144,2.5,12.3,3.2,4.8,1.2,0.1,0
Toni Kukoč,1995,0.589,0.231,4.0,13.1,4.0,3.5,0.8,0.3,0
Greg Anthony,1995,0.53,0.111,2.6,14.0,2.5,6.9,1.7,0.2,0
Antonio Davis,1995,0.567,0.137,0.5,8.8,6.1,0.5,0.4,0.8,0
Dennis Rodman,1995,0.501,0.143,1.1,5.5,14.9,2.5,0.6,0.4,0
Terry Porter,1995,0.552,0.085,1.2,9.4,2.6,5.5,1.1,0.2,0
Willie Anderson,1995,0.507,0.033,-0.1,9.8,3.2,2.6,1.0,0.8,0
Brent Price,1995,0.655,0.174,2.6,10.0,2.8,5.1,1.0,0.0,0
Mahmoud Abdul-Rauf,1995,0.535,0.131,1.9,19.2,2.4,6.8,1.1,0.1,0
Chucky Brown,1995,0.568,0.101,0.2,8.6,5.4,1.1,0.6,0.5,0
Terry Dehere,1995,0.612,0.119,1.4,12.4,1.7,4.3,0.7,0.2,0
Pooh Richardson,1995,0.517,0.091,1.0,11.7,2.5,5.4,1.2,0.2,0
Kevin Johnson,1995,0.617,0.195,3.4,18.7,3.9,9.2,1.5,0.2,0
Clyde Drexler,1995,0.551,0.161,3.0,19.3,7.2,5.8,2.0,0.5,0
Dino Radja,1995,0.536,0.096,0.9,19.7,9.8,1.6,0.9,1.5,0
Billy Owens,1995,0.517,0.077,1.2,13.0,6.6,3.3,0.8,0.6,0
David Benoit,1995,0.524,0.096,0.9,8.2,4.7,1.0,0.5,0.6,0
Rodney Rogers,1995,0.537,0.058,0.5,11.6,4.3,2.5,1.1,0.5,0
Shaquille O'Neal,1995,0.57,0.171,2.8,26.6,11.0,2.9,0.6,2.1,3
Chris King,1995,0.492,0.028,-0.2,7.9,3.6,1.3,0.9,0.4,0
Chris Dudley,1995,0.473,0.117,0.4,5.1,9.0,0.5,0.5,1.3,0
Steve Kerr,1995,0.663,0.208,2.6,8.4,1.3,2.3,0.8,0.0,0
Rik Smits,1995,0.569,0.127,1.2,18.5,6.9,1.7,0.3,0.7,0
Brent Barry,1995,0.609,0.124,2.0,10.1,2.1,2.9,1.2,0.3,0
Keith Askins,1995,0.55,0.111,1.4,6.1,4.3,1.6,0.6,0.8,0
Benoit Benjamin,1995,0.539,0.057,-0.3,8.8,6.5,0.8,0.5,1.0,0
Byron Scott,1995,0.523,0.059,0.3,10.2,2.4,1.5,0.8,0.3,0
Ron Harper,1995,0.528,0.161,2.2,7.4,2.7,2.6,1.3,0.4,0
Rex Chapman,1995,0.539,0.108,1.3,14.0,2.6,3.0,0.8,0.2,0
Jayson Williams,1995,0.462,0.099,-0.5,9.0,10.0,0.6,0.4,0.7,0
Lamond Murray,1995,0.513,0.032,-0.2,8.4,3.2,1.1,0.8,0.3,0
Rony Seikaly,1995,0.561,0.061,-0.7,12.1,7.8,1.1,0.6,1.1,0
Todd Day,1995,0.489,0.049,0.3,11.7,2.8,1.4,1.0,0.6,0
Lorenzo Williams,1995,0.404,0.045,-0.5,3.0,8.0,1.3,0.7,1.9,0
Rasheed Wallace,1995,0.53,0.063,0.3,10.1,4.7,1.3,0.6,0.8,0
Terry Cummings,1995,0.493,0.08,-0.1,8.0,5.5,1.1,0.7,0.4,0
Tim Legler,1995,0.688,0.184,2.3,9.4,1.8,1.8,0.6,0.2,0
Charles Oakley,1995,0.559,0.15,1.3,11.4,8.7,2.6,1.1,0.3,0
Hubert Davis,1995,0.633,0.151,1.7,10.7,1.7,1.4,0.4,0.1,0
Greg Minor,1995,0.535,0.082,0.2,9.6,3.3,1.9,0.5,0.1,0
Craig Ehlo,1995,0.526,0.09,1.0,8.5,3.2,1.7,1.1,0.1,0
Vern Fleming,1995,0.49,0.044,-0.4,7.7,2.2,3.3,0.5,0.1,0
Arvydas Sabonis,1995,0.617,0.233,3.8,14.5,8.1,1.8,0.9,1.1,0
Vincent Askew,1995,0.574,0.12,0.8,8.4,3.2,2.4,0.7,0.2,0
Charles Smith,1995,0.469,0.053,-0.6,8.3,5.0,0.9,0.7,1.1,0
Ed Pinckney,1995,0.578,0.105,0.4,6.5,6.2,1.0,0.9,0.4,0
Adam Keefe,1995,0.574,0.13,0.6,6.1,5.5,0.8,0.6,0.5,0
Lee Mayberry,1995,0.536,0.06,0.5,5.1,1.1,3.7,0.8,0.1,0
Sedale Threatt,1995,0.535,0.105,0.6,7.3,1.2,3.3,0.8,0.1,0
Kendall Gill,1995,0.545,0.091,1.4,14.0,4.9,5.5,1.4,0.5,0
Sam Cassell,1995,0.565,0.11,1.0,14.5,3.1,4.6,0.9,0.1,0
Brian Shaw,1995,0.463,0.018,-0.4,6.6,3.0,4.5,0.8,0.1,0
Eric Murdock,1995,0.498,0.073,1.3,8.9,2.3,4.5,1.8,0.1,0
Buck Williams,1995,0.548,0.113,0.3,7.3,5.8,0.6,0.6,0.7,0
Elliot Perry,1995,0.549,0.088,0.8,8.6,1.7,4.4,1.1,0.1,0
Terry Mills,1995,0.517,0.106,0.8,9.4,4.3,1.2,0.5,0.2,0
Kurt Thomas,1995,0.533,0.11,0.1,9.0,5.9,0.6,0.6,0.5,0
Hot Rod Williams,1995,0.501,0.08,0.2,7.3,6.0,1.0,0.7,1.5,0
Luc Longley,1995,0.515,0.101,0.2,9.1,5.1,1.9,0.4,1.4,0
Doug West,1995,0.509,0.024,-1.3,6.4,2.2,1.6,0.4,0.2,0
James Robinson,1995,0.512,0.068,0.3,8.5,2.1,2.0,0.4,0.2,0
Jerome Kersey,1995,0.452,0.071,0.5,6.7,4.8,1.5,1.2,0.6,0
Kenny Smith,1995,0.568,0.085,0.2,8.5,1.4,3.6,0.7,0.0,0
Chris Mullin,1995,0.602,0.117,1.7,13.3,2.9,3.5,1.4,0.6,0
Derrick Alston,1995,0.518,0.052,-0.3,6.2,4.1,0.8,0.8,0.7,0
Anthony Peeler,1995,0.555,0.11,0.9,9.7,1.9,1.6,0.8,0.1,0
Malik Sealy,1995,0.484,0.036,0.1,11.5,3.9,1.9,1.4,0.5,0
Dee Brown,1995,0.507,0.073,0.6,10.7,2.1,2.2,1.2,0.2,0
Mark Bryant,1995,0.583,0.107,-0.7,8.6,4.9,0.7,0.4,0.3,0
Anthony Avent,1995,0.415,-0.037,-2.1,5.8,5.0,1.0,0.4,0.6,0
Trevor Ruffin,1995,0.534,0.037,0.0,12.8,2.2,4.4,0.7,0.0,0
Antoine Carr,1995,0.506,0.065,-0.6,7.3,2.5,0.9,0.4,0.8,0
Ervin Johnson,1995,0.547,0.123,0.4,5.5,5.3,0.6,0.5,1.6,0
Eric Williams,1995,0.506,0.052,-0.3,10.7,3.4,1.1,0.9,0.2,0
Tony Massenburg,1995,0.538,0.057,-0.7,10.0,6.5,0.6,0.5,0.4,0
Spud Webb,1995,0.551,0.099,0.6,7.1,1.3,3.8,0.7,0.1,0
Sharone Wright,1995,0.53,0.043,-0.7,11.6,6.2,0.7,0.5,0.9,0
Eric Montross,1995,0.546,0.044,-0.7,7.2,5.8,0.7,0.3,0.5,0
Pervis Ellison,1995,0.527,0.086,0.3,5.3,6.5,0.9,0.6,1.4,0
Chris Gatling,1995,0.601,0.156,0.7,11.1,5.9,0.6,0.5,0.6,0
Chris Morris,1995,0.522,0.112,1.0,10.5,3.5,1.2,1.0,0.3,0
Alan Henderson,1995,0.482,0.069,-0.8,6.4,4.5,0.6,0.6,0.5,0
Ricky Pierce,1995,0.542,0.107,0.5,9.7,1.8,1.3,0.8,0.1,0
Will Perdue,1995,0.535,0.118,0.1,5.2,6.1,0.4,0.4,0.9,0
Mario Elie,1995,0.612,0.133,1.2,11.1,3.4,3.1,1.0,0.2,0
Michael Smith,1995,0.565,0.108,1.0,5.5,6.0,1.7,0.7,0.7,0
Žan Tabak,1995,0.554,0.038,-0.9,7.7,4.8,0.9,0.4,0.5,0
Kevin Gamble,1995,0.482,0.064,-0.2,5.9,1.7,1.5,0.5,0.1,0
J.R. Reid,1995,0.552,0.091,-0.4,6.6,3.9,0.6,0.7,0.3,0
Theo Ratliff,1995,0.603,0.141,0.9,4.5,4.0,0.2,0.2,1.5,0
Jon Koncak,1995,0.507,0.073,-0.5,3.0,4.1,0.8,0.4,0.7,0
Tony Dumas,1995,0.505,0.06,0.1,11.6,1.7,1.5,0.6,0.2,0
Tyrone Corbin,1995,0.511,0.093,0.4,5.8,3.4,1.2,0.9,0.3,0
Eldridge Recasner,1995,0.562,0.099,0.4,6.9,2.3,2.7,0.4,0.1,0
LaPhonso Ellis,1995,0.474,0.039,-0.3,10.5,7.2,1.6,0.8,0.7,0
Felton Spencer,1995,0.57,0.089,-0.8,5.6,4.3,0.2,0.3,0.8,0
Loren Meyer,1995,0.484,0.041,-1.3,5.0,4.4,0.8,0.3,0.4,0
Nate McMillan,1995,0.537,0.141,1.8,5.0,3.8,3.6,1.7,0.3,0
Ed O'Bannon,1995,0.446,0.026,-0.4,6.2,2.6,1.0,0.7,0.2,0
Ledell Eackles,1995,0.553,0.094,0.4,8.6,2.7,1.6,0.5,0.1,0
Doc Rivers,1995,0.489,0.087,0.7,4.0,1.8,1.6,0.9,0.3,0
Gary Trent,1995,0.527,0.065,-0.3,7.5,3.4,0.7,0.4,0.2,0
Jim McIlvaine,1995,0.476,0.074,0.4,2.3,2.9,0.1,0.3,2.1,0
Haywoode Workman,1995,0.479,0.056,0.3,3.6,1.6,2.8,0.8,0.1,0
Wayman Tisdale,1995,0.534,0.083,-0.2,10.7,3.4,0.9,0.2,0.6,0
Bob Sura,1995,0.5,0.069,0.6,5.3,1.7,2.9,0.7,0.3,0
Darrick Martin,1995,0.5,0.023,-0.3,7.0,1.4,3.7,0.9,0.1,0
Sean Rooks,1995,0.567,0.078,-0.1,6.5,3.9,0.7,0.4,0.6,0
Don MacLean,1995,0.493,0.064,0.2,11.2,3.7,1.6,0.4,0.1,0
Ashraf Amaya,1995,0.534,0.078,-0.8,6.3,5.6,0.6,0.4,0.2,0
Pete Myers,1995,0.459,0.026,-0.2,3.9,2.0,2.0,0.5,0.2,0
Robert Parish,1995,0.533,0.074,0.2,3.9,4.1,0.4,0.3,0.7,0
Robert Pack,1995,0.534,0.121,1.1,18.1,4.3,7.8,2.0,0.0,0
Anthony Bowie,1995,0.527,0.071,-0.1,4.2,1.7,1.4,0.5,0.1,0
Bill Wennington,1995,0.519,0.125,-0.3,5.3,2.5,0.6,0.3,0.2,0
Joe Wolf,1995,0.528,0.067,-0.8,4.5,2.9,1.0,0.2,0.1,0
Bobby Hurley,1995,0.411,-0.013,-1.0,3.1,1.0,3.0,0.4,0.0,0
Tom Hammonds,1995,0.537,0.081,-0.5,4.8,3.1,0.3,0.3,0.2,0
Duane Causwell,1995,0.484,0.059,-0.3,3.4,3.4,0.3,0.4,1.1,0
Carlos Rogers,1995,0.536,0.042,-0.1,7.7,3.0,0.6,0.4,0.9,0
Šarūnas Marčiulionis,1995,0.599,0.12,0.9,10.8,1.5,2.2,1.0,0.1,0
Doug Christie,1995,0.549,0.065,0.3,7.5,2.8,2.1,1.3,0.3,0
Lucious Harris,1995,0.553,0.101,0.6,7.9,2.0,1.3,0.6,0.0,0
George Lynch,1995,0.474,0.08,0.0,3.8,2.8,0.7,0.6,0.1,0
Kevin Edwards,1995,0.461,0.022,0.0,11.6,2.2,2.1,1.6,0.2,0
Eddie Johnson,1995,0.505,0.077,0.2,7.7,2.5,1.1,0.3,0.1,0
Don Reid,1995,0.595,0.141,0.3,3.8,2.9,0.2,0.7,0.6,0
Frank Brickowski,1995,0.585,0.076,-0.4,5.4,2.4,0.9,0.4,0.1,0
Bo Outlaw,1995,0.556,0.111,0.9,3.6,2.5,0.6,0.6,1.1,0
Donald Royal,1995,0.585,0.113,-0.1,5.3,2.4,0.7,0.5,0.2,0
Howard Eisley,1995,0.52,0.048,-0.3,4.4,1.2,2.2,0.4,0.0,0
Marty Conlon,1995,0.526,0.028,-0.4,5.3,2.4,0.9,0.3,0.1,0
Magic Johnson,1995,0.612,0.181,1.8,14.6,5.7,6.9,0.8,0.4,0
Tony Smith,1995,0.506,0.065,0.2,5.1,1.6,2.6,0.6,0.2,0
Donyell Marshall,1995,0.488,0.065,0.1,5.5,3.4,0.8,0.4,0.5,0
Tyrone Hill,1995,0.544,0.101,-0.5,7.8,5.5,0.8,0.7,0.5,0
Sean Higgins,1995,0.517,0.014,-0.4,8.0,2.1,1.3,0.5,0.3,0
George Zídek,1995,0.486,0.031,-1.2,4.0,2.6,0.2,0.1,0.1,0
Cherokee Parks,1995,0.456,0.05,-0.4,3.9,3.4,0.5,0.4,0.5,0
Jimmy King,1995,0.483,0.0,-0.6,4.5,1.8,1.4,0.3,0.2,0
Sam Mack,1995,0.545,0.103,0.1,10.8,3.2,2.5,0.7,0.3,0
Mitchell Butler,1995,0.446,-0.01,-0.5,3.9,1.9,1.1,0.7,0.2,0
Shawn Respert,1995,0.488,0.027,0.0,4.9,1.2,1.1,0.5,0.1,0
Darrin Hancock,1995,0.553,0.028,-0.4,4.3,1.6,0.7,0.4,0.1,0
Khalid Reeves,1995,0.53,0.064,-0.2,5.5,1.5,2.3,0.7,0.1,0
Antonio Harvey,1995,0.392,-0.02,-0.8,3.7,3.6,0.3,0.5,0.9,0
Reggie Williams,1995,0.444,0.016,-0.3,4.6,2.3,1.4,0.7,0.4,0
Randolph Keys,1995,0.511,0.072,0.1,3.4,1.8,0.9,0.5,0.2,0
Danny Manning,1995,0.506,0.026,-0.1,13.4,4.3,2.0,1.2,0.7,0
Lionel Simmons,1995,0.492,0.062,0.3,4.6,2.7,1.5,0.6,0.4,0
Greg Foster,1995,0.501,0.035,-0.7,3.8,2.4,0.3,0.1,0.3,0
Stanley Roberts,1995,0.491,0.04,-0.6,7.0,3.2,0.8,0.3,0.8,0
Charlie Ward,1995,0.505,0.064,0.4,3.9,1.6,2.1,0.9,0.1,0
Eric Piatkowski,1995,0.541,0.071,0.2,4.6,1.6,0.7,0.4,0.2,0
Michael Curry,1995,0.56,0.1,0.1,4.6,1.8,0.6,0.5,0.0,0
LaSalle Thompson,1995,0.454,0.013,-0.7,1.9,4.5,0.6,0.4,0.5,0
David Wood,1995,0.531,0.081,-0.5,3.4,2.5,0.5,0.3,0.2,0
Ken Norman,1995,0.517,0.069,0.2,8.9,3.9,1.9,0.4,0.5,0
Derek Strong,1995,0.518,0.125,0.0,3.4,2.8,0.5,0.3,0.2,0
Jud Buechler,1995,0.552,0.148,0.7,3.8,1.5,0.8,0.5,0.1,0
Richard Dumas,1995,0.515,0.021,-0.2,6.2,2.5,1.1,1.1,0.2,0
Gerald Wilkins,1995,0.437,-0.014,-0.7,6.7,2.3,2.4,0.8,0.1,0
Alton Lister,1995,0.537,0.06,-0.4,2.2,4.4,0.3,0.1,0.7,0
Clifford Rozier,1995,0.578,0.072,-0.2,3.1,2.9,0.4,0.3,0.5,0
Scott Brooks,1995,0.544,0.11,0.5,5.1,0.6,1.4,0.6,0.0,0
Corie Blount,1995,0.491,0.063,-0.1,3.2,3.0,0.7,0.4,0.6,0
Rumeal Robinson,1995,0.507,0.069,0.2,5.7,1.8,3.3,0.6,0.1,0
Jon Barry,1995,0.638,0.122,0.9,3.8,0.9,1.3,0.5,0.2,0
David Wingate,1995,0.485,0.041,-0.3,3.7,0.9,1.0,0.3,0.1,0
Scott Burrell,1995,0.57,0.075,0.4,13.2,4.9,2.4,1.4,0.7,0
Dickey Simpkins,1995,0.533,0.084,-0.3,3.6,2.6,0.6,0.2,0.1,0
Mark West,1995,0.514,0.059,-0.5,3.2,2.8,0.1,0.1,0.8,0
Eric Mobley,1995,0.533,0.015,-0.5,4.8,3.6,0.6,0.4,0.6,0
John Salley,1995,0.521,0.045,-0.2,4.4,3.3,1.3,0.5,0.6,0
Randy Brown,1995,0.436,0.105,0.3,2.7,1.0,1.1,0.8,0.2,0
Jamal Mashburn,1995,0.478,0.014,0.1,23.4,5.4,2.8,0.8,0.2,0
Joe Kleine,1995,0.456,0.007,-0.7,2.9,2.4,0.8,0.2,0.1,0
Greg Ostertag,1995,0.505,0.104,0.0,3.6,3.1,0.1,0.1,1.1,0
Acie Earl,1995,0.484,0.02,-0.5,7.5,3.1,0.6,0.4,0.9,0
Greg Sutton,1995,0.531,0.016,-0.3,5.3,1.0,2.1,0.5,0.0,0
