Player,Season,VORP,DWS,PER,G,FTA,TOV,PTS,DRB,RookieNBA,ClassRookie,Rookie
Von Wafer,2005,-0.2,0.1,-1.6,16.0,0.5,0.1,1.3,0.2,0,0,1
Earl Barron,2005,-0.2,0.0,-2.8,8.0,0.5,0.6,1.6,1.0,0,0,1
Dijon Thompson,2005,0.1,0.1,22.0,10.0,0.2,0.2,2.8,0.7,0,0,1
Amir Johnson,2005,0.0,0.0,20.3,3.0,1.3,1.3,6.7,0.3,0,0,1
Alex Acker,2005,-0.1,0.0,-2.4,5.0,0.0,0.8,1.8,0.8,0,0,1
Julius Hodge,2005,-0.1,0.0,4.2,14.0,0.6,0.6,0.9,0.1,0,0,1
Derrick Zimmerman,2005,-0.1,0.0,5.5,2.0,0.0,2.0,2.0,1.5,0,0,1
Sharrod Ford,2005,0.0,0.0,0.6,3.0,0.0,0.7,1.3,0.7,0,0,1
Randy Holcomb,2005,0.0,0.0,8.2,4.0,0.0,0.0,0.5,0.0,0,0,1
Martynas Andriuškevičius,2005,0.0,0.0,15.5,6.0,0.0,0.0,0.0,0.5,0,0,1
Deng Gai,2005,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0,1
Matt Walsh,2005,0.0,0.0,-2.4,2.0,1.0,0.5,1.0,0.0,0,0,1
Alex Scales,2005,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0,0,1
Adam Morrison,2006,-1.8,0.8,7.9,78.0,2.2,1.7,11.8,2.3,1,2,1
Rudy Gay,2006,-0.1,1.0,12.4,78.0,2.7,1.8,10.8,3.3,1,1,1
Brandon Roy,2006,2.0,1.0,18.0,57.0,4.2,2.0,16.8,3.4,1,1,1
Jorge Garbajosa,2006,1.1,2.4,12.1,67.0,1.2,1.0,8.5,4.2,0,0,1
Randy Foye,2006,0.5,1.3,14.0,82.0,2.3,1.9,10.1,2.1,1,1,1
Rajon Rondo,2006,0.8,2.6,13.1,78.0,2.4,1.8,6.4,2.8,0,0,1
Andrea Bargnani,2006,0.1,1.7,12.8,65.0,2.2,1.6,11.6,3.1,1,1,1
Craig Smith,2006,0.1,1.7,15.7,82.0,2.3,0.9,7.4,3.3,1,2,1
Shelden Williams,2006,-0.5,1.9,12.3,81.0,1.8,1.2,5.5,3.8,0,0,1
Paul Millsap,2006,0.9,2.3,17.6,82.0,2.5,1.1,6.8,2.9,1,2,1
LaMarcus Aldridge,2006,0.2,1.0,17.1,63.0,1.8,0.7,9.0,2.7,0,0,1
Marcus Williams,2006,-0.6,1.0,11.5,79.0,1.1,1.8,6.8,1.7,0,0,1
Mickaël Gelabale,2006,-0.2,0.4,9.8,70.0,1.2,0.7,4.6,1.6,0,0,1
Yakhouba Diawara,2006,-0.6,0.8,5.3,64.0,0.8,0.6,4.4,1.3,0,0,1
Rodney Carney,2006,-0.1,1.0,11.4,67.0,1.3,0.6,6.6,1.3,0,0,1
Jordan Farmar,2006,0.1,0.7,10.8,72.0,0.5,1.0,4.4,1.3,0,0,1
Renaldo Balkman,2006,0.9,1.7,16.1,68.0,1.3,0.7,4.9,2.9,0,0,1
Daniel Gibson,2006,0.3,1.2,9.4,60.0,0.7,0.7,4.6,1.1,0,0,1
Ersan İlyasova,2006,-0.2,0.5,12.1,66.0,1.3,0.8,6.1,2.0,0,0,1
Tarence Kinsey,2006,0.0,0.3,13.0,48.0,2.0,1.0,7.7,1.4,0,0,1
Tyrus Thomas,2006,0.2,2.6,14.8,72.0,2.4,1.3,5.2,2.5,1,2,1
Walter Herrmann,2006,0.7,0.6,16.1,48.0,1.1,0.7,9.2,2.3,0,0,1
Thabo Sefolosha,2006,-0.1,1.7,8.5,71.0,0.6,0.8,3.6,1.7,0,0,1
Sergio Rodríguez,2006,0.2,0.4,14.1,67.0,0.4,1.1,3.7,1.1,0,0,1
David Noel,2006,-0.2,0.3,9.0,68.0,0.6,0.6,2.7,1.2,0,0,1
Mardy Collins,2006,-0.2,0.6,9.2,52.0,1.6,1.1,4.5,1.5,0,0,1
Alexander Johnson,2006,-0.3,0.6,13.2,59.0,2.0,0.8,4.4,2.2,0,0,1
Leon Powe,2006,-0.3,0.8,14.6,63.0,2.3,0.7,4.2,1.9,0,0,1
Allan Ray,2006,-0.1,0.5,10.0,47.0,1.2,0.9,6.2,1.1,0,0,1
Ronnie Brewer,2006,0.6,0.7,15.2,56.0,1.5,0.4,4.6,0.7,0,0,1
Josh Boone,2006,-0.2,0.8,14.6,61.0,1.7,0.5,4.2,1.8,0,0,1
Kelenna Azubuike,2006,0.2,0.5,13.4,41.0,1.9,1.0,7.1,1.7,0,0,1
Solomon Jones,2006,-0.2,0.7,12.3,58.0,1.3,0.4,3.3,1.5,0,0,1
Hilton Armstrong,2006,-0.1,0.7,12.2,56.0,1.2,0.6,3.1,1.6,0,0,1
JJ Redick,2006,0.3,0.5,13.0,42.0,1.4,0.5,6.0,1.0,0,0,1
Shawne Williams,2006,-0.1,0.4,9.7,46.0,0.4,0.5,3.9,1.1,0,0,1
Cedric Simmons,2006,-0.3,0.5,8.0,43.0,0.8,0.5,2.9,1.5,0,0,1
Hassan Adams,2006,0.1,0.5,13.0,61.0,0.6,0.4,2.9,0.7,0,0,1
Dee Brown,2006,0.0,0.5,8.6,49.0,0.8,0.6,1.9,0.7,0,0,1
Lynn Greer,2006,0.1,0.1,14.0,41.0,0.8,0.4,4.1,0.6,0,0,1
Chris Quinn,2006,0.0,0.3,12.3,42.0,0.9,0.5,3.4,0.6,0,0,1
Quincy Douby,2006,-0.2,0.3,9.0,42.0,0.4,0.4,2.8,0.6,0,0,1
Bobby Jones,2006,-0.2,0.3,9.4,44.0,0.9,0.4,2.5,0.8,0,0,1
Justin Williams,2006,-0.1,0.4,17.3,26.0,2.4,0.6,5.0,2.5,0,0,1
Vassilis Spanoulis,2006,-0.3,0.4,5.4,31.0,1.4,0.9,2.7,0.5,0,0,1
Andre Brown,2006,-0.2,0.2,11.1,38.0,0.4,0.8,2.4,1.3,0,0,1
Maurice Ager,2006,-0.4,0.2,2.9,32.0,1.0,0.5,2.2,0.6,0,0,1
Shannon Brown,2006,-0.2,0.3,7.5,23.0,0.6,0.6,3.2,0.7,0,0,1
Cedric Bozeman,2006,-0.3,0.1,-0.1,23.0,0.3,0.4,1.1,0.9,0,0,1
Steve Novak,2006,0.0,0.3,7.7,35.0,0.1,0.1,1.5,0.6,0,0,1
J.J. Barea,2006,-0.2,0.2,9.6,33.0,0.7,0.4,2.4,0.5,0,0,1
Ryan Hollins,2006,-0.2,0.2,8.5,27.0,1.5,0.6,2.4,0.7,0,0,1
Paul Davis,2006,-0.1,0.2,11.2,31.0,0.3,0.3,1.6,0.7,0,0,1
Kyle Lowry,2006,0.3,0.2,18.3,10.0,2.8,1.2,5.6,1.9,0,0,1
Damir Markota,2006,-0.3,0.0,5.0,30.0,0.4,0.5,1.7,0.7,0,0,1
Mouhamed Sene,2006,-0.3,0.2,8.5,28.0,1.0,0.4,1.9,1.0,0,0,1
Will Blalock,2006,-0.2,0.1,4.5,14.0,0.4,0.9,1.8,0.6,0,0,1
James White,2006,-0.1,0.2,12.1,6.0,2.5,0.8,8.3,2.8,0,0,1
Robert Hite,2006,-0.1,0.1,7.4,12.0,1.0,0.5,4.3,1.0,0,0,1
Patrick O'Bryant,2006,-0.1,0.2,7.3,16.0,1.1,0.5,1.9,0.9,0,0,1
Marcus Vinicius,2006,0.0,0.1,6.9,13.0,0.5,0.5,1.7,0.7,0,0,1
Kevinn Pinkney,2006,0.0,0.1,11.6,6.0,1.5,0.7,5.2,1.3,0,0,1
Lou Amundson,2006,-0.1,0.1,9.6,11.0,0.9,0.5,1.5,1.4,0,0,1
P.J. Tucker,2006,0.0,0.1,12.8,17.0,0.8,0.4,1.8,0.7,0,0,1
Andreas Glyniadakis,2006,-0.2,0.0,-3.3,13.0,0.2,0.7,1.3,0.5,0,0,1
Uroš Slokar,2006,-0.1,0.1,13.9,20.0,0.7,0.5,1.9,0.4,0,0,1
Pops Mensah-Bonsu,2006,-0.1,0.1,11.6,12.0,1.5,0.8,2.4,1.0,0,0,1
James Lang,2006,-0.1,0.0,6.6,11.0,0.5,0.2,1.0,0.5,0,0,1
Will Conroy,2006,-0.1,0.0,1.1,7.0,0.6,0.3,0.0,0.6,0,0,1
Randolph Morris,2006,0.0,0.1,1.5,5.0,1.2,0.4,0.8,1.6,0,0,1
Ivan McFarlin,2006,0.0,0.0,12.2,11.0,0.6,0.1,1.4,0.4,0,0,1
Desmon Farmer,2006,0.0,0.0,15.4,8.0,0.1,0.1,1.6,0.1,0,0,1
Steven Smith,2006,-0.1,0.0,-1.8,8.0,0.3,0.3,0.6,0.6,0,0,1
Renaldo Major,2006,-0.1,0.0,-3.7,1.0,2.0,1.0,5.0,2.0,0,0,1
Jeremy Richardson,2006,0.0,0.0,13.8,6.0,0.0,0.2,1.3,0.2,0,0,1
Roger Powell,2006,-0.1,0.0,-8.3,3.0,0.7,1.0,0.7,0.0,0,0,1
Mike Hall,2006,0.0,0.0,3.1,2.0,0.0,0.0,1.0,0.5,0,0,1
Chris McCray,2006,-0.1,0.0,-20.7,5.0,0.0,0.4,0.0,0.0,0,0,1
James Augustine,2006,0.0,0.0,16.6,2.0,0.0,0.0,1.0,1.0,0,0,1
Mile Ilić,2006,-0.1,0.0,-48.6,5.0,0.0,0.6,0.0,0.2,0,0,1
Kevin Durant,2007,1.3,1.9,15.8,80.0,5.6,2.9,20.3,3.5,1,1,1
Al Horford,2007,0.3,3.0,14.7,81.0,2.6,1.7,10.1,6.6,1,1,1
Jeff Green,2007,-1.2,1.5,9.8,80.0,3.0,2.0,10.5,3.5,1,1,1
Jamario Moon,2007,2.2,3.6,15.0,78.0,1.1,0.7,8.5,5.0,1,2,1
Al Thornton,2007,-0.8,1.6,12.7,79.0,3.6,1.6,12.7,3.3,1,1,1
Juan Carlos Navarro,2007,-0.2,0.4,11.9,82.0,1.8,1.6,10.9,2.1,1,2,1
Luis Scola,2007,1.0,3.7,16.1,82.0,2.9,1.3,10.3,4.3,1,1,1
Corey Brewer,2007,-1.0,1.2,8.3,79.0,1.4,1.1,5.8,2.7,0,0,1
Yi Jianlian,2007,-0.8,0.9,11.3,66.0,2.2,1.4,8.6,3.6,0,0,1
Thaddeus Young,2007,1.0,2.0,16.5,74.0,1.4,0.9,8.2,2.6,1,2,1
Joakim Noah,2007,0.7,2.3,15.5,74.0,2.6,1.2,6.6,3.3,0,0,1
Daequan Cook,2007,-1.2,0.6,7.9,59.0,1.0,1.1,8.8,2.7,0,0,1
Jared Dudley,2007,0.4,1.1,13.6,73.0,1.6,0.7,5.8,2.3,0,0,1
Mike Conley,2007,-0.3,0.5,12.6,53.0,2.3,1.7,9.4,2.2,0,0,1
Sean Williams,2007,-0.1,1.7,13.9,73.0,1.8,1.0,5.6,2.8,0,0,1
Nick Young,2007,-0.8,0.6,11.6,75.0,1.7,1.3,7.5,1.2,0,0,1
Jason Smith,2007,-0.4,1.4,10.7,76.0,1.1,0.6,4.5,2.0,0,0,1
Rodney Stuckey,2007,0.3,1.6,13.8,57.0,2.7,1.4,7.6,1.7,1,2,1
Arron Afflalo,2007,0.1,1.4,10.2,75.0,1.2,0.5,3.7,1.3,0,0,1
Glen Davis,2007,-0.2,1.9,11.3,69.0,2.2,0.9,4.5,1.6,0,0,1
Spencer Hawes,2007,-0.5,0.8,11.6,71.0,0.8,0.8,4.7,2.3,0,0,1
Acie Law,2007,-0.7,0.4,7.7,56.0,0.9,1.0,4.2,0.8,0,0,1
Marcus Williams,2007,-0.1,0.5,11.0,53.0,0.9,1.4,5.9,1.6,0,0,1
Carl Landry,2007,0.6,1.2,21.4,42.0,2.6,0.6,8.1,2.6,1,2,1
Dominic McGuire,2007,-0.4,0.6,6.6,70.0,0.5,0.6,1.3,1.2,0,0,1
Wilson Chandler,2007,-0.3,0.4,11.7,35.0,1.5,0.8,7.3,2.5,0,0,1
Javaris Crittenton,2007,-0.4,0.4,11.0,50.0,2.1,1.1,5.6,1.7,0,0,1
Julian Wright,2007,0.6,0.9,15.4,57.0,0.9,0.6,3.9,1.5,0,0,1
Aaron Gray,2007,-0.2,0.8,13.9,61.0,1.6,0.9,4.3,1.6,0,0,1
Aaron Brooks,2007,0.3,0.8,13.1,51.0,1.0,0.9,5.2,0.8,0,0,1
Chris Richard,2007,-0.5,0.3,7.9,52.0,0.5,0.5,1.9,1.6,0,0,1
Joel Anthony,2007,-0.4,0.4,8.8,24.0,2.0,0.7,3.5,2.3,0,0,1
Ramon Sessions,2007,0.1,0.2,16.2,17.0,2.4,2.1,8.1,2.9,0,0,1
Brandan Wright,2007,0.2,0.3,17.2,38.0,1.1,0.3,4.0,1.6,0,0,1
C.J. Watson,2007,-0.1,0.1,11.0,32.0,0.9,0.6,3.7,0.6,0,0,1
Jermareo Davidson,2007,-0.3,0.3,9.8,38.0,0.7,0.4,3.2,1.1,0,0,1
Oleksiy Pecherov,2007,-0.3,0.2,9.6,35.0,0.9,0.5,3.6,1.3,0,0,1
Kasib Powell,2007,-0.1,0.2,9.0,11.0,0.8,0.5,7.6,3.3,0,0,1
Stéphane Lasme,2007,-0.2,0.3,11.7,16.0,2.0,0.9,5.2,1.7,0,0,1
D.J. Strawberry,2007,-0.2,0.2,6.2,33.0,0.6,0.3,2.2,0.6,0,0,1
Mario West,2007,-0.1,0.2,8.6,64.0,0.4,0.1,0.9,0.3,0,0,1
Nick Fazekas,2007,0.2,0.4,19.6,26.0,0.8,0.5,4.1,2.1,0,0,1
Marco Belinelli,2007,-0.2,0.0,8.2,33.0,0.3,0.4,2.9,0.3,0,0,1
Blake Ahearn,2007,-0.1,0.1,9.0,12.0,2.6,1.3,5.8,1.5,0,0,1
Mike Harris,2007,0.1,0.3,17.1,17.0,0.8,0.5,3.6,1.8,0,0,1
Darius Washington,2007,-0.1,0.2,9.0,18.0,0.7,0.8,2.9,0.9,0,0,1
Gabe Pruitt,2007,-0.1,0.2,8.3,15.0,0.1,0.3,2.1,0.5,0,0,1
Taurean Green,2007,-0.1,0.1,7.0,17.0,0.7,0.5,1.6,0.6,0,0,1
Coby Karl,2007,0.0,0.1,15.8,17.0,0.6,0.3,1.8,0.6,0,0,1
Darryl Watkins,2007,-0.2,0.0,0.5,9.0,0.6,0.8,1.3,0.8,0,0,1
Kyrylo Fesenko,2007,-0.2,0.1,4.0,9.0,0.4,0.9,1.6,1.2,0,0,1
Alando Tucker,2007,-0.1,0.0,11.8,6.0,1.0,0.0,3.7,0.7,0,0,1
Thomas Gardner,2007,-0.1,0.0,4.4,4.0,0.5,1.0,5.3,0.3,0,0,1
Demetris Nichols,2007,-0.1,0.0,-1.9,14.0,0.0,0.3,1.1,0.4,0,0,1
Marcin Gortat,2007,0.0,0.1,19.8,6.0,0.5,0.3,3.0,1.3,0,0,1
Morris Almond,2007,-0.1,0.0,2.0,9.0,0.7,0.2,1.4,0.2,0,0,1
Kosta Perović,2007,0.0,0.0,10.3,7.0,0.9,0.1,1.4,1.0,0,0,1
Cheikh Samb,2007,0.0,0.1,12.0,4.0,0.5,0.3,1.8,1.0,0,0,1
Josh McRoberts,2007,0.0,0.0,20.3,8.0,0.0,0.3,1.5,1.0,0,0,1
Ian Mahinmi,2007,0.0,0.1,35.3,6.0,1.5,0.3,3.5,0.8,0,0,1
Guillermo Díaz,2007,0.0,0.0,9.9,6.0,0.8,0.0,0.8,0.0,0,0,1
Courtney Sims,2007,0.0,0.0,1.1,3.0,0.0,0.0,0.0,0.3,0,0,1
Lance Allred,2007,0.0,0.0,-1.0,3.0,0.7,0.0,1.0,0.3,0,0,1
Keith Langford,2007,0.0,0.0,-2.4,2.0,0.0,0.0,1.0,1.0,0,0,1
O.J. Mayo,2008,0.6,1.8,14.2,82.0,3.4,2.8,18.5,3.1,1,1,1
Derrick Rose,2008,1.2,1.5,16.0,81.0,3.1,2.5,16.8,2.7,1,1,1
Eric Gordon,2008,1.0,0.7,14.9,78.0,4.5,2.1,16.1,2.0,1,2,1
Russell Westbrook,2008,0.7,2.0,15.2,82.0,5.2,3.3,15.3,2.7,1,1,1
Mario Chalmers,2008,1.0,3.1,13.3,82.0,2.4,2.0,10.0,2.3,1,2,1
Marc Gasol,2008,1.2,2.7,16.7,82.0,4.6,2.0,11.9,4.9,1,2,1
Brook Lopez,2008,0.9,2.7,17.9,82.0,2.6,1.8,13.0,5.4,1,1,1
Jason Thompson,2008,-1.3,0.9,13.9,82.0,3.5,1.8,11.1,4.5,0,0,1
Luc Mbah a Moute,2008,0.6,2.8,12.3,82.0,2.3,1.2,7.2,3.6,0,0,1
Kevin Love,2008,0.4,1.9,18.3,81.0,4.1,1.5,11.1,5.7,1,2,1
Michael Beasley,2008,0.1,2.2,17.2,81.0,3.0,1.5,13.9,4.1,1,1,1
Rudy Fernández,2008,2.5,1.8,15.5,78.0,1.8,1.1,10.4,2.1,0,0,1
Courtney Lee,2008,0.9,3.1,10.7,77.0,1.2,0.9,8.4,2.1,0,0,1
D.J. Augustin,2008,1.4,1.5,14.9,72.0,3.2,1.7,11.8,1.6,0,0,1
Brandon Rush,2008,-0.3,1.3,9.0,75.0,0.9,1.0,8.1,2.7,0,0,1
Anthony Morrow,2008,0.7,0.0,14.7,67.0,1.4,0.8,10.1,1.8,0,0,1
Darrell Arthur,2008,-0.5,1.8,11.3,76.0,0.8,0.6,5.6,3.1,0,0,1
Nicolas Batum,2008,1.2,1.6,12.9,79.0,0.7,0.6,5.4,1.7,0,0,1
Greg Oden,2008,0.3,2.0,18.1,61.0,3.7,1.4,8.9,4.2,0,0,1
Ryan Anderson,2008,0.3,1.2,13.6,66.0,1.8,1.0,7.4,3.1,0,0,1
George Hill,2008,0.1,2.0,11.6,77.0,1.9,1.0,5.7,1.7,0,0,1
Marreese Speights,2008,0.2,1.5,17.9,79.0,1.7,0.6,7.7,2.2,0,0,1
Kyle Weaver,2008,0.2,1.0,10.2,56.0,1.0,1.2,5.3,1.8,0,0,1
JaVale McGee,2008,-0.3,0.9,17.0,75.0,2.2,0.8,6.5,2.3,0,0,1
Anthony Randolph,2008,-0.1,1.2,16.9,63.0,2.2,1.3,7.9,3.7,0,0,1
Roy Hibbert,2008,-0.3,1.2,16.1,70.0,2.1,0.8,7.1,1.8,0,0,1
Bobby Brown,2008,-0.7,-0.1,8.9,68.0,0.6,0.9,5.3,0.6,0,0,1
Roko Ukić,2008,-0.6,0.4,9.8,72.0,0.8,0.8,4.2,0.7,0,0,1
DeAndre Jordan,2008,-0.3,0.9,14.1,53.0,2.1,0.8,4.3,3.1,0,0,1
Mike Taylor,2008,-0.6,0.4,10.1,51.0,1.6,1.4,5.7,1.3,0,0,1
Goran Dragić,2008,-0.4,0.4,9.8,55.0,1.2,1.3,4.5,1.3,0,0,1
Donté Greene,2008,-0.9,0.1,5.2,55.0,0.6,0.7,3.8,1.2,0,0,1
Joe Alexander,2008,-0.3,0.7,10.1,59.0,1.4,0.9,4.7,1.2,0,0,1
J.J. Hickson,2008,-0.2,1.3,12.5,62.0,1.1,0.7,4.0,1.8,0,0,1
Jerryd Bayless,2008,-0.5,0.5,8.2,53.0,1.9,1.1,4.3,0.9,0,0,1
Robin Lopez,2008,-0.2,0.4,11.6,60.0,1.1,0.5,3.2,1.1,0,0,1
Chris Douglas-Roberts,2008,-0.1,0.2,12.2,44.0,1.4,0.7,4.9,0.8,0,0,1
Kosta Koufos,2008,0.1,0.7,15.2,48.0,1.1,0.5,4.7,1.8,0,0,1
Rob Kurz,2008,-0.1,0.2,11.8,40.0,1.3,0.4,3.9,1.2,0,0,1
Darnell Jackson,2008,-0.4,0.7,7.2,51.0,0.7,0.3,1.9,1.1,0,0,1
Danilo Gallinari,2008,0.3,0.3,13.4,28.0,1.0,0.5,6.1,1.5,0,0,1
Sean Singletary,2008,-0.2,0.2,6.7,37.0,0.6,0.6,2.4,0.7,0,0,1
Cartier Martin,2008,-0.1,0.3,9.2,33.0,0.8,0.3,2.6,0.8,0,0,1
Henry Walker,2008,-0.1,0.3,10.9,29.0,0.8,0.6,3.0,0.7,0,0,1
Anthony Tolliver,2008,-0.1,0.3,7.6,19.0,0.5,0.4,2.7,1.5,0,0,1
Alexis Ajinça,2008,-0.3,0.3,7.0,31.0,0.9,0.4,2.3,0.7,0,0,1
DeMarcus Nelson,2008,-0.2,0.1,6.5,13.0,1.1,1.2,4.1,1.4,0,0,1
Malik Hairston,2008,0.0,0.3,12.0,15.0,0.5,0.8,3.3,1.1,0,0,1
D.J. White,2008,0.1,0.1,19.8,7.0,1.9,0.4,8.9,3.1,0,0,1
Hamed Haddadi,2008,0.1,0.2,19.7,19.0,1.6,0.5,2.5,1.6,0,0,1
Othello Hunter,2008,0.0,0.1,12.1,16.0,0.3,0.1,1.4,0.9,0,0,1
Dontell Jefferson,2008,0.0,0.1,12.7,6.0,1.5,1.0,4.8,1.8,0,0,1
Sonny Weems,2008,-0.2,0.0,-3.9,12.0,0.7,0.5,1.6,0.3,0,0,1
Sun Yue,2008,-0.1,0.0,-8.6,10.0,0.0,0.3,0.6,0.0,0,0,1
Joe Crawford,2008,0.0,0.0,10.8,2.0,1.0,0.0,4.5,1.5,0,0,1
Jawad Williams,2008,0.0,0.0,14.1,10.0,0.0,0.1,1.2,0.1,0,0,1
Walter Sharpe,2008,0.0,0.0,4.8,8.0,0.3,0.0,1.0,0.4,0,0,1
Nathan Jawai,2008,-0.1,0.0,-7.6,6.0,0.0,0.3,0.3,0.2,0,0,1
Trey Johnson,2008,-0.1,0.0,-9.3,4.0,1.0,0.3,1.0,0.3,0,0,1
J.R. Giddens,2008,0.0,0.0,26.0,6.0,0.0,0.2,0.7,0.2,0,0,1
Joey Dorsey,2008,0.0,0.0,16.1,3.0,0.0,0.0,0.7,0.3,0,0,1
Steven Hill,2008,0.0,0.0,88.3,1.0,0.0,0.0,2.0,1.0,0,0,1
Stephen Curry,2009,2.0,1.6,16.3,80.0,2.5,3.0,17.5,3.9,1,1,1
Tyreke Evans,2009,2.2,2.1,18.2,72.0,6.5,3.0,20.1,4.4,1,1,1
Brandon Jennings,2009,1.8,3.9,14.5,82.0,3.3,2.4,15.5,2.8,1,1,1
Jonny Flynn,2009,-0.5,0.7,13.0,81.0,3.3,2.9,13.5,2.1,1,2,1
Jonas Jerebko,2009,0.4,1.5,13.9,80.0,2.2,1.0,9.3,3.6,1,2,1
Taj Gibson,2009,0.0,3.5,13.8,82.0,2.1,1.4,9.0,4.7,1,1,1
Darren Collison,2009,0.6,1.1,16.5,76.0,2.3,2.7,12.4,2.0,1,1,1
Wesley Matthews,2009,0.8,1.9,12.3,82.0,2.4,1.1,9.4,1.7,0,0,1
Omri Casspi,2009,0.4,1.4,13.0,77.0,2.3,1.3,10.3,3.6,0,0,1
Marcus Thornton,2009,1.4,0.9,17.4,73.0,2.4,1.0,14.5,1.9,1,2,1
Jrue Holiday,2009,0.1,1.0,12.3,73.0,1.2,2.1,8.0,1.8,0,0,1
Terrence Williams,2009,-0.4,1.3,11.5,78.0,1.8,1.6,8.4,3.9,0,0,1
James Harden,2009,1.1,2.5,14.0,76.0,3.2,1.4,9.9,2.6,1,2,1
DeMar DeRozan,2009,-0.3,0.3,12.5,77.0,2.5,0.8,8.6,2.0,0,0,1
DeJuan Blair,2009,0.5,2.8,17.7,82.0,2.0,1.4,7.8,4.0,1,2,1
Chase Budinger,2009,0.9,1.2,14.1,74.0,1.2,0.6,8.9,2.5,0,0,1
Wayne Ellington,2009,-0.5,0.1,9.6,76.0,0.9,1.0,6.6,1.7,0,0,1
Serge Ibaka,2009,0.2,2.4,15.2,73.0,1.3,0.9,6.3,3.5,0,0,1
Sam Young,2009,-0.4,0.7,13.0,80.0,2.2,1.2,7.4,1.6,0,0,1
Ty Lawson,2009,1.0,0.9,16.4,65.0,2.2,1.3,8.3,1.3,0,0,1
Eric Maynor,2009,0.1,1.4,11.8,81.0,0.9,1.0,4.7,1.3,0,0,1
Toney Douglas,2009,0.5,0.4,14.9,56.0,1.2,1.0,8.6,1.2,0,0,1
Austin Daye,2009,0.1,0.7,12.8,69.0,0.8,0.7,5.1,2.0,0,0,1
David Andersen,2009,-0.1,0.9,12.1,63.0,1.1,0.6,5.8,2.4,0,0,1
Hasheem Thabeet,2009,0.2,1.2,12.9,68.0,1.4,0.6,3.1,2.3,0,0,1
A.J. Price,2009,0.3,0.8,14.0,56.0,1.3,1.1,7.3,1.4,0,0,1
DeMarre Carroll,2009,-0.4,0.6,8.5,71.0,0.7,0.3,2.9,1.4,0,0,1
Chris Hunter,2009,-0.4,0.4,12.2,60.0,1.2,0.5,4.5,1.9,0,0,1
Reggie Williams,2009,0.3,0.3,16.1,24.0,2.6,1.2,15.2,3.8,0,0,1
James Johnson,2009,-0.1,1.1,10.4,65.0,1.1,1.0,3.9,1.4,0,0,1
Jeff Teague,2009,-0.3,0.8,11.0,71.0,0.7,0.7,3.2,0.9,0,0,1
Jodie Meeks,2009,0.0,0.8,10.8,60.0,0.7,0.4,4.7,1.5,0,0,1
Dante Cunningham,2009,0.0,1.0,14.3,63.0,0.8,0.2,3.9,1.7,0,0,1
Rodrigue Beaubois,2009,0.6,0.8,18.5,56.0,0.9,1.0,7.1,1.2,0,0,1
Jon Brockman,2009,-0.2,0.5,12.4,52.0,1.2,0.4,2.8,2.1,0,0,1
Jordan Hill,2009,-0.2,0.6,15.0,47.0,1.4,0.6,5.2,2.1,0,0,1
Derrick Brown,2009,0.2,0.8,12.6,57.0,1.3,0.3,3.3,0.8,0,0,1
Tyler Hansbrough,2009,-0.2,0.6,14.6,29.0,3.9,0.7,8.5,2.7,0,0,1
DaJuan Summers,2009,-0.3,0.1,7.5,44.0,0.9,0.4,3.0,0.7,0,0,1
Jeff Ayres,2009,-0.1,0.6,12.1,39.0,0.5,0.3,2.7,1.9,0,0,1
Earl Clark,2009,-0.3,0.2,8.5,51.0,0.7,0.5,2.7,0.9,0,0,1
Gerald Henderson,2009,0.0,0.5,9.7,43.0,1.1,0.3,2.6,0.9,0,0,1
Garrett Temple,2009,-0.1,0.4,10.5,27.0,1.9,1.0,5.0,0.9,0,0,1
Jermaine Taylor,2009,-0.2,0.2,11.4,31.0,1.5,0.6,4.1,0.8,0,0,1
Sundiata Gaines,2009,0.2,0.3,17.3,32.0,1.4,0.4,3.3,0.7,0,0,1
Alonzo Gee,2009,0.2,0.1,16.2,11.0,2.6,0.9,7.4,1.6,0,0,1
Lester Hudson,2009,0.0,0.2,13.2,25.0,0.5,0.6,2.3,0.4,0,0,1
Danny Green,2009,0.1,0.2,12.3,20.0,0.3,0.3,2.0,0.5,0,0,1
Marcus Landry,2009,-0.1,0.0,7.2,18.0,0.3,0.3,2.4,0.8,0,0,1
Cedric Jackson,2009,-0.1,0.1,5.5,12.0,1.0,0.9,1.7,0.5,0,0,1
Othyus Jeffers,2009,0.0,0.1,13.6,14.0,1.4,0.4,2.6,0.8,0,0,1
Byron Mullens,2009,-0.1,0.1,0.7,13.0,0.0,0.3,1.1,0.5,0,0,1
Patty Mills,2009,-0.1,0.0,11.9,10.0,0.7,0.4,2.6,0.1,0,0,1
Taylor Griffin,2009,-0.1,0.0,5.2,8.0,0.5,0.1,1.3,0.3,0,0,1
Oliver Lafayette,2009,0.0,0.0,12.8,1.0,0.0,1.0,7.0,3.0,0,0,1
Antonio Anderson,2009,0.0,0.0,-1.7,1.0,0.0,1.0,2.0,0.0,0,0,1
Trey Gilder,2009,0.0,0.0,30.9,2.0,0.0,0.0,1.0,0.5,0,0,1
JamesOn Curry,2009,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0,0,1
Blake Griffin,2010,3.6,3.4,21.9,82.0,8.5,2.7,22.5,8.8,1,1,1
