Player,Season,VORP,DWS,PER,G,FTA,TOV,PTS,DRB,RookieNBA,ClassRookie,Rookie
Lauri Markkanen,2017,0.9,1.6,15.6,68.0,2.4,1.2,15.2,6.3,1,1,1
Josh Jackson,2017,-1.1,1.2,11.8,77.0,3.6,1.9,13.1,3.3,1,2,1
John Collins,2017,0.8,2.0,18.3,74.0,2.5,1.4,10.5,4.9,1,2,1
Lonzo Ball,2017,1.3,2.5,12.5,52.0,1.4,2.6,10.2,5.6,1,2,1
Frank Ntilikina,2017,-1.3,1.0,7.0,78.0,0.9,1.7,5.9,1.8,0,0,1
Justin Jackson,2017,-0.6,0.5,9.2,68.0,0.5,0.6,6.7,2.4,0,0,1
OG Anunoby,2017,0.5,1.6,10.0,74.0,0.8,0.6,5.9,1.9,0,0,1
Luke Kennard,2017,0.5,1.4,12.1,73.0,1.0,0.9,7.6,2.1,0,0,1
Josh Hart,2017,0.7,1.5,12.2,63.0,1.5,0.7,7.9,3.5,0,0,1
Jarrett Allen,2017,0.5,1.5,17.5,72.0,2.0,1.1,8.2,3.4,0,0,1
Bam Adebayo,2017,0.6,1.9,15.7,69.0,2.6,1.0,6.9,3.8,0,0,1
Maxi Kleber,2017,0.5,1.2,13.4,72.0,0.8,0.4,5.4,2.3,0,0,1
Sindarius Thornwell,2017,-0.1,0.9,8.2,73.0,1.2,0.7,3.9,1.5,0,0,1
Semi Ojeleye,2017,-0.8,1.3,4.6,73.0,0.6,0.3,2.7,1.7,0,0,1
Royce O'Neale,2017,0.5,1.8,10.8,69.0,1.1,0.8,5.0,3.1,0,0,1
Miloš Teodosić,2017,0.1,0.5,11.6,45.0,1.0,2.2,9.5,2.4,0,0,1
Zach Collins,2017,-0.6,1.3,7.5,66.0,0.6,0.9,4.4,2.7,0,0,1
Wes Iwundu,2017,-0.6,0.7,7.8,62.0,0.8,0.5,3.7,1.6,0,0,1
Frank Mason III,2017,-0.1,0.6,13.0,52.0,2.2,1.3,7.9,1.9,0,0,1
Tyler Dorsey,2017,-0.2,0.4,10.0,56.0,1.1,0.7,7.2,2.0,0,0,1
Daniel Theis,2017,0.5,1.9,16.1,63.0,1.3,0.9,5.3,2.9,0,0,1
Malik Monk,2017,-0.3,0.5,10.2,63.0,0.6,0.8,6.7,0.9,0,0,1
Tyrone Wallace,2017,-0.3,0.5,10.1,30.0,2.6,1.5,9.7,2.8,0,0,1
Jordan Bell,2017,1.0,1.4,18.0,57.0,0.8,0.9,4.6,2.6,0,0,1
Jawun Evans,2017,-0.6,0.6,7.2,48.0,1.0,0.9,4.8,1.6,0,0,1
Sterling Brown,2017,-0.2,0.7,9.1,54.0,0.4,0.5,4.0,2.1,0,0,1
Terrance Ferguson,2017,-0.3,0.5,7.4,61.0,0.2,0.2,3.1,0.5,0,0,1
Dwayne Bacon,2017,-0.5,0.6,5.8,53.0,0.5,0.4,3.3,2.3,0,0,1
C.J. Williams,2017,0.0,0.5,9.5,38.0,0.4,0.5,5.5,1.2,0,0,1
Mike James,2017,0.1,0.3,13.9,36.0,2.3,1.4,9.3,2.1,0,0,1
Cedi Osman,2017,-0.1,0.4,11.0,61.0,0.8,0.5,3.9,1.7,0,0,1
Kobi Simmons,2017,-0.8,0.2,7.7,32.0,0.8,1.4,6.1,1.1,0,0,1
Torrey Craig,2017,-0.1,0.4,9.8,39.0,0.9,0.5,4.2,2.2,0,0,1
Khem Birch,2017,0.2,0.6,16.4,42.0,1.5,0.5,4.2,2.6,0,0,1
Brandon Paul,2017,-0.2,0.8,7.4,64.0,0.7,0.5,2.3,1.0,0,0,1
Alex Caruso,2017,-0.1,0.6,8.7,37.0,0.8,1.1,3.6,1.4,0,0,1
Jonathan Isaac,2017,0.1,0.8,9.8,27.0,0.9,1.0,5.4,3.1,0,0,1
Abdel Nader,2017,-0.4,0.8,5.1,48.0,0.8,0.7,3.0,1.2,0,0,1
Tyler Cavanaugh,2017,0.0,0.3,13.0,39.0,0.5,0.4,4.7,2.1,0,0,1
Ivan Rabb,2017,0.0,0.5,16.6,36.0,1.0,1.0,5.6,2.9,0,0,1
Kyle Collinsworth,2017,-0.1,0.5,10.0,32.0,1.3,0.8,3.2,2.3,0,0,1
Damyean Dotson,2017,0.0,0.3,11.6,44.0,0.5,0.4,4.1,1.7,0,0,1
T.J. Leaf,2017,-0.1,0.3,10.7,53.0,0.3,0.2,2.9,1.0,0,0,1
Damion Lee,2017,0.0,0.4,12.0,15.0,1.9,0.9,10.7,4.0,0,0,1
Shaquille Harrison,2017,0.1,0.4,15.6,23.0,1.7,1.0,6.6,2.3,0,0,1
Myke Henry,2017,0.1,0.4,9.7,20.0,0.5,1.0,5.4,1.4,0,0,1
Luke Kornet,2017,0.2,0.3,13.6,20.0,0.6,0.6,6.7,2.7,0,0,1
Antonio Blakeney,2017,-0.3,0.1,10.1,19.0,2.1,0.6,7.9,1.5,0,0,1
Ryan Arcidiacono,2017,-0.2,0.2,7.3,24.0,0.3,0.5,2.0,1.0,0,0,1
Rodney Purvis,2017,-0.5,0.1,4.5,16.0,0.9,0.6,6.0,1.6,0,0,1
Jamel Artis,2017,-0.2,0.1,6.9,15.0,0.8,0.5,5.1,2.3,0,0,1
Jamil Wilson,2017,0.2,0.2,11.4,15.0,0.3,0.5,7.0,1.9,0,0,1
Markelle Fultz,2017,0.0,0.4,12.4,14.0,1.5,1.2,7.1,2.3,0,0,1
Davon Reed,2017,-0.3,0.2,4.8,21.0,0.6,0.5,3.0,1.8,0,0,1
Isaiah Hicks,2017,-0.3,0.1,6.8,18.0,1.0,0.9,4.4,1.7,0,0,1
Guerschon Yabusele,2017,0.0,0.3,12.3,33.0,0.7,0.4,2.4,1.1,0,0,1
Alec Peters,2017,0.0,0.0,10.7,20.0,0.5,0.2,4.1,1.5,0,0,1
Josh Magette,2017,0.0,0.1,11.9,18.0,0.4,0.5,2.6,0.9,0,0,1
Ante Žižić,2017,0.2,0.2,24.2,32.0,0.9,0.3,3.7,1.1,0,0,1
Andrew White,2017,-0.2,0.1,5.8,15.0,0.3,0.5,4.6,2.0,0,0,1
Caleb Swanigan,2017,-0.2,0.3,7.5,27.0,0.7,0.7,2.3,1.4,0,0,1
Jalen Jones,2017,-0.2,0.1,10.3,16.0,1.2,0.4,4.6,1.6,0,0,1
Johnathan Motley,2017,-0.1,0.2,17.2,11.0,2.5,0.8,8.7,3.2,0,0,1
John Holland,2017,-0.2,0.1,5.9,24.0,0.5,0.3,2.3,0.8,0,0,1
Dakari Johnson,2017,0.1,0.2,16.4,31.0,0.6,0.1,1.8,0.6,0,0,1
Derrick Walton,2017,0.1,0.2,11.2,16.0,0.4,0.1,1.8,0.9,0,0,1
Derrick White,2017,0.2,0.2,15.9,17.0,1.2,0.4,3.2,1.2,0,0,1
Malcolm Miller,2017,0.0,0.1,8.9,15.0,0.3,0.3,2.5,0.7,0,0,1
Milton Doyle,2017,-0.1,0.1,5.2,10.0,0.8,0.2,3.4,1.5,0,0,1
Zhou Qi,2017,-0.3,0.2,1.9,18.0,0.7,0.6,1.2,0.9,0,0,1
Antonius Cleveland,2017,-0.1,0.2,4.5,17.0,0.4,0.4,1.4,0.6,0,0,1
Nigel Hayes,2017,-0.1,0.1,6.4,9.0,0.3,0.2,3.0,2.0,0,0,1
James Webb III,2017,-0.2,0.0,2.2,10.0,0.0,0.4,1.6,1.6,0,0,1
Xavier Rathan-Mayes,2017,-0.3,0.1,0.9,5.0,1.8,2.2,5.8,1.0,0,0,1
Jabari Bird,2017,0.0,0.2,12.1,13.0,1.0,0.6,3.0,1.0,0,0,1
Kadeem Allen,2017,-0.2,0.1,2.6,18.0,0.5,0.5,1.1,0.4,0,0,1
Jaylen Morris,2017,-0.1,0.1,6.5,6.0,0.0,1.0,4.7,2.3,0,0,1
Josh Gray,2017,0.0,0.1,7.2,5.0,2.2,1.4,6.4,1.6,0,0,1
Furkan Korkmaz,2017,-0.1,0.1,3.4,14.0,0.3,0.1,1.6,0.6,0,0,1
Omari Johnson,2017,0.0,0.0,10.5,4.0,0.0,0.8,5.5,1.8,0,0,1
Thomas Bryant,2017,0.0,0.1,9.9,15.0,0.6,0.1,1.5,0.9,0,0,1
D.J. Wilson,2017,0.0,0.1,10.3,22.0,0.1,0.2,1.0,0.4,0,0,1
London Perrantes,2017,-0.1,0.0,0.7,14.0,0.4,0.1,0.5,0.2,0,0,1
Gian Clavell,2017,0.0,0.0,7.4,7.0,0.3,0.3,2.9,0.9,0,0,1
Andre Ingram,2017,0.1,0.1,16.3,2.0,1.5,1.5,12.0,2.5,0,0,1
Alfonzo McKinnie,2017,0.0,0.1,10.1,14.0,0.2,0.2,1.5,0.4,0,0,1
Charles Cooke,2017,-0.1,0.0,-5.1,13.0,0.2,0.1,0.5,0.2,0,0,1
Walt Lemon Jr.,2017,-0.1,0.0,6.9,5.0,0.6,0.8,3.4,0.4,0,0,1
Aaron Jackson,2017,-0.1,0.0,2.4,1.0,2.0,1.0,8.0,1.0,0,0,1
Jacob Wiley,2017,0.0,0.0,8.2,5.0,0.4,0.0,0.8,1.8,0,0,1
Matt Costello,2017,0.0,0.1,9.7,4.0,0.0,0.3,1.0,2.0,0,0,1
Ike Anigbogu,2017,0.0,0.0,21.6,11.0,0.5,0.2,1.2,0.4,0,0,1
Tony Bradley,2017,0.0,0.0,9.5,9.0,0.2,0.0,0.9,0.8,0,0,1
Daniel Hamilton,2017,0.0,0.0,18.2,6.0,0.0,0.3,2.0,0.8,0,0,1
Marcus Paige,2017,0.0,0.0,9.1,5.0,0.4,0.0,2.4,0.8,0,0,1
Jameel Warney,2017,0.0,0.0,22.6,3.0,1.7,0.3,5.7,1.7,0,0,1
Monte Morris,2017,0.1,0.0,27.1,3.0,0.7,0.3,3.3,0.7,0,0,1
Mangok Mathiang,2017,0.0,0.0,18.0,4.0,0.3,0.0,2.0,1.8,0,0,1
Devin Robinson,2017,0.0,0.0,10.5,1.0,0.0,0.0,2.0,3.0,0,0,1
Matt Williams,2017,0.0,0.0,-0.7,3.0,0.0,0.3,1.7,0.3,0,0,1
Ben Moore,2017,0.0,0.0,-2.3,2.0,0.0,0.0,0.0,0.5,0,0,1
Erik McCree,2017,0.0,0.0,-8.9,4.0,0.0,0.3,0.0,0.3,0,0,1
Vince Hunter,2017,0.0,0.0,35.8,4.0,0.0,0.3,1.5,0.3,0,0,1
Reggie Hearn,2017,0.0,0.0,13.1,3.0,0.0,0.0,1.0,0.0,0,0,1
Jacob Pullen,2017,0.0,0.0,-2.3,3.0,0.0,0.3,0.7,0.0,0,0,1
Justin Patton,2017,0.0,0.0,19.8,1.0,0.0,0.0,2.0,0.0,0,0,1
PJ Dozier,2017,0.0,0.0,-5.0,2.0,0.0,0.5,1.0,0.5,0,0,1
Tyler Lydon,2017,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1
Edmond Sumner,2017,0.0,0.0,39.8,1.0,0.0,0.0,2.0,1.0,0,0,1
Chris Boucher,2017,0.0,0.0,-28.5,1.0,0.0,0.0,0.0,1.0,0,0,1
Trey McKinney-Jones,2017,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1
Naz Mitrou-Long,2017,0.0,0.0,133.8,1.0,0.0,0.0,3.0,0.0,0,0,1
Collin Sexton,2018,-1.8,-0.5,12.0,82.0,3.1,2.3,16.7,2.2,1,2,1
Trae Young,2018,0.9,0.7,17.0,81.0,5.1,3.8,19.1,2.9,1,1,1
Mikal Bridges,2018,0.3,1.2,10.8,82.0,1.4,0.9,8.3,2.5,0,0,1
Luka Dončić,2018,3.4,2.8,19.6,72.0,6.7,3.4,21.2,6.6,1,1,1
Deandre Ayton,2018,1.2,1.7,20.5,71.0,2.7,1.8,16.3,7.1,1,1,1
Shai Gilgeous-Alexander,2018,0.8,1.9,13.4,82.0,2.4,1.7,10.8,2.1,1,2,1
Kevin Knox,2018,-2.0,0.9,8.7,75.0,3.0,1.5,12.8,3.7,0,0,1
Kevin Huerter,2018,-0.2,0.7,10.1,75.0,0.7,1.5,9.7,2.5,1,2,1
Landry Shamet,2018,0.2,0.9,11.0,79.0,1.2,0.6,9.1,1.4,1,2,1
Josh Okogie,2018,-0.5,1.4,9.4,74.0,2.2,0.9,7.7,2.4,0,0,1
Miles Bridges,2018,0.5,1.5,13.1,80.0,1.0,0.6,7.5,3.2,0,0,1
Jalen Brunson,2018,0.1,1.0,12.8,73.0,1.6,1.2,9.3,2.0,0,0,1
Marvin Bagley III,2018,0.4,1.6,18.9,62.0,4.2,1.6,14.9,5.0,0,0,1
Jaren Jackson Jr.,2018,0.7,2.2,16.4,58.0,3.4,1.7,13.8,3.4,0,0,1
Allonzo Trier,2018,-0.4,0.5,12.2,64.0,3.5,1.8,10.9,2.6,0,0,1
Bruce Brown,2018,-0.5,1.6,6.9,74.0,0.8,0.6,4.3,1.9,0,0,1
Mitchell Robinson,2018,1.6,2.2,22.0,66.0,2.0,0.5,7.3,3.7,1,2,1
Rodions Kurucs,2018,-0.2,1.5,11.0,63.0,1.5,1.2,8.5,3.0,0,0,1
Frank Jackson,2018,-0.8,0.4,9.4,61.0,1.2,0.8,8.1,1.8,0,0,1
Wendell Carter Jr.,2018,0.1,1.2,15.2,44.0,2.5,1.5,10.3,5.0,0,0,1
Kenrich Williams,2018,0.0,0.9,9.7,46.0,0.4,0.8,6.1,3.6,0,0,1
De'Anthony Melton,2018,-0.2,0.8,9.9,50.0,0.6,1.5,5.0,2.2,0,0,1
Elie Okobo,2018,-0.9,0.2,7.6,53.0,0.9,1.3,5.7,1.6,0,0,1
Chandler Hutchison,2018,-0.4,0.6,8.8,44.0,0.9,0.6,5.2,3.5,0,0,1
Harry Giles,2018,-0.2,1.0,14.4,58.0,1.6,1.3,7.0,2.7,0,0,1
Omari Spellman,2018,0.2,0.5,12.4,46.0,1.0,0.7,5.9,2.7,0,0,1
Mo Bamba,2018,0.1,1.4,14.9,47.0,1.3,0.9,6.2,3.6,0,0,1
Troy Brown Jr.,2018,-0.1,0.4,11.1,52.0,0.9,0.6,4.8,2.1,0,0,1
Devonte' Graham,2018,-0.3,0.3,10.3,46.0,1.0,0.7,4.7,1.2,0,0,1
Aaron Holiday,2018,0.1,0.8,11.9,50.0,1.0,0.8,5.9,1.2,0,0,1
Gary Clark,2018,0.2,0.7,9.2,51.0,0.1,0.1,2.9,1.8,0,0,1
Jonah Bolden,2018,0.2,0.9,12.7,44.0,0.6,0.8,4.7,2.7,0,0,1
Jevon Carter,2018,-0.3,0.7,7.8,39.0,0.8,0.8,4.4,1.3,0,0,1
Isaiah Briscoe,2018,-0.4,0.5,6.7,39.0,0.7,0.8,3.5,1.8,0,0,1
Hamidou Diallo,2018,-0.3,0.7,10.1,51.0,1.2,0.5,3.7,1.2,0,0,1
Keita Bates-Diop,2018,-0.2,0.4,9.6,30.0,0.9,0.5,5.0,2.2,0,0,1
Ryan Broekhoff,2018,0.1,0.3,10.7,42.0,0.5,0.4,4.0,1.3,0,0,1
Moritz Wagner,2018,-0.3,0.5,10.1,43.0,1.2,0.9,4.8,1.6,0,0,1
Svi Mykhailiuk,2018,-0.3,0.3,6.0,42.0,0.5,0.5,3.2,0.6,0,0,1
Jaron Blossomgame,2018,-0.2,0.1,10.2,27.0,0.5,0.4,4.2,2.7,0,0,1
Jaylen Adams,2018,-0.2,0.2,7.6,34.0,0.3,0.8,3.2,1.4,0,0,1
Grayson Allen,2018,-0.5,0.4,7.5,38.0,1.6,0.9,5.6,0.5,0,0,1
Donte DiVincenzo,2018,0.0,0.6,9.1,27.0,0.4,0.7,4.9,1.8,0,0,1
Johnathan Williams,2018,-0.1,0.3,15.1,24.0,2.0,0.7,6.5,2.1,0,0,1
Brad Wanamaker,2018,0.1,0.4,14.3,36.0,0.8,0.5,3.9,1.1,0,0,1
Jerome Robinson,2018,-0.2,0.3,7.2,33.0,0.3,0.4,3.4,1.2,0,0,1
Robert Williams,2018,0.3,0.6,18.8,32.0,0.5,0.3,2.5,1.7,0,0,1
Shake Milton,2018,-0.1,0.3,9.3,20.0,0.4,0.3,4.4,1.3,0,0,1
Cameron Reynolds,2018,0.0,0.1,10.4,19.0,0.5,0.3,5.0,1.4,0,0,1
Julian Washburn,2018,-0.2,0.3,6.5,18.0,0.2,0.4,2.2,1.8,0,0,1
Deonte Burton,2018,-0.1,0.3,7.0,32.0,0.4,0.3,2.6,0.8,0,0,1
Isaiah Hartenstein,2018,-0.1,0.3,10.0,28.0,0.5,0.5,1.9,0.9,0,0,1
Brandon Sampson,2018,-0.1,0.1,8.5,14.0,0.4,0.9,5.1,0.9,0,0,1
Theo Pinson,2018,-0.1,0.2,8.1,18.0,1.2,1.0,4.5,1.8,0,0,1
Jacob Evans,2018,-0.3,0.2,3.5,30.0,0.0,0.4,1.3,0.6,0,0,1
Khyri Thomas,2018,-0.2,0.2,6.2,26.0,0.4,0.2,2.3,0.6,0,0,1
Deng Adel,2018,-0.3,0.0,2.7,19.0,0.2,0.3,1.7,0.8,0,0,1
Yuta Watanabe,2018,-0.3,0.2,3.3,15.0,0.7,0.4,2.6,1.8,0,0,1
Dairis Bertāns,2018,-0.3,0.0,2.0,12.0,0.0,0.2,2.8,0.6,0,0,1
Duncan Robinson,2018,-0.1,0.2,7.6,15.0,0.4,0.3,3.3,1.1,0,0,1
Ray Spalding,2018,-0.1,0.2,14.6,14.0,0.9,0.6,3.9,2.4,0,0,1
Chimezie Metu,2018,-0.2,0.2,6.4,29.0,0.6,0.5,1.8,0.9,0,0,1
Jemerrio Jones,2018,0.1,0.2,12.1,6.0,0.3,0.8,4.5,5.5,0,0,1
Anfernee Simons,2018,-0.1,0.0,11.1,20.0,0.8,0.6,3.8,0.5,0,0,1
Isaac Bonga,2018,-0.1,0.2,6.0,22.0,0.7,0.3,0.9,0.7,0,0,1
Rawle Alkins,2018,-0.2,0.0,8.1,10.0,1.2,0.8,3.7,1.5,0,0,1
Lonnie Walker IV,2018,0.0,0.2,10.8,17.0,0.6,0.2,2.6,1.0,0,0,1
Drew Eubanks,2018,0.0,0.2,15.1,23.0,0.6,0.3,1.8,1.2,0,0,1
Gary Trent Jr.,2018,-0.2,0.1,3.6,15.0,0.5,0.3,2.7,0.7,0,0,1
Jared Terrell,2018,-0.2,0.0,0.7,14.0,0.4,0.7,2.2,0.4,0,0,1
Zhaire Smith,2018,-0.1,0.1,9.5,6.0,1.3,1.0,6.7,1.7,0,0,1
Bonzie Colson,2018,0.0,0.2,12.9,8.0,1.1,0.4,4.9,2.8,0,0,1
Daryl Macon,2018,-0.1,0.0,5.5,8.0,0.9,0.8,3.6,1.3,0,0,1
Jarred Vanderbilt,2018,0.0,0.1,12.4,17.0,0.6,0.5,1.4,0.9,0,0,1
Amile Jefferson,2018,0.1,0.1,21.1,12.0,0.7,0.1,2.3,1.3,0,0,1
Marcus Derrickson,2018,0.0,0.0,19.4,11.0,0.5,0.3,4.2,0.5,0,0,1
Alize Johnson,2018,-0.1,0.1,6.3,14.0,0.6,0.0,0.9,1.1,0,0,1
Billy Garrett,2018,-0.1,0.0,9.8,4.0,1.0,0.5,6.5,0.8,0,0,1
Brandon Goodwin,2018,-0.1,0.0,8.3,16.0,0.7,0.2,1.4,0.1,0,0,1
Isaac Humphries,2018,-0.1,0.0,3.4,5.0,0.0,0.0,3.0,1.4,0,0,1
Jordan Loyd,2018,0.0,0.0,16.3,12.0,0.9,0.2,2.4,0.7,0,0,1
B.J. Johnson,2018,0.0,0.0,12.8,7.0,0.3,0.3,3.3,0.9,0,0,1
Mitch Creek,2018,0.1,0.0,20.2,5.0,1.4,0.2,4.2,1.2,0,0,1
Melvin Frazier,2018,-0.1,0.0,1.2,10.0,0.4,0.1,1.5,0.2,0,0,1
Haywood Highsmith,2018,-0.1,0.0,4.5,5.0,0.4,0.2,1.8,1.0,0,0,1
Džanan Musa,2018,-0.1,0.0,5.8,9.0,0.2,0.4,2.1,0.4,0,0,1
Thomas Welsh,2018,0.0,0.0,16.1,11.0,0.2,0.1,1.6,0.4,0,0,1
Chris Chiozza,2018,0.0,0.0,7.0,7.0,0.0,0.1,0.9,0.4,0,0,1
Dusty Hannahs,2018,-0.1,0.0,4.5,2.0,1.0,0.5,4.0,0.5,0,0,1
Emanuel Terry,2018,0.0,0.0,19.7,3.0,1.3,0.7,3.3,1.3,0,0,1
DeVaughn Akoon-Purcell,2018,0.0,0.0,8.2,7.0,0.3,0.3,1.0,0.4,0,0,1
J.P. Macura,2018,0.0,0.0,5.7,2.0,0.0,0.0,3.0,1.5,0,0,1
Troy Caupain,2018,0.1,0.0,30.7,4.0,0.0,0.0,2.5,0.5,0,0,1
Vince Edwards,2018,0.0,0.0,3.8,2.0,0.0,0.0,1.5,0.5,0,0,1
Ángel Delgado,2018,0.0,0.0,4.3,2.0,1.0,0.0,1.5,1.0,0,0,1
Yante Maten,2018,0.0,0.0,5.7,2.0,0.0,0.0,1.0,1.0,0,0,1
Kostas Antetokounmpo,2018,0.0,0.0,-0.9,2.0,2.0,0.5,1.0,0.5,0,0,1
Joe Chealey,2018,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0,0,1
Tahjere McCall,2018,0.0,0.0,9.6,1.0,1.0,0.0,4.0,1.0,0,0,1
Trevon Duval,2018,0.0,0.0,38.3,3.0,0.0,0.0,1.7,0.3,0,0,1
George King,2018,0.0,0.0,1.9,1.0,0.0,0.0,0.0,1.0,0,0,1
Zach Lofton,2018,0.0,0.0,-10.0,1.0,0.0,1.0,0.0,0.0,0,0,1
Jordan Sibert,2018,0.0,0.0,29.7,1.0,0.0,0.0,3.0,0.0,0,0,1
Donte Grantham,2018,0.0,0.0,-38.1,3.0,0.0,0.0,0.0,0.0,0,0,1
Tyler Davis,2018,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1
Ja Morant,2019,1.2,1.5,17.4,67.0,4.6,3.3,17.8,3.1,1,1,1
De'Andre Hunter,2019,-1.4,0.5,8.6,63.0,2.3,1.6,12.3,3.8,0,0,1
Kendrick Nunn,2019,-0.1,1.6,12.9,67.0,1.5,1.7,15.3,2.4,1,1,1
Darius Garland,2019,-1.7,0.0,8.5,59.0,1.2,2.6,12.3,1.4,0,0,1
P.J. Washington,2019,0.2,1.5,12.4,58.0,2.3,1.6,12.2,4.4,1,2,1
RJ Barrett,2019,-1.0,1.1,10.7,56.0,4.5,2.2,14.3,4.1,0,0,1
Coby White,2019,-0.4,1.4,11.9,65.0,2.0,1.7,13.2,3.1,1,2,1
Eric Paschall,2019,-0.3,0.5,14.5,60.0,3.5,1.6,14.0,3.2,1,1,1
Cam Reddish,2019,-0.9,0.8,9.0,58.0,2.2,1.7,10.5,3.1,0,0,1
Tyler Herro,2019,0.1,1.3,12.5,55.0,1.8,1.6,13.5,3.8,1,2,1
Jarrett Culver,2019,-0.8,1.1,9.6,63.0,1.9,1.3,9.2,2.3,0,0,1
Rui Hachimura,2019,-0.4,0.5,13.5,48.0,2.9,1.1,13.5,4.5,1,2,1
Brandon Clarke,2019,1.7,1.6,20.9,58.0,1.9,0.9,12.1,4.4,1,1,1
Matisse Thybulle,2019,0.8,2.0,10.0,65.0,0.6,0.8,4.7,1.0,0,0,1
Jordan Poole,2019,-1.5,0.4,7.2,57.0,2.1,1.3,8.8,1.9,0,0,1
Cameron Johnson,2019,0.7,1.0,12.9,57.0,1.0,0.6,8.8,2.4,0,0,1
Terence Davis,2019,0.8,1.9,13.8,72.0,0.8,1.1,7.5,2.6,1,2,1
Kevin Porter Jr.,2019,-0.5,0.6,10.8,50.0,2.0,1.9,10.0,2.8,0,0,1
Darius Bazley,2019,0.1,1.5,9.6,61.0,1.0,0.7,5.6,3.5,0,0,1
Jaxson Hayes,2019,0.5,1.1,17.6,64.0,3.0,0.8,7.4,2.5,0,0,1
Grant Williams,2019,-0.2,1.4,7.9,69.0,0.8,0.7,3.4,1.7,0,0,1
Nicolò Melli,2019,0.2,0.9,11.4,60.0,1.2,0.8,6.6,2.4,0,0,1
Ky Bowman,2019,-0.6,0.6,9.1,45.0,0.9,1.6,7.4,2.2,0,0,1
Michael Porter Jr.,2019,0.8,1.1,19.8,55.0,1.3,0.9,9.3,3.5,0,0,1
Cody Martin,2019,0.0,0.8,10.5,48.0,1.4,0.9,5.0,2.5,0,0,1
Luguentz Dort,2019,-0.4,0.8,7.6,36.0,1.5,0.6,6.8,1.6,0,0,1
Sekou Doumbouya,2019,-0.9,0.5,6.2,38.0,1.2,0.9,6.4,2.6,0,0,1
Bruno Fernando,2019,-0.4,0.4,11.9,56.0,0.9,0.8,4.3,2.3,0,0,1
Zion Williamson,2019,0.7,0.4,24.1,24.0,7.4,2.5,22.5,3.6,1,1,1
Daniel Gafford,2019,0.1,0.8,16.2,43.0,1.4,0.7,5.1,1.3,0,0,1
Nickeil Alexander-Walker,2019,-0.4,0.4,8.9,47.0,0.8,1.1,5.7,1.6,0,0,1
Jordan McLaughlin,2019,0.3,0.4,16.3,30.0,1.3,1.0,7.6,1.4,0,0,1
Nassir Little,2019,-0.2,0.3,9.6,48.0,0.9,0.3,3.6,1.6,0,0,1
Kelan Martin,2019,-0.3,0.3,9.2,31.0,1.0,0.6,6.4,2.7,0,0,1
Naz Reid,2019,0.0,0.6,15.3,30.0,1.8,0.7,9.0,3.0,0,0,1
Marko Gudurić,2019,-0.2,0.4,8.8,44.0,0.6,0.8,3.9,1.3,0,0,1
Goga Bitadze,2019,0.0,0.8,12.1,54.0,0.6,0.5,3.2,1.5,0,0,1
Javonte Green,2019,0.2,0.8,13.1,48.0,0.9,0.5,3.4,1.4,0,0,1
Matt Thomas,2019,0.3,0.6,13.3,41.0,0.3,0.4,4.9,1.3,0,0,1
Anžejs Pasečņiks,2019,-0.4,0.2,11.3,27.0,2.1,0.9,5.8,2.4,0,0,1
Romeo Langford,2019,-0.3,0.4,5.4,32.0,0.8,0.3,2.5,0.8,0,0,1
Admiral Schofield,2019,-0.3,0.1,6.1,33.0,0.5,0.2,3.0,1.2,0,0,1
Terance Mann,2019,0.0,0.4,10.6,41.0,0.7,0.4,2.4,1.1,0,0,1
Carsen Edwards,2019,-0.2,0.4,6.9,37.0,0.5,0.4,3.3,1.1,0,0,1
Chris Silva,2019,0.0,0.5,17.3,44.0,1.3,0.7,3.0,1.5,0,0,1
Ty Jerome,2019,-0.1,0.3,7.9,31.0,0.5,0.6,3.3,1.3,0,0,1
Caleb Martin,2019,0.1,0.2,12.0,18.0,1.2,0.8,6.2,1.6,0,0,1
Keldon Johnson,2019,0.3,0.2,19.1,17.0,2.6,0.8,9.1,2.8,0,0,1
Jalen McDaniels,2019,-0.1,0.2,10.7,16.0,1.1,0.7,5.6,3.1,0,0,1
Chris Clemons,2019,0.1,0.2,13.1,33.0,0.3,0.6,4.9,0.8,0,0,1
Juan Toscano-Anderson,2019,-0.1,0.2,9.4,13.0,0.4,1.2,5.3,3.3,0,0,1
Wenyen Gabriel,2019,-0.1,0.2,9.6,30.0,0.7,0.5,2.1,1.0,0,0,1
Justin James,2019,0.0,0.2,11.0,36.0,0.6,0.2,2.5,0.7,0,0,1
Norvel Pelle,2019,-0.2,0.5,10.5,24.0,0.6,0.8,2.4,2.2,0,0,1
Garrison Mathews,2019,0.1,0.1,13.1,18.0,1.9,0.4,5.4,1.0,0,0,1
Mychal Mulder,2019,-0.2,0.0,7.8,7.0,1.7,0.7,11.0,2.9,0,0,1
Nic Claxton,2019,0.1,0.2,14.8,15.0,1.4,0.6,4.4,1.7,0,0,1
John Konchar,2019,0.3,0.2,18.0,19.0,0.1,0.4,2.8,1.5,0,0,1
Rayjon Tucker,2019,-0.2,0.1,9.7,20.0,1.2,0.4,3.1,0.9,0,0,1
Amir Coffey,2019,-0.1,0.2,8.5,18.0,0.6,0.4,3.2,0.7,0,0,1
